ID	//备注	关卡类型(0、通常关,1、Boss关,2、st剧情,3、重要,4、爬塔关,5、Boss挑战关,6、联机,7、ep剧情)	地图ID	战斗逻辑配置ID	解锁条件(1：账号等级；2：Level ID,3：是否拥有某道具,4：曜日本专用是否通关xx关卡)	体力消耗(包含进入和通关)	星级条件 {{1,300},{1,180},{2,2}}	出场怪物信息{{怪物编号,等级(填0不显示等级)}}	怪物强度模板	关卡详情是否显示怪物列表 0或不配显示奖励列表 1显示怪物列表	推荐战力	战斗力增减等级数	是否允许多重战斗	是否显示再次挑战	下一关ID	玩家经验值	角色经验值	队伍规则	时效性队伍规则：{{试用Id,开启时间}}，有多组时最先开放的配最左边	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示固定物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	dlc版本	关卡倒计时	是否直接进入剧情（1直接进入）	是否返回编队界面（1返回，不配进入下一关）	是否使用玩家最后使用的编队（1使用，不配不使用）	点击下一关返回章节列表（1返回，不配进入下一关）	能力适应阶段ID，对应level_adaptation.txt表	BuffEx
11807	DLC36_复刻DLC26主线-Ep4	7	50000	1	{{2,11795}}	{0,0}							0	0	11808	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep4.DLC26_Act_task_Ep4	26		1					
11808	DLC36_复刻DLC26主线-Ep5	7	50000	1	{{2,11807}}	{0,0}							0	0	11796	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep5.DLC26_Act_task_Ep5	26		1					
11809	DLC36_复刻DLC26主线-Ep6	7	50000	1	{{2,11796}}	{0,0}							0	0	11797	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep6.DLC26_Act_task_Ep6	26		1					
11810	DLC36_复刻DLC26主线-Ep7	7	50000	1	{{2,11797}}	{0,0}							0	0		0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep7.DLC26_Act_task_Ep7	26		1					
																																					
11798	DLC36_复刻DLC26_复刷-01	0	8540	1	{{1,20}}	{0,14}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	11799	14				{}	{7291}	{7291}		{{5,29,20,3,6}}		{{5,29,20,3,6}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
11799	DLC36_复刻DLC26_复刷-02	0	8540	1	{{2,11798}}	{0,16}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	11800	16				{}	{7292}	{7292}		{{5,29,20,3,7}}		{{5,29,20,3,7}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
11800	DLC36_复刻DLC26_复刷-03	0	8540	1	{{2,11799}}	{0,18}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	11801	18				{}	{7293}	{7293}		{{5,29,20,3,8}}		{{5,29,20,3,8}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
11801	DLC36_复刻DLC26_复刷-04	0	8540	1	{{2,11800}}	{0,20}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	11802	20				{}	{7294}	{7294}		{{5,29,20,3,9}}		{{5,29,20,3,9}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
11802	DLC36_复刻DLC26_复刷-05	0	8540	1	{{2,11801}}	{0,24}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	11803	24				{}	{7295}	{7295}		{{5,29,20,3,11}}		{{5,29,20,3,11}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
11803	DLC36_复刻DLC26_复刷-06	0	8540	1	{{2,11802}}	{0,30}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0		30				{}	{7296}	{7296}		{{5,29,20,3,15}}		{{5,29,20,3,15}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
																																					
11780	DLC36_复刷-01	0	11780	1	{{1,20}}	{0,14}		{4001211,4001212,4001216,4001213,4001215}	3				1	0	11781	14				{}	{7285}	{7285}		{{5,29,20,1,6}}		{{5,29,20,1,6}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
11781	DLC36_复刷-02	0	11780	1	{{2,11780}}	{0,16}		{4001211,4001212,4001216,4001213,4001215}	3				1	0	11782	16				{}	{7286}	{7286}		{{5,29,20,1,7}}		{{5,29,20,1,7}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
11782	DLC36_复刷-03	0	11780	1	{{2,11781}}	{0,18}		{4001211,4001212,4001216,4001213,4001215}	3				1	0	11783	18				{}	{7287}	{7287}		{{5,29,20,1,8}}		{{5,29,20,1,8}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
11783	DLC36_复刷-04	0	11780	1	{{2,11782}}	{0,20}		{4001211,4001212,4001216,4001213,4001215}	3				1	0	11784	20				{}	{7288}	{7288}		{{5,29,20,1,9}}		{{5,29,20,1,9}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
11784	DLC36_复刷-05	0	11780	1	{{2,11783}}	{0,24}		{4001211,4001212,4001216,4001213,4001215}	3				1	0	11785	24				{}	{7289}	{7289}		{{5,29,20,1,11}}		{{5,29,20,1,11}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
11785	DLC36_复刷-06	0	11780	1	{{2,11784}}	{0,30}		{4001211,4001212,4001216,4001213,4001215}	3				1	0		30				{}	{7290}	{7290}		{{5,29,20,1,15}}		{{5,29,20,1,15}}		1803161	DLC36Task/RepeatLevel/DLC36_Repeat01.DLC36_Repeat01	36	600				1		
																																					
11860	DLC37_复刷-01	0	11860	1	{{1,20}}	{0,14}		{4001211,4001212,4001216,4001213}	3				1	0	11861	14				{}	{7279}	{7279}		{{5,29,19,1,6}}		{{5,29,19,1,6}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
11861	DLC37_复刷-02	0	11860	1	{{2,11860}}	{0,16}		{4001211,4001212,4001216,4001213}	3				1	0	11862	16				{}	{7280}	{7280}		{{5,29,19,1,7}}		{{5,29,19,1,7}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
11862	DLC37_复刷-03	0	11860	1	{{2,11861}}	{0,18}		{4001211,4001212,4001216,4001213}	3				1	0	11863	18				{}	{7281}	{7281}		{{5,29,19,1,8}}		{{5,29,19,1,8}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
11863	DLC37_复刷-04	0	11860	1	{{2,11862}}	{0,20}		{4001211,4001212,4001216,4001213}	3				1	0	11864	20				{}	{7282}	{7282}		{{5,29,19,1,9}}		{{5,29,19,1,9}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
11864	DLC37_复刷-05	0	11860	1	{{2,11863}}	{0,24}		{4001211,4001212,4001216,4001213}	3				1	0	11865	24				{}	{7283}	{7283}		{{5,29,19,1,11}}		{{5,29,19,1,11}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
11865	DLC37_复刷-06	0	11860	1	{{2,11864}}	{0,30}		{4001211,4001212,4001216,4001213}	3				1	0		30				{}	{7284}	{7284}		{{5,29,19,1,15}}		{{5,29,19,1,15}}		1803156	DLC37Task/RepeatLevel/DLC37_Repeat01.DLC37_Repeat01	35	600				1		
