ID（10-血量；20-攻击；30-防御）	注释	1级值	2级值	3级值	4级值	5级值	6级值	7级值	8级值	9级值	10级值	11级值	12级值	13级值	14级值	15级值	16级值	17级值	18级值	19级值	20级值	21级值	22级值	23级值	24级值	25级值	26级值	27级值	28级值	29级值	30级值	31级值	32级值	33级值	34级值	35级值	36级值	37级值	38级值	39级值	40级值	41级值	42级值	43级值	44级值	45级值	46级值	47级值	48级值	49级值	50级值	51级值	52级值	53级值	54级值	55级值	56级值	57级值	58级值	59级值	60级值	61级值	62级值	63级值	64级值	65级值	66级值	67级值	68级值	69级值	70级值	71级值	72级值	73级值	74级值	75级值	76级值	77级值	78级值	79级值	80级值	81级值	82级值	83级值	84级值	85级值	86级值	87级值	88级值	89级值	90级值	91级值	92级值	93级值	94级值	95级值	96级值	97级值	98级值	99级值	100级值	101级值	102级值	103级值	104级值	105级值	106级值	107级值	108级值	109级值	110级值	111级值	112级值	113级值	114级值	115级值	116级值	117级值	118级值	119级值	120级值	121级值	122级值	123级值	124级值	125级值	126级值	127级值	128级值	129级值	130级值	131级值	132级值	133级值	134级值	135级值	136级值	137级值	138级值	139级值	140级值	141级值	142级值	143级值	144级值	145级值	146级值	147级值	148级值	149级值	150级值	151级值	152级值	153级值	154级值	155级值	156级值	157级值	158级值	159级值	160级值	161级值	162级值	163级值	164级值	165级值	166级值	167级值	168级值	169级值	170级值	171级值	172级值	173级值	174级值	175级值	176级值	177级值	178级值	179级值	180级值	181级值	182级值	183级值	184级值	185级值	186级值	187级值	188级值	189级值	190级值	191级值	192级值	193级值	194级值	195级值	196级值	197级值	198级值	199级值	200级值	201级值	202级值	203级值	204级值	205级值	206级值	207级值	208级值	209级值	210级值	211级值	212级值	213级值	214级值	215级值	216级值	217级值	218级值	219级值	220级值	221级值	222级值	223级值	224级值	225级值	226级值	227级值	228级值	229级值	230级值	231级值	232级值	233级值	234级值	235级值	236级值	237级值	238级值	239级值	240级值	241级值	242级值	243级值	244级值	245级值	246级值	247级值	248级值	249级值	250级值	251级值	252级值	253级值	254级值	255级值	256级值	257级值	258级值	259级值	260级值	261级值	262级值	263级值	264级值	265级值	266级值	267级值	268级值	269级值	270级值	271级值	272级值	273级值	274级值	275级值	276级值	277级值	278级值	279级值	280级值	281级值	282级值	283级值	284级值	285级值	286级值	287级值	288级值	289级值	290级值	291级值	292级值	293级值	294级值	295级值	296级值	297级值	298级值	299级值	300级值
20120	攻击120%	17	19	21	24	26	29	31	33	36	39	42	45	48	51	54	57	60	63	66	69	73	77	80	84	89	93	98	104	109	115	121	128	134	141	149	156	164	172	180	189	197	206	215	224	234	243	253	263	273	284	294	305	316	327	339	350	362	374	386	399	412	426	440	455	471	487	504	521	539	558	577	597	617	638	660	682	705	728	752	777	792	807	823	839	855	872	890	907	925	943	962	981	1000	1020	1040	1061	1082	1103	1125	1147	1170	1193	1217	1241	1265	1290	1316	1342	1368	1395	1423	1451	1480	1509	1539	1570	1601	1633	1665	1698	1732	1766	1801	1837	1874	1911	1949	1987	2027	2067	2108	2150	2192	2236	2280	2326	2372	2420	2468	2517	2567	2618	2670	2723	2777	2832	2889	2946	3005	3065	3126	3189	3252	3317	3383	3450	3519	3590	3661	3734	3809	3884	3962	4041	4121	4203	4287	4373	4460	4548	4639	4731	4826	4922	5020	5120	5222	5327	5433	5541	5652	5765	5880	5997	6117	6239	6363	6490	6620	6752	6887	7024	7164	7307	7453	7602	7754	7908	8066	8227	8391	8559	8730	8904	9082	9263	9448	9636	9829	10025	10226	10430	10638	10850	11067	11288	11513	11743	11978	12217	12461	12710	12964	13223	13487	13757	14031	14312	14598	14889	15187	15491	15800	16116	16438	16766	17101	17443	17792	18147	18510	18880	19257	19642	20034	20435	20843	21260	21684	22118	22560	23011	23471	23940	24419	24907	25405	25913	26430	26959	27498	28047	28608	29180	29763	30358	30965	31584	32215	32859	33516	34186	34869	35567	36278	37003	37743	38498	39267	40052	40853	41670	42503	43353	44220	45104	46006	46926	47864	48821	49797	50793	51809	52844	53901	54978	56078	57199	58343	59509
20150	攻击150%	21	24	27	30	33	36	39	42	46	49	53	57	61	64	68	72	76	79	83	87	91	96	100	106	111	117	123	130	136	144	151	160	168	177	186	196	205	215	226	236	247	258	269	280	292	304	316	329	342	355	368	382	395	409	424	438	453	468	483	499	515	532	550	569	589	609	630	652	674	697	721	746	772	798	825	853	881	910	940	971	990	1009	1029	1049	1069	1090	1112	1134	1156	1179	1202	1226	1250	1275	1300	1326	1352	1379	1406	1434	1462	1492	1521	1551	1582	1613	1645	1678	1711	1744	1779	1814	1850	1887	1924	1963	2002	2041	2082	2123	2165	2208	2251	2296	2342	2389	2436	2484	2533	2584	2635	2687	2740	2795	2851	2908	2965	3025	3085	3146	3208	3272	3337	3404	3472	3541	3611	3683	3757	3832	3908	3986	4066	4147	4229	4313	4399	4487	4576	4668	4761	4855	4952	5051	5152	5254	5359	5466	5575	5686	5799	5914	6032	6152	6275	6400	6528	6658	6791	6927	7065	7206	7350	7497	7646	7798	7954	8113	8275	8440	8608	8780	8956	9134	9316	9502	9692	9886	10083	10284	10489	10699	10912	11131	11353	11579	11810	12046	12286	12532	12782	13037	13297	13563	13834	14110	14392	14679	14972	15271	15577	15888	16205	16529	16859	17196	17539	17890	18247	18612	18984	19363	19750	20145	20548	20958	21376	21804	22240	22684	23137	23600	24072	24553	25043	25543	26054	26575	27106	27647	28200	28764	29339	29926	30524	31134	31756	32391	33038	33699	34372	35059	35760	36475	37204	37948	38706	39480	40269	41074	41895	42733	43587	44458	45347	46254	47179	48122	49084	50065	51067	52087	53129	54191	55275	56380	57508	58657	59830	61027	62247	63491	64761	66055	67376	68723	70097	71499	72928	74386
20200	攻击200%	28	32	36	40	44	48	52	56	61	66	71	76	81	86	91	96	101	106	111	116	122	128	134	141	148	156	164	173	182	192	202	213	224	236	248	261	274	287	301	315	329	344	359	374	390	406	422	439	456	473	491	509	527	546	565	584	604	624	644	665	687	710	734	759	785	812	840	869	899	930	962	995	1029	1064	1100	1137	1175	1214	1254	1295	1320	1346	1372	1399	1426	1454	1483	1512	1542	1572	1603	1635	1667	1700	1734	1768	1803	1839	1875	1912	1950	1989	2028	2068	2109	2151	2194	2237	2281	2326	2372	2419	2467	2516	2566	2617	2669	2722	2776	2831	2887	2944	3002	3062	3123	3185	3248	3312	3378	3445	3513	3583	3654	3727	3801	3877	3954	4033	4113	4195	4278	4363	4450	4539	4629	4721	4815	4911	5009	5109	5211	5315	5421	5529	5639	5751	5866	5983	6102	6224	6348	6474	6603	6735	6869	7006	7146	7288	7433	7581	7732	7886	8043	8203	8367	8534	8704	8878	9055	9236	9420	9608	9800	9996	10195	10398	10605	10817	11033	11253	11478	11707	11941	12179	12422	12670	12923	13181	13444	13712	13986	14265	14550	14841	15137	15439	15747	16061	16382	16709	17043	17383	17730	18084	18445	18813	19189	19572	19963	20362	20769	21184	21607	22039	22479	22928	23386	23853	24330	24816	25312	25818	26334	26860	27397	27944	28502	29072	29653	30246	30850	31467	32096	32737	33391	34058	34739	35433	36141	36863	37600	38352	39119	39901	40699	41512	42342	43188	44051	44932	45830	46746	47680	48633	49605	50597	51608	52640	53692	54765	55860	56977	58116	59278	60463	61672	62905	64163	65446	66754	68089	69450	70839	72255	73700	75174	76677	78210	79774	81369	82996	84655	86348	88074	89835	91631	93463	95332	97238	99182
20250	攻击250%	35	40	45	50	55	60	65	70	76	82	89	95	101	107	114	120	126	132	139	145	152	160	167	176	185	195	205	216	227	240	252	266	280	295	310	326	342	359	376	394	411	430	449	467	487	507	527	549	570	591	614	636	659	682	706	730	755	780	805	831	859	887	917	949	981	1015	1050	1086	1124	1162	1202	1244	1286	1330	1375	1421	1469	1517	1567	1619	1650	1682	1715	1749	1782	1817	1854	1890	1927	1965	2004	2044	2084	2125	2167	2210	2254	2299	2344	2390	2437	2486	2535	2585	2636	2689	2742	2796	2851	2907	2965	3024	3084	3145	3207	3271	3336	3402	3470	3539	3609	3680	3752	3827	3904	3981	4060	4140	4222	4306	4391	4479	4567	4659	4751	4846	4942	5041	5141	5244	5347	5454	5562	5674	5786	5901	6019	6139	6261	6386	6514	6644	6776	6911	7049	7189	7332	7479	7627	7780	7935	8092	8254	8419	8586	8757	8932	9110	9291	9476	9665	9857	10054	10254	10459	10667	10880	11097	11319	11545	11775	12010	12250	12495	12744	12997	13256	13521	13791	14066	14347	14634	14926	15224	15527	15837	16154	16476	16805	17140	17482	17831	18187	18551	18921	19299	19684	20076	20477	20886	21304	21729	22162	22605	23056	23516	23986	24465	24954	25452	25961	26480	27009	27549	28099	28660	29232	29816	30412	31020	31640	32272	32917	33575	34246	34930	35627	36340	37066	37807	38562	39334	40120	40921	41739	42572	43424	44291	45176	46079	47000	47940	48899	49876	50874	51890	52927	53985	55064	56165	57287	58432	59600	60791	62006	63246	64510	65800	67115	68456	69825	71221	72645	74097	75579	77090	78631	80204	81807	83442	85111	86812	88549	90319	92125	93967	95846	97762	99717	101711	103745	105819	107935	110092	112294	114539	116829	119165	121547	123977
20300	攻击300%	42	48	54	60	66	72	78	84	91	99	106	114	121	129	136	144	151	159	166	174	183	192	201	211	222	234	246	259	273	288	303	319	336	354	372	391	411	430	451	472	493	516	538	561	585	609	633	658	684	709	736	763	790	819	847	876	906	936	966	997	1030	1065	1101	1138	1177	1218	1260	1303	1348	1395	1443	1492	1543	1596	1650	1705	1762	1821	1881	1942	1980	2019	2058	2098	2139	2181	2224	2268	2313	2358	2404	2452	2500	2550	2601	2652	2704	2758	2812	2868	2925	2983	3042	3102	3163	3226	3291	3355	3421	3489	3558	3628	3700	3774	3849	3925	4003	4083	4164	4246	4330	4416	4503	4593	4684	4777	4872	4968	5067	5167	5269	5374	5481	5590	5701	5815	5931	6049	6169	6292	6417	6544	6675	6808	6943	7081	7222	7366	7513	7663	7816	7972	8131	8293	8458	8626	8799	8974	9153	9336	9522	9711	9904	10102	10303	10509	10719	10932	11149	11371	11598	11829	12064	12304	12550	12801	13056	13317	13582	13854	14130	14412	14700	14994	15292	15597	15907	16225	16549	16879	17217	17560	17911	18268	18633	19005	19384	19771	20166	20568	20979	21397	21825	22261	22705	23158	23620	24091	24573	25063	25564	26074	26595	27126	27667	28219	28783	29358	29944	30543	31153	31776	32410	33058	33718	34392	35079	35779	36495	37224	37968	38727	39501	40290	41095	41916	42753	43608	44479	45369	46275	47200	48144	49105	50086	51087	52108	53149	54211	55294	56400	57528	58678	59851	61048	62268	63513	64782	66076	67398	68745	70119	71520	72949	74407	75895	77412	78960	80538	82147	83790	85465	87174	88917	90694	92508	94357	96244	98169	100131	102133	104175	106258	108382	110550	112761	115015	117315	119661	122053	124494	126982	129522	132111	134752	137446	140194	142998	145857	148773
																																																																																																																																																																																																																																																																																																													
28100		1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1300	1365	1430	1495	1560	1625	1690	1755	1820	1885	1950	2015	2080	2145	2210	2275	2340	2405	2470	2535	2600	2665	2730	2795	2860	2925	2990	3055	3120	3185	3250	3315	3380	3445	3510	3575	3640	3705	3770	3835	3900	3965	4030	4095	4160	4225	4290	4355	4420	4485	4550	4615	4680	4745	4810	4875	4940	5005	5070	5135	5200	5265	5330	5395	5460	5525	5590	5655	5720	5785	5850	5915	5980	6045	6110	6175	6240	6305	6370	6435	6500	6565	6630	6695	6760	6825	6890	6955	7020	7085	7150	7215	7280	7345	7410	7475	7540	7605	7670	7735	7800	7865	7930	7995	8060	8125	8190	8255	8320	8385	8450	8515	8580	8645	8710	8775	8840	8905	8970	9035	9100	9165	9230	9295	9360	9425	9490	9555	9620	9685	9750	9815	9880	9945	10010	10075	10140	10205	10270	10335	10400	10465	10530	10595	10660	10725	10790	10855	10920	10985	11050	11115	11180	11245	11310	11375	11440	11505	11570	11635	11700	11765	11830	11895	11960	12025	12090	12155	12220	12285	12350	12415	12480	12545	12610	12675	12740	12805	12870	12935	13000	13065	13130	13195	13260	13325	13390	13455	13520	13585	13650	13715	13780	13845	13910	13975	14040	14105	14170	14235
28200	新星开拓活动爬塔-基于20200模板80级的2倍	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2600	2730	2860	2990	3120	3250	3380	3510	3640	3770	3900	4030	4160	4290	4420	4550	4680	4810	4940	5070	5200	5330	5460	5590	5720	5850	5980	6110	6240	6370	6500	6630	6760	6890	7020	7150	7280	7410	7540	7670	7800	7930	8060	8190	8320	8450	8580	8710	8840	8970	9100	9230	9360	9490	9620	9750	9880	10010	10140	10270	10400	10530	10660	10790	10920	11050	11180	11310	11440	11570	11700	11830	11960	12090	12220	12350	12480	12610	12740	12870	13000	13130	13260	13390	13520	13650	13780	13910	14040	14170	14300	14430	14560	14690	14820	14950	15080	15210	15340	15470	15600	15730	15860	15990	16120	16250	16380	16510	16640	16770	16900	17030	17160	17290	17420	17550	17680	17810	17940	18070	18200	18330	18460	18590	18720	18850	18980	19110	19240	19370	19500	19630	19760	19890	20020	20150	20280	20410	20540	20670	20800	20930	21060	21190	21320	21450	21580	21710	21840	21970	22100	22230	22360	22490	22620	22750	22880	23010	23140	23270	23400	23530	23660	23790	23920	24050	24180	24310	24440	24570	24700	24830	24960	25090	25220	25350	25480	25610	25740	25870	26000	26130	26260	26390	26520	26650	26780	26910	27040	27170	27300	27430	27560	27690	27820	27950	28080	28210	28340	28470
28500																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																													
29101	大肉鸽简单-基于20100模板	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	100	105	110	115	120	124	129	134	139	144	148	153	158	163	168	172	177	182	187	192	196	201	206	211	216	220	225	230	235	240	244	249	254	259	264	268	273	278	283	288	292	297	302	307	312	316	321	326	331	336	340	345	350	355	360	364	369	374	379	384	388	393	398	403	408	412	417	422	427	432	436	441	446	451	456	460	465	470	475	480	484	489	494	499	504	508	513	518	523	528	532	537	542	547	552	556	561	566	571	576	580	585	590	595	600	604	609	614	619	624	628	633	638	643	648	652	657	662	667	672	676	681	686	691	696	700	705	710	715	720	724	729	734	739	744	748	753	758	763	768	772	777	782	787	792	796	801	806	811	816	820	825	830	835	840	844	849	854	859	864	868	873	878	883	888	892	897	902	907	912	916	921	926	931	936	940	945	950	955	960	964	969	974	979	984	988	993	998	1003	1008	1012	1017	1022	1027	1032	1036	1041	1046	1051	1056
29102	大肉鸽普通	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	245	254	264	273	283	292	302	311	320	330	339	349	358	368	377	387	396	405	415	424	434	443	453	462	472	481	490	500	509	519	528	538	547	556	566	575	585	594	604	613	623	632	641	651	660	670	679	689	698	708	717	726	736	745	755	764	774	783	792	802	811	821	830	840	849	859	868	877	887	896	906	915	925	934	944	953	962	972	981	991	1000	1010	1019	1028	1038	1047	1057	1066	1076	1085	1095	1104	1113	1123	1132	1142	1151	1161	1170	1180	1189	1198	1208	1217	1227	1236	1246	1255	1264	1274	1283	1293	1302	1312	1321	1331	1340	1349	1359	1368	1378	1387	1397	1406	1416	1425	1434	1444	1453	1463	1472	1482	1491	1500	1510	1519	1529	1538	1548	1557	1567	1576	1585	1595	1604	1614	1623	1633	1642	1652	1661	1670	1680	1689	1699	1708	1718	1727	1736	1746	1755	1765	1774	1784	1793	1803	1812	1821	1831	1840	1850	1859	1869	1878	1888	1897	1906	1916	1925	1935	1944	1954	1963	1972	1982	1991	2001	2010	2020	2029	2039	2048	2057	2067	2076	2086	2095	2105	2114	2124
29103	大肉鸽困难	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	465	478	492	506	520	534	548	562	576	590	604	618	632	646	660	674	688	702	716	730	744	757	771	785	799	813	827	841	855	869	883	897	911	925	939	953	967	981	995	1009	1023	1036	1050	1064	1078	1092	1106	1120	1134	1148	1162	1176	1190	1204	1218	1232	1246	1260	1274	1288	1302	1315	1329	1343	1357	1371	1385	1399	1413	1427	1441	1455	1469	1483	1497	1511	1525	1539	1553	1567	1581	1594	1608	1622	1636	1650	1664	1678	1692	1706	1720	1734	1748	1762	1776	1790	1804	1818	1832	1846	1860	1873	1887	1901	1915	1929	1943	1957	1971	1985	1999	2013	2027	2041	2055	2069	2083	2097	2111	2125	2139	2152	2166	2180	2194	2208	2222	2236	2250	2264	2278	2292	2306	2320	2334	2348	2362	2376	2390	2404	2418	2431	2445	2459	2473	2487	2501	2515	2529	2543	2557	2571	2585	2599	2613	2627	2641	2655	2669	2683	2697	2710	2724	2738	2752	2766	2780	2794	2808	2822	2836	2850	2864	2878	2892	2906	2920	2934	2948	2962	2976	2989	3003	3017	3031	3045	3059	3073	3087	3101	3115	3129	3143	3157	3171	3185	3199	3213	3227	3241	3255
29104	大肉鸽极难	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	647	659	672	685	698	711	724	737	750	763	776	789	802	815	828	841	854	866	879	892	905	918	931	944	957	970	983	996	1009	1022	1035	1048	1061	1074	1086	1099	1112	1125	1138	1151	1164	1177	1190	1203	1216	1229	1242	1255	1268	1281	1294	1306	1319	1332	1345	1358	1371	1384	1397	1410	1423	1436	1449	1462	1475	1488	1501	1513	1526	1539	1552	1565	1578	1591	1604	1617	1630	1643	1656	1669	1682	1695	1708	1721	1733	1746	1759	1772	1785	1798	1811	1824	1837	1850	1863	1876	1889	1902	1915	1928	1941	1953	1966	1979	1992	2005	2018	2031	2044	2057	2070	2083	2096	2109	2122	2135	2148	2160	2173	2186	2199	2212	2225	2238	2251	2264	2277	2290	2303	2316	2329	2342	2355	2368	2380	2393	2406	2419	2432	2445	2458	2471	2484	2497	2510	2523	2536	2549	2562	2575	2588	2600	2613	2626	2639	2652	2665	2678	2691	2704	2717	2730	2743	2756	2769	2782	2795	2807	2820	2833	2846	2859	2872	2885	2898	2911	2924	2937	2950	2963	2976	2989	3002	3015	3027	3040	3053	3066	3079	3092	3105	3118	3131	3144	3157	3170	3183	3196	3209	3222	3235
																																																																																																																																																																																																																																																																																																													
29201	异星守护（攻击）	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
29202	异星守护-少女攻击力	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	200	100	130	160	190	220	250	280	310	340	370	400	430	460	490	520	550	580	610	640	670	700	730	760	790	820	850	880	910	940	970	1000	1030	1060	1090	1120	1150	1180	1210	1240	1270	1300	1330	1360	1390	1420	1450	1480	1510	1540	1570	1600	1630	1660	1690	1720	1750	1780	1810	1840	1870	1900	1930	1960	1990	2020	2050	2080	2110	2140	2170	2200	2230	2260	2290	2320	2350	2380	2410	2440	2470	2500	2530	2560	2590	2620	2650	2680	2710	2740	2770	2800	2830	2860	2890	2920	2950	2980	3010	3040	3070	3100	3130	3160	3190	3220	3250	3280	3310	3340	3370	3400	3430	3460	3490	3520	3550	3580	3610	3640	3670	3700	3730	3760	3790	3820	3850	3880	3910	3940	3970	4000	4030	4060	4090	4120	4150	4180	4210	4240	4270	4300	4330	4360	4390	4420	4450	4480	4510	4540	4570	4600	4630	4660	4690	4720	4750	4780	4810	4840	4870	4900	4930	4960	4990	5020	5050	5080	5110	5140	5170	5200	5230	5260	5290	5320	5350	5380	5410	5440	5470	5500	5530	5560	5590	5620	5650	5680	5710	5740	5770	5800	5830	5860	5890	5920	5950	5980	6010	6040	6070	6100	6130	6160	6190	6220	6250	6280	6310	6340	6370	6400	6430	6460	6490	6520	6550	6580	6610	6640	6670	6700
																																																																																																																																																																																																																																																																																																													
29301	爆爆菜园-攻击(植物+怪物）	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
																																																																																																																																																																																																																																																																																																													
31100	普通怪防御	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
