玩法组	节点id	备注	路线数量	地图风貌	通道地图	路线1	路线2	路线3{{地图组,权重}}	特殊路线和触发条件	房间等级	怪物数值模板	完成后获得的经验	完成后获得的科技点	完成后获得的奖券（赛季生效）	完成后获得的钥匙（冒险模式生效）	完成后获得的万能钥匙（冒险模式生效）	完成后消耗的精力值（冒险模式生效）	初始地图配置(地图组,地图id)
812	9	常驻迭战1-2房间8	3	area10		fight_boss	reward_super	bingo_level2		135	15	40	10	0	0	0	0	
812	10	常驻迭战1-2房间9	3	area27	corridor3	fight_boss	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
812	11	常驻迭战1-2房间10	3	area27		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
812	12	常驻迭战1-2房间11	1	area27		fight_finboss				150	15	60	14	0	0	0	0	
812	13	常驻迭战1-2房间12	1	area27		fight_infinity				160	15	75	18	0	0	0	0	
812	14	常驻迭战1-2房间13	0	area08						150	15	0	0	0	0	0	0	
																		
813	1	常驻迭战1-3起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
813	2	常驻迭战1-3房间1	3	area08	corridor1	fight_boss	fight_boss	fight_boss		105	15	25	6	0	0	0	0	
813	3	常驻迭战1-3房间2	3	area08		reward_normal	fight_bonus_tianlou	random_nofight_hard		108	15	30	7	0	0	0	0	
813	4	常驻迭战1-3房间3	3	area08		fight_hard	fight_hard	fight_hard		1	15	30	7	0	0	0	0	
813	5	常驻迭战1-3房间4	3	area08		relx_normal	fight_boss	bingo_level1		116	15	30	7	0	0	0	0	
813	6	常驻迭战1-3房间5	3	area02	corridor2	fight_boss	fight_boss	fight_boss		120	15	30	7	0	0	0	0	
813	7	常驻迭战1-3房间6	3	area02		shop_level3	reward_hard	fight_hard		125	15	40	10	0	0	0	0	
813	8	常驻迭战1-3房间7	3	area02		fight_boss	fight_chaos	fight_hard		130	15	40	10	0	0	0	0	
813	9	常驻迭战1-3房间8	3	area02		fight_boss	reward_super	bingo_level2		135	15	40	10	0	0	0	0	
813	10	常驻迭战1-3房间9	3	area18	corridor3	fight_boss	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
813	11	常驻迭战1-3房间10	3	area18		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
813	12	常驻迭战1-3房间11	1	area18		fight_finboss				150	15	60	14	0	0	0	0	
813	13	常驻迭战1-3房间12	1	area18		fight_infinity				160	15	75	18	0	0	0	0	
813	14	常驻迭战1-3房间13	0	area08						150	15	0	0	0	0	0	0	
																		
821	1	常驻迭战2-1起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
821	2	常驻迭战2-1房间1	3	area25	corridor1	fight_hard	reward_normal	fight_hard		105	15	25	6	0	0	0	0	
821	3	常驻迭战2-1房间2	3	area25		random_nofight_hard	random_havefight_hard	random_nofight_hard		108	15	30	7	0	0	0	0	
821	4	常驻迭战2-1房间3	3	area25		fight_hard	fight_boss	fight_chaos		112	15	30	7	0	0	0	0	
821	5	常驻迭战2-1房间4	3	area25		fight_bonus_ball	fight_hard	fight_boss		116	15	30	7	0	0	0	0	
821	6	常驻迭战2-1房间5	3	area18	corridor2	shop_level3	relx_normal	random_nofight_hard		120	15	30	7	0	0	0	0	
821	7	常驻迭战2-1房间6	3	area18		fight_hard	reward_super	fight_boss		125	15	40	10	0	0	0	0	
821	8	常驻迭战2-1房间7	3	area18		fight_boss	fight_chaos	fight_boss		130	15	40	10	0	0	0	0	
821	9	常驻迭战2-1房间8	3	area18		fight_hard	fight_hard	fight_hard		135	15	40	10	0	0	0	0	
821	10	常驻迭战2-1房间9	3	area02	corridor3	random_havefight_hard	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
821	11	常驻迭战2-1房间10	3	area02		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
821	12	常驻迭战2-1房间11	1	area02		fight_finboss				150	15	60	14	0	0	0	0	
821	13	常驻迭战2-1房间12	1	area02		fight_infinity				160	15	75	18	0	0	0	0	
821	14	常驻迭战2-1房间13	0	area08						150	15	0	0	0	0	0	0	
																		
822	1	常驻迭战2-2起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
822	2	常驻迭战2-2房间1	3	area10	corridor1	fight_boss	reward_normal	fight_hard		105	15	25	6	0	0	0	0	
822	3	常驻迭战2-2房间2	3	area10		random_nofight_hard	random_havefight_hard	random_nofight_hard		108	15	30	7	0	0	0	0	
822	4	常驻迭战2-2房间3	3	area10		fight_hard	fight_boss	fight_chaos		112	15	30	7	0	0	0	0	
822	5	常驻迭战2-2房间4	3	area10		fight_bonus_ball	fight_hard	fight_boss		116	15	30	7	0	0	0	0	
822	6	常驻迭战2-2房间5	3	area18	corridor2	shop_level3	relx_normal	random_nofight_hard		120	15	30	7	0	0	0	0	
822	7	常驻迭战2-2房间6	3	area18		fight_hard	reward_super	fight_boss		125	15	40	10	0	0	0	0	
822	8	常驻迭战2-2房间7	3	area18		fight_boss	fight_chaos	fight_boss		130	15	40	10	0	0	0	0	
822	9	常驻迭战2-2房间8	3	area18		fight_hard	fight_hard	fight_hard		135	15	40	10	0	0	0	0	
822	10	常驻迭战2-2房间9	3	area11	corridor3	random_havefight_hard	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
822	11	常驻迭战2-2房间10	3	area11		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
822	12	常驻迭战2-2房间11	1	area11		fight_finboss				150	15	60	14	0	0	0	0	
822	13	常驻迭战2-2房间12	1	area11		fight_infinity				160	15	75	18	0	0	0	0	
822	14	常驻迭战2-2房间13	0	area08						150	15	0	0	0	0	0	0	
																		
823	1	常驻迭战2-3起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
823	2	常驻迭战2-3房间1	3	area27	corridor1	fight_boss	fight_hard	reward_normal		105	15	25	6	0	0	0	0	
823	3	常驻迭战2-3房间2	3	area27		random_nofight_hard	random_havefight_hard	random_nofight_hard		108	15	30	7	0	0	0	0	
823	4	常驻迭战2-3房间3	3	area27		fight_hard	fight_boss	fight_chaos		112	15	30	7	0	0	0	0	
823	5	常驻迭战2-3房间4	3	area27		fight_bonus_ball	fight_hard	fight_boss		116	15	30	7	0	0	0	0	
823	6	常驻迭战2-3房间5	3	area18	corridor2	shop_level3	relx_normal	random_nofight_hard		120	15	30	7	0	0	0	0	
823	7	常驻迭战2-3房间6	3	area18		fight_hard	reward_super	fight_boss		125	15	40	10	0	0	0	0	
823	8	常驻迭战2-3房间7	3	area18		fight_boss	fight_chaos	fight_boss		130	15	40	10	0	0	0	0	
823	9	常驻迭战2-3房间8	3	area18		fight_hard	fight_hard	fight_hard		135	15	40	10	0	0	0	0	
823	10	常驻迭战2-3房间9	3	area08	corridor3	random_havefight_hard	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
823	11	常驻迭战2-3房间10	3	area08		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
823	12	常驻迭战2-3房间11	1	area08		fight_finboss				150	15	60	14	0	0	0	0	
823	13	常驻迭战2-3房间12	1	area08		fight_infinity				160	15	75	18	0	0	0	0	
823	14	常驻迭战2-3房间13	0	area08						150	15	0	0	0	0	0	0	
																		
831	1	常驻迭战3-1起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
831	2	常驻迭战3-1房间1	3	area11	corridor1	fight_hard	fight_hard	fight_hard		105	15	25	6	0	0	0	0	
831	3	常驻迭战3-1房间2	3	area11		reward_normal	reward_normal	reward_normal		108	15	30	7	0	0	0	0	
831	4	常驻迭战3-1房间3	3	area11		fight_boss	fight_boss	fight_boss		112	15	30	7	0	0	0	0	
831	5	常驻迭战3-1房间4	3	area11		fight_chaos	fight_chaos	fight_chaos		116	15	30	7	0	0	0	0	
831	6	常驻迭战3-1房间5	3	area02	corridor2	reward_hard	reward_hard	reward_hard		120	15	30	7	0	0	0	0	
831	7	常驻迭战3-1房间6	3	area02		shop_level3	relx_rare_3	reward_hard		125	15	40	10	0	0	0	0	
831	8	常驻迭战3-1房间7	3	area02		fight_boss	fight_boss	fight_boss		130	15	40	10	0	0	0	0	
831	9	常驻迭战3-1房间8	3	area02		fight_bonus_ball	fight_boss	fight_bonus_ball		135	15	40	10	0	0	0	0	
831	10	常驻迭战3-1房间9	3	area18	corridor3	shop_level3	relx_rare_3	reward_super		140	15	50	12	0	0	0	0	
831	11	常驻迭战3-1房间10	3	area18		fight_chaos	fight_chaos	fight_chaos		145	15	50	12	0	0	0	0	
831	12	常驻迭战3-1房间11	1	area18		fight_finboss				150	15	60	14	0	0	0	0	
831	13	常驻迭战3-1房间12	1	area18		fight_infinity				160	15	75	18	0	0	0	0	
831	14	常驻迭战3-1房间13	0	area08						150	15	0	0	0	0	0	0	
																		
832	1	常驻迭战3-2起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
832	2	常驻迭战3-2房间1	3	area10	corridor1	fight_hard	fight_chaos	fight_hard		105	15	25	6	0	0	0	0	
832	3	常驻迭战3-2房间2	3	area10		reward_normal	reward_normal	reward_normal		108	15	30	7	0	0	0	0	
832	4	常驻迭战3-2房间3	3	area10		fight_boss	fight_boss	fight_boss		112	15	30	7	0	0	0	0	
832	5	常驻迭战3-2房间4	3	area10		fight_chaos	fight_chaos	fight_chaos		116	15	30	7	0	0	0	0	
832	6	常驻迭战3-2房间5	3	area08	corridor2	reward_hard	reward_hard	reward_hard		120	15	30	7	0	0	0	0	
832	7	常驻迭战3-2房间6	3	area08		shop_level3	relx_rare_3	reward_hard		125	15	40	10	0	0	0	0	
832	8	常驻迭战3-2房间7	3	area08		fight_boss	fight_boss	fight_boss		130	15	40	10	0	0	0	0	
832	9	常驻迭战3-2房间8	3	area08		fight_bonus_ball	fight_boss	fight_bonus_ball		135	15	40	10	0	0	0	0	
832	10	常驻迭战3-2房间9	3	area18	corridor3	shop_level3	relx_rare_3	reward_super		140	15	50	12	0	0	0	0	
832	11	常驻迭战3-2房间10	3	area18		fight_chaos	fight_chaos	fight_chaos		145	15	50	12	0	0	0	0	
832	12	常驻迭战3-2房间11	1	area18		fight_finboss				150	15	60	14	0	0	0	0	
832	13	常驻迭战3-2房间12	1	area18		fight_infinity				160	15	75	18	0	0	0	0	
832	14	常驻迭战3-2房间13	0	area08						150	15	0	0	0	0	0	0	
																		
833	1	常驻迭战3-3起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
833	2	常驻迭战3-3房间1	3	area02	corridor1	fight_hard	fight_hard	fight_hard		105	15	25	6	0	0	0	0	
833	3	常驻迭战3-3房间2	3	area02		reward_normal	reward_normal	reward_normal		108	15	30	7	0	0	0	0	
833	4	常驻迭战3-3房间3	3	area02		fight_boss	fight_hard	fight_chaos		112	15	30	7	0	0	0	0	
833	5	常驻迭战3-3房间4	3	area02		fight_chaos	fight_chaos	fight_chaos		116	15	30	7	0	0	0	0	
833	6	常驻迭战3-3房间5	3	area25	corridor2	reward_hard	reward_hard	reward_hard		120	15	30	7	0	0	0	0	
833	7	常驻迭战3-3房间6	3	area25		shop_level3	relx_rare_3	reward_hard		125	15	40	10	0	0	0	0	
833	8	常驻迭战3-3房间7	3	area25		fight_boss	fight_boss	fight_boss		130	15	40	10	0	0	0	0	
833	9	常驻迭战3-3房间8	3	area25		fight_bonus_ball	fight_boss	fight_bonus_ball		135	15	40	10	0	0	0	0	
833	10	常驻迭战3-3房间9	3	area18	corridor3	shop_level3	relx_rare_3	reward_super		140	15	50	12	0	0	0	0	
833	11	常驻迭战3-3房间10	3	area18		fight_chaos	fight_chaos	fight_chaos		145	15	50	12	0	0	0	0	
833	12	常驻迭战3-3房间11	1	area18		fight_finboss				150	15	60	14	0	0	0	0	
833	13	常驻迭战3-3房间12	1	area18		fight_infinity				160	15	75	18	0	0	0	0	
833	14	常驻迭战3-3房间13	0	area08						150	15	0	0	0	0	0	0	
