类别ID	图片路径ID	标题	说明	解锁条件(1：账号等级；2：Level ID，3：是否拥有某道具，4：曜日本专用是否通关xx关卡)	是否显示页码	是否循环	切页方式（默认滑动加按钮）1：仅可滑动	备注
245	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
245	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
245	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
245	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
245	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
245	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
245	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
245	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
245	2000568	TxtTutorialRMOLTitle13	rmol.helpDesc13		1	1		【DLC3.2绘梦沙盘】玩法说明13
245	2000569	TxtTutorialRMOLTitle14	rmol.helpDesc14		1	1		【DLC3.2绘梦沙盘】玩法说明14
245	2000570	TxtTutorialRMOLTitle15	rmol.helpDesc15		1	1		【DLC3.2绘梦沙盘】玩法说明15
245	2000571	TxtTutorialRMOLTitle16	rmol.helpDesc16		1	1		【DLC3.2绘梦沙盘】玩法说明16
245	2000572	TxtTutorialRMOLTitle17	rmol.helpDesc17		1	1		【DLC3.2绘梦沙盘】玩法说明17
245	2000565	TxtTutorialRMOLTitle18	rmol.helpDesc18		1	1		【DLC3.2绘梦沙盘】玩法说明18
245	2000566	TxtTutorialRMOLTitle19	rmol.helpDesc19		1	1		【DLC3.2绘梦沙盘】玩法说明19
								
246	2000601	TextTutorialJigsawPuzzleTitle1	ui.TextTutorialJigsawPuzzle1		1	1		【DLC3.3适格启忆录】
246	2000602	TextTutorialJigsawPuzzleTitle2	ui.TextTutorialJigsawPuzzle2		1	1		【DLC3.3适格启忆录】
246	2000603	TextTutorialJigsawPuzzleTitle3	ui.TextTutorialJigsawPuzzle3		1	1		【DLC3.3适格启忆录】
								
247	2000019	TxtTutorialDefense33_Main_Title	ui.TxtTutorialDefense33_Main		1	1		【DLC33荣誉冲突】主界面
247	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC33荣誉冲突】难度选择
247	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC33荣誉冲突】技巧挑战
247	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC33荣誉冲突】史诗系统
247	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC33荣誉冲突】重选难度
247	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC33荣誉冲突】连杀
247	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC33荣誉冲突】积分显示
247	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC33荣誉冲突】局内暂停
247	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC33荣誉冲突】跳跃
247	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC33荣誉冲突】限时挑战
247	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC33荣誉冲突】补给装置
								
248	2000610	TxtFormationWorldboss_Title1	ui.TxtFormationWorldboss_des1		1	1		【DLC34冬日接力战】
248	2000611	TxtFormationWorldboss_Title2	ui.TxtFormationWorldboss_des2		1	1		【DLC34冬日接力战】
248	2000613	TxtFormationWorldboss_Title4	ui.TxtFormationWorldboss_des4		1	1		【DLC34冬日接力战】
248	2000614	TxtFormationWorldboss_Title5	ui.TxtFormationWorldboss_des5		1	1		【DLC34冬日接力战】
248	2000615	TxtFormationWorldboss_Title6	ui.TxtFormationWorldboss_des6		1	1		【DLC34冬日接力战】
								
249	2000589	TxtTutorial_EnergyWall_Name01	ui.TxtTutorial_EnergyWall_Dec01		1	1		【DLC33主线屏障玩法】教学图1
249	2000590	TxtTutorial_EnergyWall_Name02	ui.TxtTutorial_EnergyWall_Dec02		1	1		【DLC33主线屏障玩法】教学图2
								
250	2000591	TxtTutorial_InsectEgg_Name01	ui.TxtTutorial_InsectEgg_Dec01		1	1		【DLC33主线新刷怪玩法】教学图1
								
251	2000592	TxtTutorial_WormHole_Name01	ui.TxtTutorial_WormHole_Dec01		1	1		【DLC33主线虫洞玩法】教学图1
251	2000593	TxtTutorial_WormHole_Name02	ui.TxtTutorial_WormHole_Dec02		1	1		【DLC33主线虫洞玩法】教学图2
								
252	2000604	TxtFormationPurge_Title1	ui.TxtFormationPurge_Des1		1	1		【DLC33联合清剿】教学图
252	2000605	TxtFormationPurge_Title2	ui.TxtFormationPurge_Des2		1	1		【DLC33联合清剿】教学图
252	2000417	TxtFormationPurge_Title3	ui.TxtFormationPurge_Des3		1	1		【DLC33联合清剿】教学图
252	2000606	TxtFormationPurge_Title4	ui.TxtFormationPurge_Des4		1	1		【DLC33联合清剿】教学图
252	2000607	TxtFormationPurge_Title5	ui.TxtFormationPurge_Des5		1	1		【DLC33联合清剿】教学图
252	2000608	TxtFormationPurge_Title6	ui.TxtFormationPurge_Des6		1	1		【DLC33联合清剿】教学图
252	2000609	TxtFormationPurge_Title7	ui.TxtFormationPurge_Des7		1	1		【DLC33联合清剿】教学图
								
253	2000595	TxtTowerRush_Title9	ui.TxtTowerRush_help9		1	1		【DLC33脉冲连袭】局内教学图
253	2000596	TxtTowerRush_Title10	ui.TxtTowerRush_help10		1	1		【DLC33脉冲连袭】局内教学图
								
255	2000622	TxtCallMehelp_Title1	ui.TxtCallMehelp_des1		1	1		【3.4】陪伴教学图
255	2000623	TxtCallMehelp_Title2	ui.TxtCallMehelp_des2		1	1		【3.4】陪伴教学图
255	2000624	TxtCallMehelp_Title3	ui.TxtCallMehelp_des3		1	1		【3.4】陪伴教学图
255	2000625	TxtCallMehelp_Title4	ui.TxtCallMehelp_des4		1	1		【3.4】陪伴教学图
255	2000626	TxtCallMehelp_Title5	ui.TxtCallMehelp_des5		1	1		【3.4】陪伴教学图
								
256	2000019	TxtTutorialDefense34_Main_Title	ui.TxtTutorialDefense34_Main		1	1		【DLC34荣誉冲突】主界面
256	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC34荣誉冲突】难度选择
256	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC34荣誉冲突】技巧挑战
256	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC34荣誉冲突】史诗系统
256	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC34荣誉冲突】重选难度
256	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC34荣誉冲突】连杀
256	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC34荣誉冲突】积分显示
256	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC34荣誉冲突】局内暂停
256	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC34荣誉冲突】跳跃
256	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC34荣誉冲突】限时挑战
256	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC34荣誉冲突】补给装置
								
257	2000620	TxtTutorial_CrackedGlass_GuideTitle01	ui.TxtTutorial_CrackedGlass_GuideDes01		1	1		【DLC34主线打碎玻璃玩法】教学图
								
258	2000621	TxtTutorial_GravityAlter_GuideTitle01	ui.TxtTutorial_GravityAlter_GuideDes01		1	1		【DLC34主线重力玩法】教学图
								
259	2000636	TxtTutorial_starwish_GuideTitle01	starwish.TxtTutorial_GuideDes01		1	1		【DLC34星祈心愿】教学图
259	2000637	TxtTutorial_starwish_GuideTitle02	starwish.TxtTutorial_GuideDes02		1	1		【DLC34星祈心愿】教学图
259	2000638	TxtTutorial_starwish_GuideTitle03	starwish.TxtTutorial_GuideDes03		1	1		【DLC34星祈心愿】教学图
259	2000639	TxtTutorial_starwish_GuideTitle04	starwish.TxtTutorial_GuideDes04		1	1		【DLC34星祈心愿】教学图
259	2000640	TxtTutorial_starwish_GuideTitle05	starwish.TxtTutorial_GuideDes05		1	1		【DLC34星祈心愿】教学图
								
260	2000019	TxtTutorialDefense35_Main_Title	ui.TxtTutorialDefense35_Main		1	1		【DLC35荣誉冲突】主界面
260	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC35荣誉冲突】难度选择
260	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC35荣誉冲突】技巧挑战
260	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC35荣誉冲突】史诗系统
260	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC35荣誉冲突】重选难度
260	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC35荣誉冲突】连杀
260	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC35荣誉冲突】积分显示
260	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC35荣誉冲突】局内暂停
260	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC35荣誉冲突】跳跃
260	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC35荣誉冲突】限时挑战
260	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC35荣誉冲突】补给装置
								
261	2000629	TextTutorialFarmWarStoneTitle	ui.TextTutorialFarmWarStone		1	1		【DLC34】FarmWar碎石教学图
262	2000630	TextTutorialFarmWarSuperOilTitle	ui.TextTutorialFarmWarSuperOil		1	1		【DLC34】FarmWar精土教学图
263	2000631	TextTutorialFarmWarSpringboardTitle	ui.TextTutorialFarmWarSpringboard		1	1		【DLC34】FarmWar跳板教学图
264	2000632	TextTutorialFarmWarIceCubeTitle	ui.TextTutorialFarmWarFightIceCube		1	1		【DLC34】FarmWar冰块教学图
265	2000633	TextTutorialFarmWarSnowballTitle	ui.TextTutorialFarmWarSnowball		1	1		【DLC34】FarmWar雪球教学图
266	2000634	TextTutorialFarmWarEndlessTitle	ui.TextTutorialFarmWarEndless		1	1		【DLC34】FarmWar无尽教学图
267	2000635	TextTutorialFarmWarSniperTitle	ui.TextTutorialFarmWarSniper		1	1		【DLC34】FarmWar特殊蔬菜教学图
								
268	2000196	TxtTutorialRogue3Title9	ui.TxtTutorialRogue3Des9		1	1		悖论迷宫模式说明
								
269	2000641	TextTutorialFarmWarOutTitle1	ui.TextTutorialFarmWarOut1		1	1		【DLC3.4FarmWar】外围
269	2000642	TextTutorialFarmWarOutTitle2	ui.TextTutorialFarmWarOut2		1	1		【DLC3.4FarmWar】外围
269	2000643	TextTutorialFarmWarOutTitle3	ui.TextTutorialFarmWarOut3		1	1		【DLC3.4FarmWar】外围
269	2000644	TextTutorialFarmWarOutTitle4	ui.TextTutorialFarmWarOut4		1	1		【DLC3.4FarmWar】外围
269	2000645	TextTutorialFarmWarOutTitle5	ui.TextTutorialFarmWarOut5		1	1		【DLC3.4FarmWar】外围
								
270	2000646	TxtTutorialRogueScore_modelTitle29	ui.TxtTutorialRogueScore_modelTitle29_Des		1	1		悖论迷宫3.5迭代
270	2000647	TxtTutorialRogueScore_modelTitle28	ui.TxtTutorialRogueScore_modelTitle28_Des		1	1		悖论迷宫3.5迭代
270	2000648	TxtTutorialRogueScore_modelTitle11	ui.TxtTutorialRogueScore_modelTitle11_Des		1	1		悖论迷宫3.5迭代
270	2000649	TxtTutorialRogueScore_modelTitle12	ui.TxtTutorialRogueScore_modelTitle12_Des		1	1		悖论迷宫3.5迭代
270	2000650	TxtTutorialRogueScore_modelTitle13	ui.TxtTutorialRogueScore_modelTitle13_Des		1	1		悖论迷宫3.5迭代
								
271	2000686	HelpName1	ui.HelpDescription1		1	1		进击行动教学图
271	2000687	HelpName2	ui.HelpDescription2		1	1		进击行动教学图
271	2000688	HelpName3	ui.HelpDescription3		1	1		进击行动教学图
271	2000689	HelpName4	ui.HelpDescription4		1	1		进击行动教学图
271	2000690	HelpName5	ui.HelpDescription5		1	1		进击行动教学图
271	2000691	HelpName6	ui.HelpDescription6		1	1		进击行动教学图
271	2000692	HelpName7	ui.HelpDescription7		1	1		进击行动教学图
271	2000693	HelpName9	ui.HelpDescription9		1	1		进击行动教学图
271	2000694	HelpName11	ui.HelpDescription11		1	1		进击行动教学图
271	2000695	HelpName12	ui.HelpDescription12		1	1		进击行动教学图
271	2000696	HelpName10	ui.HelpDescription10		1	1		进击行动教学图
								
272	2000662	TxtDlc3_5Tutorial_Coinpusher01Title	ui.TxtDlc3_5Tutorial_Coinpusher01Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000663	TxtDlc3_5Tutorial_Coinpusher02Title	ui.TxtDlc3_5Tutorial_Coinpusher02Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000664	TxtDlc3_5Tutorial_Coinpusher03Title	ui.TxtDlc3_5Tutorial_Coinpusher03Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000665	TxtDlc3_5Tutorial_Coinpusher04Title	ui.TxtDlc3_5Tutorial_Coinpusher04Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000666	TxtDlc3_5Tutorial_Coinpusher05Title	ui.TxtDlc3_5Tutorial_Coinpusher05Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000667	TxtDlc3_5Tutorial_Coinpusher06Title	ui.TxtDlc3_5Tutorial_Coinpusher06Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000668	TxtDlc3_5Tutorial_Coinpusher07Title	ui.TxtDlc3_5Tutorial_Coinpusher07Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000669	TxtDlc3_5Tutorial_Coinpusher08Title	ui.TxtDlc3_5Tutorial_Coinpusher08Desc		1	1		DLC3.5宿舍推币游戏教学图
272	2000670	TxtDlc3_5Tutorial_Coinpusher09Title	ui.TxtDlc3_5Tutorial_Coinpusher09Desc		1	1		DLC3.5宿舍推币游戏教学图
								
273	2000651	TxtTutorial_ExplosiveIce_GuideTitle01	ui.TxtTutorial_ExplosiveIce_GuideDes01		1	1		【DLC35主线冰冻桶玩法】教学图
274	2000652	TxtTutorial_Firehydrant_GuideTitle01	ui.TxtTutorial_Firehydrant_GuideDes01		1	1		【DLC35主线消防装置玩法】教学图
276	2000656	TxtTutorial_SpeedBoat_GuideTitle01	ui.TxtTutorial_SpeedBoat_GuideDes01		1	1		【DLC35主线快艇玩法】教学图
275	2000657	TxtTutorial_SpeedBoat_GuideTitle02	ui.TxtTutorial_SpeedBoat_GuideDes02		1	1		【DLC35主线快艇玩法】教学图
276	2000658	TxtTutorial_SpeedBoat_GuideTitle03	ui.TxtTutorial_SpeedBoat_GuideDes03		1	1		【DLC35主线快艇玩法】教学图
275	2000659	TxtTutorial_SpeedBoat_GuideTitle04	ui.TxtTutorial_SpeedBoat_GuideDes04		1	1		【DLC35主线快艇玩法】教学图
276	2000660	TxtTutorial_SpeedBoat_GuideTitle05	ui.TxtTutorial_SpeedBoat_GuideDes05		1	1		【DLC35主线快艇玩法】教学图
275	2000661	TxtTutorial_SpeedBoat_GuideTitle06	ui.TxtTutorial_SpeedBoat_GuideDes06		1	1		【DLC35主线快艇玩法】教学图
275	2000653	TxtTutorial_SpeedBoat_GuideTitle07	ui.TxtTutorial_SpeedBoat_GuideDes07		1	1		【DLC35主线快艇玩法】教学图
275	2000654	TxtTutorial_SpeedBoat_GuideTitle08	ui.TxtTutorial_SpeedBoat_GuideDes08		1	1		【DLC35主线快艇玩法】教学图
275	2000655	TxtTutorial_SpeedBoat_GuideTitle09	ui.TxtTutorial_SpeedBoat_GuideDes09		1	1		【DLC35主线快艇玩法】教学图
276	2000653	TxtTutorial_SpeedBoat_GuideTitle07	ui.TxtTutorial_SpeedBoat_GuideDes07		1	1		【DLC35主线快艇玩法】教学图
276	2000654	TxtTutorial_SpeedBoat_GuideTitle08	ui.TxtTutorial_SpeedBoat_GuideDes08		1	1		【DLC35主线快艇玩法】教学图
276	2000655	TxtTutorial_SpeedBoat_GuideTitle09	ui.TxtTutorial_SpeedBoat_GuideDes09		1	1		【DLC35主线快艇玩法】教学图
								
277	2000698	TxtDonoDuel_GuideTitle02	ui.TxtDonoDuel_GuideDes02		1	1		dlc35-多诺巅峰对决-擂台-引导弹图2
								
278	2000697	TxtDonoDuel_GuideTitle01	ui.TxtDonoDuel_GuideDes01		1	1		dlc35-多诺巅峰对决-擂台
278	2000698	TxtDonoDuel_GuideTitle02	ui.TxtDonoDuel_GuideDes02		1	1		dlc35-多诺巅峰对决-擂台
278	2000699	TxtDonoDuel_GuideTitle03	ui.TxtDonoDuel_GuideDes03		1	1		dlc35-多诺巅峰对决-擂台
								
279	2000700	TxtDonoDuel_GuideTitle04	ui.TxtDonoDuel_GuideDes04		1	1		dlc35-多诺巅峰对决-肉鸽教学图
279	2000701	TxtDonoDuel_GuideTitle05	ui.TxtDonoDuel_GuideDes05		1	1		dlc35-多诺巅峰对决-肉鸽教学图
								
280	2000702	TxtDonoDuel_GuideTitle06	ui.TxtDonoDuel_GuideDes06		1	1		dlc35-多诺巅峰对决-多诺培养
280	2000703	TxtDonoDuel_GuideTitle07	ui.TxtDonoDuel_GuideDes07		1	1		dlc35-多诺巅峰对决-多诺培养
280	2000704	TxtDonoDuel_GuideTitle08	ui.TxtDonoDuel_GuideDes08		1	1		dlc35-多诺巅峰对决-多诺培养
280	2000705	TxtDonoDuel_GuideTitle09	ui.TxtDonoDuel_GuideDes09		1	1		dlc35-多诺巅峰对决-多诺培养
280	2000706	TxtDonoDuel_GuideTitle10	ui.TxtDonoDuel_GuideDes10		1	1		dlc35-多诺巅峰对决-多诺培养
								
281	2000671	Alien_Inlevel_GuideTitle07	ui.Alien_Inlevel_GuideDes07		1	1		异星守护4期关卡内教学图7
281	2000672	Alien_Inlevel_GuideTitle08	ui.Alien_Inlevel_GuideDes08		1	1		异星守护4期关卡内教学图8
								
282	2000019	TxtTutorialDefense36_Main_Title	ui.TxtTutorialDefense36_Main		1	1		【DLC36荣誉冲突】主界面
282	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC36荣誉冲突】难度选择
282	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC36荣誉冲突】技巧挑战
282	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC36荣誉冲突】史诗系统
282	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC36荣誉冲突】重选难度
282	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC36荣誉冲突】连杀
282	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC36荣誉冲突】积分显示
282	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC36荣誉冲突】局内暂停
282	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC36荣誉冲突】跳跃
282	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC36荣誉冲突】限时挑战
282	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC36荣誉冲突】补给装置
								
283	2000673	TxtPartyZbugPVE.hlepimgs_Title1	ui.TxtPartyZbugPVE.hlepimgs_des1		1	1		3.5决战哈姆教学图1
283	2000674	TxtPartyZbugPVE.hlepimgs_Title2	ui.TxtPartyZbugPVE.hlepimgs_des2		1	1		3.5决战哈姆教学图2
283	2000675	TxtPartyZbugPVE.hlepimgs_Title3	ui.TxtPartyZbugPVE.hlepimgs_des3		1	1		3.5决战哈姆教学图3
283	2000676	TxtPartyZbugPVE.hlepimgs_Title4	ui.TxtPartyZbugPVE.hlepimgs_des4		1	1		3.5决战哈姆教学图4
283	2000677	TxtPartyZbugPVE.hlepimgs_Title5	ui.TxtPartyZbugPVE.hlepimgs_des5		1	1		3.5决战哈姆教学图5
283	2000678	TxtPartyZbugPVE.hlepimgs_Title6	ui.TxtPartyZbugPVE.hlepimgs_des6		1	1		3.5决战哈姆教学图6
283	2000679	TxtPartyZbugPVE.hlepimgs_Title7	ui.TxtPartyZbugPVE.hlepimgs_des7		1	1		3.5决战哈姆教学图7
								
284	2000687	HelpName2	ui.HelpDescription2		1	1		进击行动教学图
284	2000688	HelpName3	ui.HelpDescription3		1	1		进击行动教学图
284	2000689	HelpName4	ui.HelpDescription4		1	1		进击行动教学图
								
285	2000363	Alien_GuideTitle02	ui.Alien_GuideDes02		1	1		异星守护教学图4
285	2000364	Alien_GuideTitle03	ui.Alien_GuideDes03		1	1		异星守护教学图5
285	2000685	Alien_GuideTitle10	ui.Alien_GuideDes10		1	1		异星守护教学图10
								
286	2000694	HelpName11	ui.HelpDescription11		1	1		进击行动教学图
								
287	2000696	HelpName10	ui.HelpDescription10		1	1		进击行动教学图
								
288	2000694	HelpName11	ui.HelpDescription11		1	1		进击行动教学图
288	2000695	HelpName12	ui.HelpDescription12		1	1		进击行动教学图
								
289	2000426	TxtTutorialSevendaysTitle8_26	ui.TxtTutorialSevendays1_36		1	1		3.6七日派对对称打气球
289	2000428	TxtTutorialSevendaysTitle10_26	ui.TxtTutorialSevendays2_36		1	1		3.6七日派对对称打气球
289	2000627	TxtTutorialSevendaysTitle1_36	ui.TxtTutorialSevendays3_36		1	1		3.6七日派对对称打气球
								
290	2000464	TxtTutorialSevendaysTitle7_28	ui.TxtTutorialSevendays7_28		1	1		3.6七日派对消消乐
290	2000465	TxtTutorialSevendaysTitle8_28	ui.TxtTutorialSevendays8_28		1	1		3.6七日派对消消乐
290	2000628	TxtTutorialSevendaysTitle2_36	ui.TxtTutorialSevendays4_36		1	1		3.6七日派对消消乐
								
291	2000718	Armored_GuideTitle01	ui.Armored_GuideDes01		1	1		3.7装甲战骑教学图
291	2000719	Armored_GuideTitle02	ui.Armored_GuideDes02		1	1		3.7装甲战骑教学图
291	2000720	Armored_GuideTitle03	ui.Armored_GuideDes03		1	1		3.7装甲战骑教学图
291	2000721	Armored_GuideTitle04	ui.Armored_GuideDes04		1	1		3.7装甲战骑教学图
291	2000722	Armored_GuideTitle05	ui.Armored_GuideDes05		1	1		3.7装甲战骑教学图
291	2000723	Armored_GuideTitle06	ui.Armored_GuideDes06		1	1		3.7装甲战骑教学图
291	2000724	Armored_GuideTitle07	ui.Armored_GuideDes07		1	1		3.7装甲战骑教学图
291	2000725	Armored_GuideTitle08	ui.Armored_GuideDes08		1	1		3.7装甲战骑教学图
								
292	2000438	TxtParty.hlepimgs_Title8	ui.TxtParty.hlepimgs_des8		1	1		3.6海姆向前冲教学图1
292	2000439	TxtParty.hlepimgs_Title9	ui.TxtParty.hlepimgs_des9		1	1		3.6海姆向前冲教学图2
292	2000440	TxtParty.hlepimgs_Title10	ui.TxtParty.hlepimgs_des10		1	1		3.6海姆向前冲教学图3
292	2000441	TxtParty.hlepimgs_Title11	ui.TxtParty.hlepimgs_des11		1	1		3.6海姆向前冲教学图4
292	2000442	TxtParty.hlepimgs_Title12	ui.TxtParty.hlepimgs_des12		1	1		3.6海姆向前冲教学图5
								
293	2000723	Armored_GuideTitle06	ui.Armored_GuideDes06		1	1		3.7装甲战骑教学图
294	2000724	Armored_GuideTitle07	ui.Armored_GuideDes07		1	1		3.7装甲战骑教学图
295		TxtTutorialMainUISimpleTitle	ui.TxtTutorialMainUI01		1	1		简约布局说明1
295		TxtTutorialMainUISimpleTitle	ui.TxtTutorialMainUI02		1	1		简约布局说明2
295		TxtTutorialMainUISimpleTitle	ui.TxtTutorialMainUI03		1	1		简约布局说明3
295		TxtTutorialMainUISimpleTitle	ui.TxtTutorialMainUI04		1	1		简约布局说明4
295		TxtTutorialMainUISimpleTitle	ui.TxtTutorialMainUI05		1	1		简约布局说明5
296		TxtTutorialMainUIInitTitle	ui.TxtTutorialMainUI06		1	1		初始布局说明1
296		TxtTutorialMainUIInitTitle	ui.TxtTutorialMainUI07		1	1		初始布局说明2
296		TxtTutorialMainUIInitTitle	ui.TxtTutorialMainUI08		1	1		初始布局说明3
