活动Id(最大6550)	排序	//备注	所在页签（0或不填则隐藏，1为限时页，2为常驻页，3为新手活动页）	组别	组Icon（父标签ICON，可不填，默认读后面的子标签ICON）	组名（父标签名称，可不填，默认读后面的子标签名称）	活动类型	起始时间	结束时间	临时关闭(常规不用 0默认开启 1关闭,任务计数 2关闭,任务不计数)	是否隐藏	解锁条件(例{{{1,1}}})（1账号等级 2前置关卡 3获得某个道具）双{{}}隔开为或条件，单{}隔开为且条件	模板Id(主要是非签到模板)	背景图	页签Icon	抬头图标	立绘	帮助描述{文本key,显示标记 1默认统一位置显示2活动模板自己显示，外围隐藏}	内容描述(逗号分割多个)	页签描述	每日任务({成就id}activity_quest.txt)	每周任务({成就id}activity_quest.txt)	活动期任务({成就id}activity_quest.txt)	代币ID({id1,..})	自定义数据(商店模板:商店id;返还模板:0展示阶段1领奖阶段;首充模板：奖励物品;短签模板:弹窗顺序;任务回归离线时间【只限活动大厅内的回归使用】)	自定义数据(任务活动1013模板:{1显示常驻标签,默认关闭}；联机活动模板:{按钮的IconId})	跳转界面({类型,值}1类型,function id;2类型,ui窗口名字;3类型,lua函数)	跳转参数	每日解锁任务({{第几天开放,Normal任务id,...},..})	终身模式(1标记)	弹窗顺序(仅短签活动)；序号越大越先弹出	地区限制目前可填：0国内外,1国内,2海外	是否已有核心奖励	是否能领取核心奖励	是否是新手活动
573	9	角色试玩_凯茜娅·朝翼_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_16															
574	9	角色试玩_琴诺_DLC27	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_10															
575	9	角色试玩_云篆_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_2															
576	9	皮肤试玩_安卡希雅·时之重奏恒约_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_93															
577	9	皮肤试玩_茉莉安·霄鹰恒约_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202602121000]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_94															
578	9	皮肤试玩_瑟瑞斯·悠游中式汉服_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_95															
579	9	皮肤试玩_米娅·星彩旗袍_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_96															
580	9	皮肤试玩_奈莉德·冥河代理人BP_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603110400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_97															
581	9	皮肤试玩_凯茜娅·狂诗星抚恋音_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_69															
582	9	皮肤试玩_苔丝·绮幻恋如花舞_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_70															
583	9	皮肤试玩_辰星·琼弦欣描红妆_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_49															
584	9	皮肤试玩_肴·夜天光暖夜情醺_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_50															
585	9	皮肤试玩_里芙新换装恒约_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_30															
586	9	皮肤试玩_芬妮新换装恒约_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_31															
587	9	皮肤试玩_芬妮·澄意颂夜欢歌_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_90															
588	9	皮肤试玩_凯茜娅·狂诗花间蝶踪_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_86															
589	9	皮肤试玩_肴·夜天光共待曙明_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_76															
590	9	皮肤试玩_恩雅·澜风秘密侍奉_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_72															
591	9	皮肤试玩_薇蒂雅·天鹅座云端之邀_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_64															
592	9	皮肤试玩_辰星·琼弦慵倚花阴_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_66															
593	9	皮肤试玩_凯茜娅·朝翼绮锦流韵_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_60															
594	9	皮肤试玩_恩雅·澜风望云清咏_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_53															
595	9	皮肤试玩_芬妮·辉耀金狮舞瑞_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_51															
596	9	皮肤试玩_琴诺·悖谬清荷雅弈_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_47															
597	9	皮肤试玩_辰星云篆旗袍_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_36															
598	9	皮肤试玩_狂猎宵宴绯盏_DLC35	1	576	1701196	activity.TxtActivityTry3	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_18															
599	3	【宿舍上新】电玩次元开放	2	414	1701104	ui.TxtMiniGameTap0	dorm_cpfur_off	[202601290400]				{{{2,11422},{15,10230}},{{2,10104}}}	1036	1603159	1701104					ui.TxtArcadeName					{ImgTitle = 1603161,  ImgPic = 1603160, ImgGo = 1603163, ImgDot = 1603158, TxtDetail = "activity.dlc3.5house_detail", ImgPrint = 0, ImgMiniTitle = 1603162, TransPos = "ArcadeTransPos2", AreaId = 90}										
600	1	复刻-荒城栖花	1	600		activity.FormerDlc26_title	former_dlc	[202605220400]	[202606190400]			{{{2,11429}},{{2,50101}}}	1046	1603204	1701104				activity.FormerDlc26_des						{Refresh=37,Story=36,DLCShop={404},Preload=8026100}	{FormerDLC=26}									
601	2	纷愿绮梦3.5	1	601		dreamcard.txtactivity1		[202601290400]	[202605080400]			{{{1,30}}}	1039	1602886	1701104				dreamcard.txtactivity4,dreamcard.txtactivity5						{{13,1,41,1,1},{4,3,2,1,1},{4,3,1,1,1},{4,1,6,5,1}}		{3,"DreamCard.CheckOpen()"}								
602	1	3.6适格启忆录芙提雅	1	390	1701104	jigsawpuzzle.jigsawpuzzle_ui11	jigsaw_puzzle	[202605221000]	[202606190400]			{{{2,11429}},{{2,10104}}}	1042	1603183	1701104		1603184		jigsawpuzzle.jigsawpuzzle_ui18	jigsawpuzzle.jigsawpuzzle_ui17					{{1,4,4,1,1,16},{2,4,33,1,2},{5,32,4,1,4},{3,1,62,2,1},{3,2,62,2,1},{3,3,62,2,1}}	{3}									
603	13	DLC36版本签到	1	603			signin_monthly	[202605080400]	[202605290400]			{{{2,11429}},{{2,10104}}}	1021	1603192	1701104	1603191	1603190	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable58										1					
604		回归_DLC36	1	19			player_return	[202605080400]	[202606190400]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
605	9	角色试玩_胧嫣·瑞狐_DLC36	1	605	1701195	activity.TxtActivityTry1	gacha_try	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_35															
606	9	角色试玩_克罗瑞娜·绯月_DLC36	1	605	1701195	activity.TxtActivityTry1	gacha_try	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_28															
607	9	角色试玩_米娅·星彩_DLC36	1	605	1701195	activity.TxtActivityTry1	gacha_try	[202605290400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_31															
608	9	皮肤试玩_胧嫣·瑞狐珠光曳影_DLC36	1	609	1701196	activity.TxtActivityTry3	gacha_try	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_98															
609	9	皮肤试玩_芙提雅·炬芯国主驾到_DLC36	1	609	1701196	activity.TxtActivityTry3	gacha_try	[202605221000]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_99															
610	9	皮肤试玩_晴·霆光剑意逍遥_DLC36	1	609	1701196	activity.TxtActivityTry3	gacha_try	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_100															
611	9	皮肤试玩_芬妮·澄意轻纱暖寐_DLC36	1	609	1701196	activity.TxtActivityTry3	gacha_try	[202605080400]	[202606180400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_101															
612	9	皮肤试玩_恩雅不灭柔情_DLC36	1	609	1701196	activity.TxtActivityTry3	gacha_try	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_102															
616	7	宿舍皮活动	1	616		activity.activity_house_skin	activity_house_skin	[202604090400]	[202605200400]			{{{2,50174}},{{2,10104}}}	1047	1603217	1701104	1603255			ui.online_boss_ActivityDes1	ui.TxtBraveGame1					{{4,14,2,1,1}}	{1602143,{{38,24,2}},99}	{3,"BattlePass.OpenUI()"}								
618	13	DLC37版本签到	1	618			signin_monthly	[202604230400]	[202605040400]			{{{2,11429}},{{2,10104}}}	1021	1603248	1701104	1603247	1603246	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable59										1					
619		回归_DLC37	1	19			player_return	[202604230400]	[202605040400]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
620	1	DLC37适格启忆录	1	620		jigsawpuzzle.jigsawpuzzle_ui11	jigsaw_puzzle	[202607010400]	[202607050400]			{{{2,11429}},{{2,10104}}}	1042	1603221	1701104		1603222		jigsawpuzzle.jigsawpuzzle_ui21	jigsawpuzzle.jigsawpuzzle_ui20					{{1,10,4,1,1,16},{2,4,33,1,2},{5,32,4,1,4},{3,1,62,2,1},{3,2,62,2,1},{3,3,62,2,1}}	{3}									
																																			
621	9	扭蛋试玩_公测_辉夜	1	621			gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701104			{"activity.try_girl_test",1}		activity.TxtActivityTry1															
622	9	扭蛋试玩_DLC1_云篆瑟瑞斯	1	621			gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701104			{"activity.try_girl_test",1}		activity.TxtActivityTry1															
623	9	扭蛋试玩_DLC1_狂猎	1	621			gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701104			{"activity.try_girl_test",1}		activity.TxtActivityTry1															
624	9	角色试玩_缄默_DLC2	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602168	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_5															
625	9	角色试玩_辉夜_DLC25	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_1															
626	9	角色试玩_藏锋_DLC25	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_4															
627	9	角色试玩_苔丝魔术师_DLC25	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_7															
628	9	角色试玩_薇蒂雅_DLC25	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_15															
629	9	角色试玩_凯西娅_DLC26	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_8															
630	9	角色试玩_瞬刻_DLC25	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_12															
631	9	角色试玩_卜卜_DLC30	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_20															
632	9	角色试玩_芙提雅·驰掣_DLC30	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_18															
633	9	角色试玩_伊切尔_DLC31	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_9															
634	9	角色试玩_溯影_DLC32	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_6															
635	9	角色试玩_茉莉安·幽潮_DLC32	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_17															
636	9	角色试玩_恩雅_DLC32	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_11															
637	9	角色试玩_卜卜·灵鉴_DLC34	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_32															
638	9	角色试玩_奈莉德_DLC34	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_24															
639	9	角色试玩_安卡希雅·时之重奏_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_33															
640	9	角色试玩_茉莉安·霄鹰_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_34															
641	9	角色试玩_芬妮·澄意_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_29															
642	9	角色试玩_瑟瑞斯·悠游_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_30															
643	9	角色试玩_凯茜娅-狂诗_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_26															
644	9	角色试玩_苔丝-绮幻_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_27															
645	9	角色试玩_澜风_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_23															
646	9	角色试玩_辰星·琼弦_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_21															
647	9	角色试玩_肴·夜天光_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_22															
648	9	角色试玩_里芙-无限之视_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_13															
649	9	角色试玩_芬妮-辉耀_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_14															
650	9	角色试玩_天鹅座_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_25															
651	9	角色试玩_凯茜娅·朝翼_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_16															
652	9	角色试玩_琴诺_DLC27	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_10															
653	9	角色试玩_云篆_DLC35	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_2															
654	9	角色试玩_胧嫣·瑞狐_DLC36	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_35															
655	9	角色试玩_克罗瑞娜·绯月_DLC36	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_28															
656	9	角色试玩_米娅·星彩_DLC36	1	621	1701195	activity.TxtActivityTry1	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_31															
657	9	武器试玩_恩雅轻吻疗法_DLC10	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]		1	{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_24															
658	9	皮肤试玩_咎冠荆棘皮_DLC2	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_3															
659	9	皮肤试玩_恩雅情迷炎日_DLC3	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_6															
660	9	皮肤试玩_雨燕一掷千金_DLC3	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_7															
661	10	皮肤试玩_冬至粼粼尾浪_DLC3	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_9															
662	10	皮肤试玩_肴战损皮_DLC3	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_8															
663	9	皮肤试玩_冬至滑雪服_DLC4	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_13															
664	9	皮肤试玩_藏锋夜临谍舞_DLC5	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_16															
665	9	皮肤试玩_芬妮战损皮_DLC5	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_17															
666	9	皮肤试玩_狂猎3星皮_DLC6	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_22															
667	9	皮肤试玩_琴诺见习侍奉_DLC7	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test",1}		activity.TxtActivityTry2_23															
668	9	皮肤试玩_苔丝流放欢愉_DLC7	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_10															
669	9	皮肤试玩_苔丝BP皮_DLC7	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_25															
670	9	皮肤试玩_芙提雅不灭耀心_DLC8	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_28															
671	9	皮肤试玩_猫汐尔喵步巧跃_DLC8	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_29															
672	9	皮肤试玩_里芙宇航员BP3星_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_33															
673	9	皮肤试玩_伊切尔3星_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_34															
674	9	皮肤试玩_芙提雅狂曲雅跃_DLC8	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_15															
675	9	皮肤试玩_安卡希雅东流映荷_DLC9	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_19															
676	9	皮肤试玩_伊切尔迟到花蕾_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_21															
677	9	皮肤试玩_芙提雅行疾脱兔_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_2															
