任务组分页ID	任务ID（注意：任务ID不能超过65500）	刷新规则(不配置为不刷新 1为每日刷新 2为每周刷新)	组ID，选取数量	权重	备注	分页名	任务名	任务介绍	任务或成就图标	标签{"颜色ID","表.key"})	排序	解锁条件	未解锁隐藏	前置任务id	领取奖励后是否在列表中显示	任务类型	检查值	扩展参数 不填为不限制	可执行次数	奖励列表	开始时间,格式	结束时间，格式同开始时间	隐藏倒计时	跳转界面	跳转参数	条件跳转	背景图	背景SPINE	地区限制目前可填：0国内外,1国内,2海外
10	30001	1			活动期间，登陆一次游戏	ui.Dlc3MainBtn4	achievement_dlc.Name37	achievement_dlc.Describe37		{"F8FBFF","achievement.icon1"}					1	11	1			{{4,1,10,1,10},{4,3,1,1,2000}}	[202311021000]	[202312140400]							
10	30002				累计消耗3800枚翠星宝螺	ui.Dlc3MainBtn4	achievement_dlc.Name34	achievement_dlc.Describe34							1	4	3800	{16}		{{11,1,1,1,1}}	[202311021000]	[202312140400]		Dlc3Shop					
10	30003				累计获得450碧月星壳	ui.Dlc3MainBtn4	achievement_dlc.Name35	achievement_dlc.Describe35							1	3	450	{4,1,10,2}		{{4,3,2,1,50}}	[202311021000]	[202312140400]							
10	30004				完成角色试用本——溯影	ui.Dlc3MainBtn4	achievement_dlc.Name36	achievement_dlc.Describe36_1		{"46D8D9","achievement.icon3"}					1	2	1	{5010}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202311300400]				Activity.OpenActicity(43,11)			
10	30005				完成角色试用本——辉夜	ui.Dlc3MainBtn4	achievement_dlc.Name36	achievement_dlc.Describe36_2		{"46D8D9","achievement.icon3"}					1	2	1	{5004}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311231000]	[202312140400]				Activity.OpenActicity(44,4)			
10	30006				完成角色试用本——灼阳假期	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_3		{"46D8D9","achievement.icon3"}					1	2	1	{5012}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202311300400]				Activity.OpenActicity(45,13)			
10	30007				完成角色试用本——波光倩影	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_4		{"46D8D9","achievement.icon3"}					1	2	1	{5013}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]				Activity.OpenActicity(46,14)			
10	30008				完成角色试用本——粼粼尾浪	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_5		{"46D8D9","achievement.icon3"}					1	2	1	{5017}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]				Activity.OpenActicity(50,17)			
10	30009				完成角色试用本——情迷炎日	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_6		{"46D8D9","achievement.icon3"}					1	2	1	{5014}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]				Activity.OpenActicity(47,15)			
10	30010				完成角色试用本——一掷千金	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_7		{"46D8D9","achievement.icon3"}					1	2	1	{5015}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312130400]				Activity.OpenActicity(48,16)			
10	30011				完成角色试用本——肴战损皮	ui.Dlc3MainBtn4	achievement_dlc.Name36_1	achievement_dlc.Describe36_8		{"46D8D9","achievement.icon3"}					1	2	1	{5016}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]				Activity.OpenActicity(49,18)			
																													
10	30012				完成关卡 临岛	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_3							1	2	1	{4401}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30013				完成关卡 派对	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_4							1	2	1	{4402}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30014				完成关卡 垂钓	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_6							1	2	1	{4403}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30015				完成关卡 落点	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_8							1	2	1	{4404}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30016				完成关卡 集市	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_10							1	2	1	{4405}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30017				完成关卡 洞窟	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_13							1	2	1	{4406}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30018				完成关卡 遗迹	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_15							1	2	1	{4407}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
10	30019				完成关卡 庆典	ui.Dlc3MainBtn4	achievement_dlc.Name38	achievement_dlc.Describe38_17							1	2	1	{4408}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(4)			
																													
10	30020				通关材料关卡 白沙浪屿·简单1次	ui.Dlc3MainBtn3	achievement_dlc.Name39	achievement_dlc.Describe39_1							1	2	1	{4450}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(5)			
10	30021				通关材料关卡 白沙浪屿·普通1次	ui.Dlc3MainBtn3	achievement_dlc.Name39	achievement_dlc.Describe39_2							1	2	1	{4451}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(5)			
10	30022				通关材料关卡 白沙浪屿·困难1次	ui.Dlc3MainBtn3	achievement_dlc.Name39	achievement_dlc.Describe39_3							1	2	1	{4452}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(5)			
10	30023				通关材料关卡 白沙浪屿·怒涛1次	ui.Dlc3MainBtn3	achievement_dlc.Name39	achievement_dlc.Describe39_4							1	2	1	{4453}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(5)			
10	30024				通关材料关卡 白沙浪屿·落漈1次	ui.Dlc3MainBtn3	achievement_dlc.Name39	achievement_dlc.Describe39_5							1	2	1	{4454}		{{4,1,10,2,5},{4,3,1,1,2000}}	[202311021000]	[202312140400]	1			DLC_Chapter.CheckOpenAct(5)			
																													
12	30025				捞金派对第一关中，累计获得代币10000枚	ui.Dlc3MainBtn2	achievement_dlc.Name53	achievement_dlc.Describe53_1							1	156	10000	{1}		{{4,3,2,1,50},{4,1,10,1,40},{5,25,4,1,200}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30026				捞金派对第二关中，累计获得代币10000枚	ui.Dlc3MainBtn2	achievement_dlc.Name53	achievement_dlc.Describe53_2							1	156	10000	{2}		{{4,3,2,1,50},{4,1,10,1,40},{5,25,4,1,200}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30027				捞金派对第三关中，累计获得代币5000枚	ui.Dlc3MainBtn2	achievement_dlc.Name53	achievement_dlc.Describe53_3							1	156	5000	{3}		{{4,3,2,1,50},{4,1,10,1,40},{5,25,4,1,200}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30028				捞金派对第四关中，累计获得代币20000枚	ui.Dlc3MainBtn2	achievement_dlc.Name53	achievement_dlc.Describe53_4							1	156	20000	{4}		{{4,3,2,1,50},{4,1,10,1,40},{5,25,4,1,200}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30029				累计应援100次	ui.Dlc3MainBtn2	achievement_dlc.Name41	achievement_dlc.Describe41							1	148	100			{{4,1,10,1,20},{4,3,1,1,10000}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30030				累计应援1000次	ui.Dlc3MainBtn2	achievement_dlc.Name41	achievement_dlc.Describe41							1	148	1000			{{4,1,10,1,20},{4,3,1,1,15000}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30031				一局游戏结算时拥有2级房屋3个	ui.Dlc3MainBtn2	achievement_dlc.Name42	achievement_dlc.Describe42_1							1	154	3	{2}		{{4,1,10,1,20},{4,3,1,1,20000}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
12	30032				一局游戏结算时拥有3级房屋3个	ui.Dlc3MainBtn2	achievement_dlc.Name42	achievement_dlc.Describe42_2							1	154	3	{3}		{{4,1,10,1,20},{4,3,1,1,20000}}	[202311131000]	[202312140400]				RichmanLogic.CheckOpenAct()			
																													
13	30033	2			完成层波叠浪活动第6波（每周刷新）	ui.Dlc3MainBtn5	achievement_dlc.Name43	achievement_dlc.Describe43		{"FFC500","achievement.icon2"}					1	73	6			{{4,3,2,1,20}}	[202311061000]	[202311200400]				DefendLogic.CheckOpenAct()			
13	30034	2			完成层波叠浪活动第12波（每周刷新）	ui.Dlc3MainBtn5	achievement_dlc.Name43	achievement_dlc.Describe43		{"FFC500","achievement.icon2"}					1	73	12			{{4,3,2,1,20}}	[202311061000]	[202311200400]				DefendLogic.CheckOpenAct()			
13	30035	2			完成层波叠浪活动第15波（每周刷新）	ui.Dlc3MainBtn5	achievement_dlc.Name43	achievement_dlc.Describe43		{"FFC500","achievement.icon2"}					1	73	15			{{4,3,2,1,20}}	[202311061000]	[202311200400]				DefendLogic.CheckOpenAct()			
13	30036	2			完成层波叠浪活动第18波（每周刷新）	ui.Dlc3MainBtn5	achievement_dlc.Name43	achievement_dlc.Describe43		{"FFC500","achievement.icon2"}					1	73	18			{{4,3,2,1,20}}	[202311061000]	[202311200400]				DefendLogic.CheckOpenAct()			
13	30037	2			完成层波叠浪活动第21波（每周刷新）	ui.Dlc3MainBtn5	achievement_dlc.Name43	achievement_dlc.Describe43		{"FFC500","achievement.icon2"}					1	73	21			{{4,3,2,1,20}}	[202311061000]	[202311200400]				DefendLogic.CheckOpenAct()			
																													
14	30038				累计获得各类珍珠币 200枚	ui.Dlc3MainBtn6	achievement_dlc.Name44	achievement_dlc.Describe44							1	149	200	{17,18,19,20,21}		{{4,3,2,1,50}}	[202311201000]	[202312140400]		DungeonsElement					
14	30039				关卡1打到5层	ui.Dlc3MainBtn6	achievement_dlc.Name45	achievement_dlc.Describe45_1							1	2	1	{4615}		{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementLevel	{5}				
14	30040				关卡2打到5层	ui.Dlc3MainBtn6	achievement_dlc.Name45	achievement_dlc.Describe45_2							1	2	1	{4625}		{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementLevel	{1}				
14	30041				关卡3打到5层	ui.Dlc3MainBtn6	achievement_dlc.Name45	achievement_dlc.Describe45_3							1	2	1	{4635}		{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementLevel	{3}				
14	30042				关卡4打到5层	ui.Dlc3MainBtn6	achievement_dlc.Name45	achievement_dlc.Describe45_4							1	2	1	{4645}		{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementLevel	{4}				
14	30043				关卡5打到5层	ui.Dlc3MainBtn6	achievement_dlc.Name45	achievement_dlc.Describe45_5							1	2	1	{4655}		{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementLevel	{2}				
14	30044				抽10次奖	ui.Dlc3MainBtn6	achievement_dlc.Name46	achievement_dlc.Describe46							1	155	10			{{4,1,10,2,20},{4,3,1,1,3000}}	[202311201000]	[202312140400]		DungeonsElementGacha					
																													
15	30045				完成全部主线任务	ui.Dlc3MainBtn1	achievement_dlc.Name47	achievement_dlc.Describe47							1	150	1	{403}		{{4,1,10,2,50},{4,3,1,1,3000}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
15	30046				完成10次委托任务	ui.Dlc3MainBtn1	achievement_dlc.Name48	achievement_dlc.Describe48							1	151	10			{{4,3,2,1,50},{4,3,1,1,3000}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
15	30047				探索等级达到15级	ui.Dlc3MainBtn1	achievement_dlc.Name49	achievement_dlc.Describe49							1	157	15			{{4,1,10,2,50},{4,3,1,1,10000}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
15	30048				集齐3个石板故事的全部碎片并领取收集奖励	ui.Dlc3MainBtn1	achievement_dlc.Name50	achievement_dlc.Describe50							1	152	3			{{4,3,2,1,60},{4,1,10,1,50}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
15	30049				集齐7个石板故事的全部碎片并领取收集奖励	ui.Dlc3MainBtn1	achievement_dlc.Name50	achievement_dlc.Describe50							1	152	7			{{4,3,2,1,60},{4,1,10,1,50}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
15	30050				集齐12个石板故事的全部碎片并领取收集奖励	ui.Dlc3MainBtn1	achievement_dlc.Name50	achievement_dlc.Describe50							1	152	12			{{4,3,2,1,60},{4,1,10,1,50}}	[202311041000]	[202312140400]				DarkZone.CheckOpenAct()			
																													
16	30051				单人第1关伤害达到106000	ui.TxtOnlineBossTheme	achievement_dlc.Name51	achievement_dlc.Describe51_1							1	153	106000	{9000}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
16	30052				单人第2关伤害达到183000	ui.TxtOnlineBossTheme	achievement_dlc.Name51	achievement_dlc.Describe51_2							1	153	183000	{9001}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
16	30053				单人第3关伤害达到295000	ui.TxtOnlineBossTheme	achievement_dlc.Name51	achievement_dlc.Describe51_3							1	153	295000	{9002}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
16	30054				单人第4关伤害达到442000	ui.TxtOnlineBossTheme	achievement_dlc.Name51	achievement_dlc.Describe51_4							1	153	442000	{9003}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
16	30055				进行联机关1次	ui.TxtOnlineBossTheme	achievement_dlc.Name52	achievement_dlc.Describe52							1	52	1	{5}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
16	30056				进行联机关3次	ui.TxtOnlineBossTheme	achievement_dlc.Name52	achievement_dlc.Describe52							1	52	3	{5}		{{4,3,2,1,40}}	[202311271000]	[202312140400]				OnlineBoss.CheckOpenAct()			
																													
																													
																													
17	40001	1			活动期间，登陆一次游戏	ui.TxtDLC4.Title	achievement_dlc.Name54	achievement_dlc.Describe54		{"F8FBFF","achievement.icon1"}					1	11	1			{{5,29,1,1,12},{4,3,1,1,2000}}	[202312141000]	[202401180400]							
17	40002				累计消耗2300枚配给凭据	ui.TxtDLC4.Title	achievement_dlc.Name55	achievement_dlc.Describe55							1	5	2300	{5,29,1,1}		{{11,1,3,1,1}}	[202312141000]	[202401180400]		Dlc4Shop					
17	40003				累计获得380雪境功勋	ui.TxtDLC4.Title	achievement_dlc.Name56	achievement_dlc.Describe56							1	3	380	{5,29,1,2}		{{4,3,2,1,50}}	[202312141000]	[202401180400]							
17	40004				完成角色试用本——苔丝	ui.TxtDLC4.Title	achievement_dlc.Name57	achievement_dlc.Describe57_1		{"46D8D9","achievement.icon3"}					1	2	1	{5018}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312141000]	[202401110400]				Activity.OpenActicity(63,19)			
17	40005				完成角色试用本——云篆	ui.TxtDLC4.Title	achievement_dlc.Name57	achievement_dlc.Describe57_2		{"46D8D9","achievement.icon3"}					1	2	1	{5002}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312281000]	[202401180400]				Activity.OpenActicity(64,3)			
17	40006				完成角色试用本——苔丝5星皮	ui.TxtDLC4.Title	achievement_dlc.Name58	achievement_dlc.Describe58_1		{"46D8D9","achievement.icon3"}					1	2	1	{5019}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312141000]	[202401110400]				Activity.OpenActicity(65,20)			
17	40007				完成角色试用本——狂猎4星皮	ui.TxtDLC4.Title	achievement_dlc.Name58	achievement_dlc.Describe58_2		{"46D8D9","achievement.icon3"}					1	2	1	{5020}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312141000]	[202401180400]				Activity.OpenActicity(66,21)			
17	40008				完成角色试用本——咎冠4星皮	ui.TxtDLC4.Title	achievement_dlc.Name58	achievement_dlc.Describe58_3		{"46D8D9","achievement.icon3"}					1	2	1	{5021}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312141000]	[202401180400]				Activity.OpenActicity(67,22)			
17	40009				完成角色试用本——冬至3星皮	ui.TxtDLC4.Title	achievement_dlc.Name58	achievement_dlc.Describe58_4		{"46D8D9","achievement.icon3"}					1	2	1	{5022}		{{5,29,1,2,5},{4,3,1,1,2000}}	[202312141000]	[202401170400]				Activity.OpenActicity(68,23)			
																													
17	40010				完成主线关卡 12-1	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11201}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11201)			
17	40011				完成主线关卡 12-2	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11202}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11202)			
17	40012				完成主线关卡 12-3	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11203}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11203)			
17	40013				完成主线关卡 12-4	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11204}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11204)			
17	40014				完成主线关卡 12-5	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11205}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11205)			
17	40015				完成主线关卡 12-6	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11206}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11206)			
17	40016				完成主线关卡 12-7	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11207}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11207)			
17	40017				完成主线关卡 12-8	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11208}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11208)			
17	40018				完成主线关卡 12-9	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11209}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11209)			
17	40019				完成主线关卡 12-10	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11210}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11210)			
17	40020				完成主线关卡 12-11	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11211}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11211)			
17	40021				完成主线关卡 12-12	ui.TxtDLC4.Title	achievement_dlc.Name59	achievement.Describe10							1	2	1	{11212}		{{5,29,1,2,10},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1			DLC_Logic.GotoDlc4Story(11212)			
																													
17	40022				通关材料关卡 涤荡雪尘·简单1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_1							1	2	1	{4600}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
17	40023				通关材料关卡 涤荡雪尘·普通1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_2							1	2	1	{4601}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
17	40024				通关材料关卡 涤荡雪尘·困难1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_3							1	2	1	{4602}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
17	40025				通关材料关卡 涤荡雪尘·恐惧1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_4							1	2	1	{4603}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
17	40026				通关材料关卡 涤荡雪尘·噩梦1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_5							1	2	1	{4604}		{{5,29,1,2,5},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
17	40027				通关材料关卡 涤荡雪尘·深渊1次	ui.TxtDLC4.Title	achievement_dlc.Name60	achievement_dlc.Describe60_6							1	2	1	{4605}		{{5,29,1,2,10},{5,29,1,1,10},{4,3,1,1,2000}}	[202312141000]	[202401180400]	1	Dlc4Refresh	{6}				
																													
18	40035	2			完成边境雪葬活动第6波（每周刷新）	ui.TxtDLC4.BtnDefense	achievement_dlc.Name61	achievement_dlc.Describe61		{"FFC500","achievement.icon2"}					1	73	6			{{4,3,2,1,20}}	[202312181000]	[202401010400]				DefendLogic.CheckOpenAct()			
