ID	备注	类型	地图资产路劲	玩法	LuaClass	Loading图	背景音乐	背景环境音	加载额外参数
350	新星开拓4期洞穴01	0	PalLevel/Wilds02/caves/Pal_Cave05	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
351	新星开拓4期洞穴02	0	PalLevel/Wilds02/caves/Pal_Cave06	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
352	新星开拓4期洞穴03	0	PalLevel/Wilds02/caves/Pal_Cave07	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
353	新星开拓4期陷阱洞穴04	0	PalLevel/Wilds02/caves/Pal_Cave08	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
354	新星开拓4期信号塔洞穴05	0	PalLevel/Wilds02/caves/Pal_Cave09	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
355	新星开拓4期机枪塔洞穴06	0	PalLevel/Wilds02/caves/Pal_Cave10	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
356	3.0新星开拓第二章随机金币洞穴	0	PalLevel/building/caves/P2_CoinCave	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
357	3.0新星开拓第三章随机金币洞穴	0	PalLevel/building/caves/P3_CoinCave	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
358	3.0新星开拓第四章随机金币洞穴	0	PalLevel/building/caves/P4_CoinCave	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
359	3.0新星开拓404洞穴	0	PalLevel/building/caves/Decrypt_404	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
360	3.0新星开拓405洞穴	0	PalLevel/building/caves/Decrypt_405	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
361	3.0新星开拓406洞穴	0	PalLevel/building/caves/Decrypt_406	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
362	3.0新星开拓407洞穴	0	PalLevel/building/caves/Decrypt_407	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
363	3.0新星开拓408洞穴	0	PalLevel/building/caves/Decrypt_408	BP_PalTowerGameMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
									
									
810	DLC2.5无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_6	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
811	DLC2.6无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_7	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
812	DLC2.7无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_8	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
813	DLC2.8无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_9	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
814	DLC3.0无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_10	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight02,Stage|Stage01		
815	DLC3.1无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_11	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight02,Stage|Stage01		
816	DLC3.2无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_12	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
817	DLC3.3无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_13	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
818	DLC3.4无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_14	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
819	DLC3.5无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_15	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
820	DLC3.6无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_16	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
821	DLC3.7无尽试炼	0	DLC9Level/Pal/Endless/pal_endless_17	BP_PalChallengeGameMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
									
410	DLC2-FS01-L01	0	DLC2Level/Repeat_Level/Repeat_Level03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
411	DLC2-FS01-L02	0	DLC2Level/Repeat_Level/Repeat_Level01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level02,Stage|Stage01,Battle|Off		
412	DLC2-FS01-L03	0	DLC2Level/Repeat_Level/Repeat_Level01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
413	DLC2-FS01-L04	0	DLC2Level/Repeat_Level/Repeat_Level01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
414	DLC2-FS01-L05	0	DLC2Level/Repeat_Level/Repeat_Level01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level02,Stage|Stage01,Battle|Off		
415	DLC2-FS01-L06	0	DLC2Level/Repeat_Level/Repeat_Level01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
									
450	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
451	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
452	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression03	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
453	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression04	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
454	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression05	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower05		
455	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression06	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower06		
456	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression07	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
457	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression08	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
458	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression09	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower08		
459	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression010	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower09		
460	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression011	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower10		
461	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression012	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
462	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression013	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
463	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression014	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower13		
464	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression015	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower14		
465	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression016	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
466	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression017	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
467	DLC2巴别塔	0	DLC2Level/Area_RepressionLevel/Area_Repression018	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower13		
									
									
									
2000	Boss新联机挑战-狄俄尼索斯	0	AmassBoss/AmassBoss_2000	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|BOSS01,Stage|Stage01		
2010	Boss新联机挑战-尘白恶魔号	0	AmassBoss/AmassBoss_2010	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|BOSS01,Stage|Stage01		
2020	Boss新联机挑战-玉节天龙	0	AmassBoss/AmassBoss_2020	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|BOSS01,Stage|Stage01		
2030	Boss新联机挑战-食影血兽	0	AmassBoss/AmassBoss_2030	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
2050	Boss新联机挑战-梦神	0	AmassBoss/AmassBoss_2050	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|BOSS01,Stage|Stage01		
2060	Boss新联机挑战-海底观测者	0	AmassBoss/AmassBoss_2060	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|BOSS01,Stage|Stage01		
2501	噬神斗场—尤弥尔	0	SeasonBoss/SeasonBoss_2501	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter10,Level|Level12,Stage|Stage01		
2502	噬神斗场—萨特	0	SeasonBoss/SeasonBoss_2502	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter07,Level|Level12,Stage|Stage01		
2503	噬神斗场—耶洛沙之泪	0	SeasonBoss/SeasonBoss_2503	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC06,DLC|BOSS01,Stage|Stage01		
2504	噬神斗场—透墨索斯	0	SeasonBoss/SeasonBoss_2504	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01		
2505	噬神斗场—尼亚尔	0	SeasonBoss/SeasonBoss_2505	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
2506	噬神斗场—海拉怒棘	0	SeasonBoss/SeasonBoss_2506	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter06,Level|Level12,Stage|Stage01		
2507	噬神斗场—狄俄尼索斯	0	SeasonBoss/SeasonBoss_2507	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|BOSS01,Stage|Stage01		
2508	噬神斗场—二型验证机甲	0	SeasonBoss/SeasonBoss_2508	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level12,Stage|Stage01		
2509	噬神斗场—祟（泰坦）	0	SeasonBoss/SeasonBoss_2509	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
2601	噬神斗场—透墨索斯（黄）	0	SeasonBoss/SeasonBoss_2601	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01		
2602	噬神斗场—爱思特	0	SeasonBoss/SeasonBoss_2602	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter09,Level|Level12,Stage|Stage01		
2603	噬神斗场—尼亚尔（灰）	0	SeasonBoss/SeasonBoss_2603	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
2604	噬神斗场—派	0	SeasonBoss/SeasonBoss_2604	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|BOSS01,Stage|Stage01		
2605	噬神斗场—约瑟夫·顽骨	0	SeasonBoss/SeasonBoss_2605	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|BOSS01,Stage|Stage01		
2606	噬神斗场—梦神	0	SeasonBoss/SeasonBoss_2606	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|BOSS01,Stage|Stage01		
2607	噬神斗场—刻耳柏洛斯（亚种）	0	SeasonBoss/SeasonBoss_2607	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
2608	噬神斗场—玉节天龙	0	SeasonBoss/SeasonBoss_2608	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|BOSS01,Stage|Stage01		
2609	噬神斗场—食夜影兽	0	SeasonBoss/SeasonBoss_2609	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
2701	噬神斗场—尼亚尔浊流	0	SeasonBoss/SeasonBoss_2701	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
2702	噬神斗场—埃吉尔	0	SeasonBoss/SeasonBoss_2702	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|BOSS02,Stage|Stage01		
									
3401	世界boss-机器雪人	0	WorldBoss/WorldBoss_3401	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC34,DLC|BOSS02,Stage|Stage01		
									
501	BOSS挑战-二型验证机甲	0	BossChallengeLevel/BossChallengeLevel_Boss002	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level12,Stage|Stage01		
502	BOSS挑战-“野牛”约瑟夫	0	BossChallengeLevel/BossChallengeLevel_Boss003	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level12,Stage|Stage01		
503	BOSS挑战-海拉	0	BossChallengeLevel/BossChallengeLevel_Boss201	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter06,Level|Level12,Stage|Stage01		
504	BOSS挑战-波伏娃13	0	BossChallengeLevel/BossChallengeLevel_Boss101	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter02,Level|Level12,Stage|Stage01		
505	BOSS挑战-二型验证机甲动力版	0	BossChallengeLevel/BossChallengeLevel_Boss005	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
506	BOSS挑战-让·苏瑞安·萨特	0	BossChallengeLevel/BossChallengeLevel_Boss103	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter07,Level|Level12,Stage|Stage01		
507	BOSS挑战-加文	0	BossChallengeLevel/BossChallengeLevel_Boss102	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter05,Level|Level12,Stage|Stage01		
508	BOSS挑战-二型海拉	0	BossChallengeLevel/BossChallengeLevel_Boss204	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter06,Level|Level12,Stage|Stage01		
509	BOSS挑战-刻耳柏洛斯	0	BossChallengeLevel/BossChallengeLevel_Boss301	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
510	BOSS挑战-爱思特	0	BossChallengeLevel/BossChallengeLevel_Boss004	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter09,Level|Level12,Stage|Stage01		
511	BOSS挑战-爱思特-2阶段开始	0	BossChallengeLevel/BossChallengeLevel_Boss004_2	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter09,Level|Level12,Stage|Stage01		
512	BOSS挑战-祟（火）	0	BossChallengeLevel/BossChallengeLevel_Boss205_1	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
513	BOSS挑战-祟（冰）	0	BossChallengeLevel/BossChallengeLevel_Boss205_2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
514	BOSS挑战-威尔·安德森	0	BossChallengeLevel/BossChallengeLevel_Boss501	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level12,Stage|Stage01		
515	BOSS挑战-凯茜娅	0	BossChallengeLevel/BossChallengeLevel_Boss505	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level02,Stage|Stage01,Battle|Off		
516	BOSS挑战-透墨索斯	0	BossChallengeLevel/BossChallengeLevel_Boss302	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01		
517	BOSS挑战-约瑟夫·顽骨	0	BossChallengeLevel/BossChallengeLevel_Boss006	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|BOSS01,Stage|Stage01		
518	BOSS挑战-尼亚尔	0	BossChallengeLevel/BossChallengeLevel_Boss206_2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
519	BOSS挑战-耶洛沙之泪	0	BossChallengeLevel/BossChallengeLevel_Boss207	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC06,DLC|BOSS01,Stage|Stage01		
520	BOSS挑战-二律背反的盟约	0	BossChallengeLevel/BossChallengeLevel_Boss208	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC07,DLC|BOSS01,Stage|Stage01		
521	BOSS挑战-威尔·安德森（亚种）	0	BossChallengeLevel/BossChallengeLevel_Boss501_2	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level12,Stage|Stage01		
522	BOSS挑战-凯茜娅（亚种）	0	BossChallengeLevel/BossChallengeLevel_Boss505b	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level02,Stage|Stage01,Battle|Off		
523	BOSS挑战—派	0	BossChallengeLevel/BossChallengeLevel_Boss401	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|BOSS01,Stage|Stage01		
524	BOSS挑战—沃坦	0	BossChallengeLevel/BossChallengeLevel_Boss502	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|BOSS01,Stage|Stage01		
525	BOSS挑战-尼亚尔（亚种）	0	BossChallengeLevel/BossChallengeLevel_Boss206_b_2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
526	BOSS挑战-狄俄尼索斯	0	BossChallengeLevel/BossChallengeLevel_Boss503	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|BOSS01,Stage|Stage01		
527	BOSS挑战-刻耳柏洛斯亚种	0	BossChallengeLevel/BossChallengeLevel_Boss301b	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
528	BOSS挑战-尘白恶魔号	0	BossChallengeLevel/BossChallengeLevel_Boss303	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|BOSS01,Stage|Stage01		
529	BOSS挑战-玉节天龙	0	BossChallengeLevel/BossChallengeLevel_Boss601	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|BOSS01,Stage|Stage01		
530	BOSS挑战-食影血兽	0	BossChallengeLevel/BossChallengeLevel_Boss602	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
531	BOSS挑战-舍塔	0	BossChallengeLevel/BossChallengeLevel_Boss603	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|BOSS01,Stage|Stage01		
532	BOSS挑战-梦神	0	BossChallengeLevel/BossChallengeLevel_Boss506	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|BOSS01,Stage|Stage01		
533	BOSS挑战-梦神（拟境2版）	0	BossChallengeLevel/BossChallengeLevel_Boss506_2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|BOSS01,Stage|Stage01		
534	BOSS挑战-海底观测者	0	BossChallengeLevel/BossChallengeLevel_Boss402	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|BOSS01,Stage|Stage01		
535	BOSS挑战-噬孽机·卡律布狄斯	0	BossChallengeLevel/BossChallengeLevel_Boss403	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|BOSS01,Stage|Stage01		
536	BOSS挑战-尼亚尔·磐石	0	BossChallengeLevel/BossChallengeLevel_Boss206_c	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01		
537	BOSS挑战-文明守护者	0	BossChallengeLevel/BossChallengeLevel_Boss404	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|BOSS01,Stage|Stage01		
538	BOSS挑战-祟超越	0	BossChallengeLevel/BossChallengeLevel_Boss205_3	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
539	BOSS挑战-米拉猩红武装	0	BossChallengeLevel/BossChallengeLevel_Boss405	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC31,DLC|BOSS01,Stage|Stage01		
540	BOSS挑战-SpH-L12	0	BossChallengeLevel/BossChallengeLevel_Boss304	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|BOSS01,Stage|Stage01		
541	BOSS挑战-起源物种	0	BossChallengeLevel/BossChallengeLevel_Boss210	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC33,DLC|BOSS01,Stage|Stage01		
542	BOSS挑战-埃吉尔	0	BossChallengeLevel/BossChallengeLevel_Boss209	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|BOSS02,Stage|Stage01		
543	BOSS挑战-西西弗斯	0	BossChallengeLevel/BossChallengeLevel_Boss507	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC34,DLC|BOSS01,Stage|Stage01		
544	BOSS挑战-瑟茜	0	BossChallengeLevel/BossChallengeLevel_Boss508	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC35,DLC|BOSS01,Stage|Stage01		
545	BOSS挑战-九尾	0	BossChallengeLevel/BossChallengeLevel_Boss406	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC36,DLC|BOSS01,Stage|Stage01		
546	BOSS挑战-苏菲	0	BossChallengeLevel/BossChallengeLevel_Boss104	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC36,DLC|BOSS01,Stage|Stage01		
601	RealTower_001	0	RealTower/RealTower_001	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
602	RealTower_002	0	RealTower/RealTower_002	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
603	RealTower_003	0	RealTower/RealTower_003	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
604	RealTower_004	0	RealTower/RealTower_004	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
605	RealTower_005	0	RealTower/RealTower_005	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower05		
606	RealTower_006	0	RealTower/RealTower_006	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower06		
607	RealTower_007	0	RealTower/RealTower_007	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
608	RealTower_008	0	RealTower/RealTower_008	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower08		
609	RealTower_009	0	RealTower/RealTower_009	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower09		
610	RealTower_010	0	RealTower/RealTower_010	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower10		
611	RealTower_011	0	RealTower/RealTower_011	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
612	RealTower_012	0	RealTower/RealTower_012	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
613	RealTower_013	0	RealTower/RealTower_013	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
614	RealTower_014	0	RealTower/RealTower_014	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
615	RealTower_015	0	RealTower/RealTower_015	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower05		
									
701	死斗第一期（荣誉冲突）	0	DefenseLevel/Defense_Level_001	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
702	死斗第二期（荣誉冲突）	0	DefenseLevel/Defense_Level_002	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level02,Stage|Stage01,Battle|Off		
703	死斗第三期（荣誉冲突）	0	DefenseLevel/Defense_Level_003	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off		
704	死斗第四期（荣誉冲突）	0	DefenseLevel/Defense_Level_004	BP_RandomBornGameMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level04,Stage|Stage01,Battle|Off		
705	死斗第五期（荣誉冲突）-DLC2	0	DefenseLevel/Defense_Level_005	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level04,Stage|Stage01,Battle|Off		
706	死斗第六期（荣誉冲突）-DLC3	0	DefenseLevel/Defense_Level_006	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
707	死斗第七期（荣誉冲突）-DLC4	0	DefenseLevel/Defense_Level_007	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
708	死斗第八期（荣誉冲突）-DLC5	0	DefenseLevel/Defense_Level_008	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
709	死斗第九期（荣誉冲突）-DLC6	0	DefenseLevel/Defense_Level_009	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC06,DLC|Fight01,Battle|Off		
710	死斗第九期（荣誉冲突）-DLC7	0	DefenseLevel/Defense_Level_010	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|Off		
711	死斗_DLC8_第一期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc8_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight02,Battle|Off		
712	死斗_DLC8_第二期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc8_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight02,Battle|Off		
721	死斗_DLC9_第一期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc9_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
722	死斗_DLC9_第二期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc9_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
731	死斗_DLC10_第一期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc10_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
732	死斗_DLC10_第二期（荣誉冲突）	0	DefenseLevel/Defense_Level_Dlc10_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
741	死斗_DLC11_第一期（荣誉冲突）（DLC22）	0	DefenseLevel/Defense_Level_Dlc11_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight03,Battle|Off		
