问卷ID	优先级(越大越优先)	互斥ID(同ID不可多次回答,100001为回归问卷)	问卷链接	调查表编号	密钥	回调地址	解锁条件(例{{1,1}})（1账号等级 2前置关卡 3获得某个道具 4日常本是否通关 5联机通关次数 8登陆天数大于 17登陆天数小于）	开始时间	结束时间	奖励道具列表	邮件标题	邮件内容	邮件发送人	邮件保存时间	大区限制	渠道限制	语言限制目前可填：{zh_CN,....}，不填则无限制
1029	5	1029	https://www.diaochapai.com/survey/73d92837-e258-41cc-a893-c87f34ffb35e	73d92837-e258-41cc-a893-c87f34ffb35e	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,2}}	[202507310900]	[202508062359]	{{4,2,1,4,1}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
1030	5	1030	https://www.diaochapai.com/survey/41ef37b5-3ca3-4585-9ddb-094b3b1ac889	41ef37b5-3ca3-4585-9ddb-094b3b1ac889	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202508290900]	[202509142359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2177	5	2177	http://www.surveypie.com/survey/2984c727-ef3d-4fd1-a75f-616af58d8cbd	2984c727-ef3d-4fd1-a75f-616af58d8cbd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202508290900]	[202509142359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2178	5	2177	http://www.surveypie.com/survey/2984c727-ef3d-4fd1-a75f-616af58d8cbd	2984c727-ef3d-4fd1-a75f-616af58d8cbd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202508290900]	[202509142359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2179	5	2177	http://www.surveypie.com/survey/2984c727-ef3d-4fd1-a75f-616af58d8cbd	2984c727-ef3d-4fd1-a75f-616af58d8cbd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202508290900]	[202509142359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2180	5	2177	http://www.surveypie.com/survey/2984c727-ef3d-4fd1-a75f-616af58d8cbd	2984c727-ef3d-4fd1-a75f-616af58d8cbd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202508290900]	[202509142359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1031	5	1031	https://www.diaochapai.com/survey/f8186b7f-8854-49b3-a5fa-1de79bfcb469	f8186b7f-8854-49b3-a5fa-1de79bfcb469	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202510150900]	[202510242359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2181	5	2181	http://www.surveypie.com/survey/5d6d5ab1-fbd2-4f29-bd64-709c6b2f0e1d	5d6d5ab1-fbd2-4f29-bd64-709c6b2f0e1d	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202510150900]	[202510242359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2182	5	2181	http://www.surveypie.com/survey/6aa90c31-e3d6-4d5c-a0c7-06a16a512c33	6aa90c31-e3d6-4d5c-a0c7-06a16a512c33	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202510150900]	[202510242359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2183	5	2181	http://www.surveypie.com/survey/a307c43c-5a3f-4c3a-9102-efb3a79a53d4	a307c43c-5a3f-4c3a-9102-efb3a79a53d4	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202510150900]	[202510242359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2184	5	2181	http://www.surveypie.com/survey/983dad4c-1ce6-41f0-9f46-593bddbcbfde	983dad4c-1ce6-41f0-9f46-593bddbcbfde	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202510150900]	[202510242359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1032	4	1032	https://www.diaochapai.com/survey/05d20945-a60a-4113-843c-107fea3ca0ad	05d20945-a60a-4113-843c-107fea3ca0ad	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{2,11423},{28,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2185	4	2185	http://www.surveypie.com/survey/e9fcdfb7-ca6c-4d12-ad96-bac68db48a81	e9fcdfb7-ca6c-4d12-ad96-bac68db48a81	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2186	4	2185	http://www.surveypie.com/survey/65dff161-ff0a-4514-98f5-068ed05d86fa	65dff161-ff0a-4514-98f5-068ed05d86fa	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2187	4	2185	http://www.surveypie.com/survey/1ca77324-0dbd-4a12-a5e4-f6935d924a45	1ca77324-0dbd-4a12-a5e4-f6935d924a45	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2188	4	2185	http://www.surveypie.com/survey/141a0a3a-5439-4f5f-b4e2-fafd536b8993	141a0a3a-5439-4f5f-b4e2-fafd536b8993	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1033	4	1033	https://www.diaochapai.com/survey/74d9da50-ee8f-4200-9ba8-49e8964d3d18	74d9da50-ee8f-4200-9ba8-49e8964d3d18	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{2,50174},{29,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2189	4	2189	http://www.surveypie.com/survey/8af024b3-0297-4f86-9599-2ffc9beea4c6	8af024b3-0297-4f86-9599-2ffc9beea4c6	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,50174},{29,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2190	4	2189	http://www.surveypie.com/survey/4591a168-f6ae-4457-8601-1a70f23dae9b	4591a168-f6ae-4457-8601-1a70f23dae9b	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,50174},{29,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2191	4	2189	http://www.surveypie.com/survey/7cb61779-29f2-4345-a95c-7947862f3010	7cb61779-29f2-4345-a95c-7947862f3010	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,50174},{29,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2192	4	2189	http://www.surveypie.com/survey/33f523ae-571b-4ec9-97d9-e162d28b3c44	33f523ae-571b-4ec9-97d9-e162d28b3c44	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,50174},{29,"202509250400"}}	[202509251000]	[202512172359]	{{4,3,2,1,30},{4,2,1,7,1}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1034	5	1034	https://www.diaochapai.com/survey/1c683aae-5ee6-4c68-a5fd-75b63cc28e93	1c683aae-5ee6-4c68-a5fd-75b63cc28e93	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2193	5	2193	http://www.surveypie.com/survey/80aba5cf-174d-49a9-81c8-c44791d9f5a8	80aba5cf-174d-49a9-81c8-c44791d9f5a8	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2194	5	2193	http://www.surveypie.com/survey/f4c2675d-dc7e-4def-a86c-fd5bad19d716	f4c2675d-dc7e-4def-a86c-fd5bad19d716	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2195	5	2193	http://www.surveypie.com/survey/a12ef613-6ac8-486a-8a9b-88b1cd051c73	a12ef613-6ac8-486a-8a9b-88b1cd051c73	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2196	5	2193	http://www.surveypie.com/survey/af2ee05b-b2fc-41ac-862b-73262be3e379	af2ee05b-b2fc-41ac-862b-73262be3e379	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1035	5	1035	https://www.diaochapai.com/survey/dbcf6725-2f4d-4fef-865b-bddbaac1739a	dbcf6725-2f4d-4fef-865b-bddbaac1739a	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2197	5	2197	http://www.surveypie.com/survey/7aefe251-4ab8-4ada-921c-bae82c2152dd	7aefe251-4ab8-4ada-921c-bae82c2152dd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2198	5	2197	http://www.surveypie.com/survey/cfb6995f-028f-43c4-ad38-1540e2a491ed	cfb6995f-028f-43c4-ad38-1540e2a491ed	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2199	5	2197	http://www.surveypie.com/survey/6696805a-6818-41c7-b523-7dcb08e1a628	6696805a-6818-41c7-b523-7dcb08e1a628	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2200	5	2197	http://www.surveypie.com/survey/09da812a-e2d9-474c-a87a-a28fc44699f8	09da812a-e2d9-474c-a87a-a28fc44699f8	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202511240900]	[202512062359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1036	15	1036	https://www.diaochapai.com/survey/c4b03cf1-3f12-4b02-9bdb-9c246df86724	c4b03cf1-3f12-4b02-9bdb-9c246df86724	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,10}}	[202601041000]	[202601081600]		问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
1037	5	1037	https://www.diaochapai.com/survey/94347b06-283f-4b60-a3c2-10d3f8c0c07d	94347b06-283f-4b60-a3c2-10d3f8c0c07d	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202601220900]	[202601282359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2201	5	2201	http://www.surveypie.com/survey/c71eebdf-335e-4a4f-a1be-0dfcf0616495	c71eebdf-335e-4a4f-a1be-0dfcf0616495	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202601220900]	[202601282359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2202	5	2201	http://www.surveypie.com/survey/6d83e81c-6735-4d79-9ad0-2ef4fa6d44ee	6d83e81c-6735-4d79-9ad0-2ef4fa6d44ee	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202601220900]	[202601282359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2203	5	2201	http://www.surveypie.com/survey/eff4ee10-892f-47a7-8b86-b11dc79e5b4c	eff4ee10-892f-47a7-8b86-b11dc79e5b4c	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202601220900]	[202601282359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2204	5	2201	http://www.surveypie.com/survey/b6f031e0-1ed7-4c3d-a4c6-a54e389f8739	b6f031e0-1ed7-4c3d-a4c6-a54e389f8739	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202601220900]	[202601282359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
																	
1038	15	1038	https://www.diaochapai.com/survey/b2608f03-dd6b-4819-9969-3bbb64b646db	b2608f03-dd6b-4819-9969-3bbb64b646db	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{2,11423},{28,"202601290400"}}	[202601290600]	[202603112359]	{{4,3,2,1,30},{4,2,1,7,1}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2205	15	2205	http://www.surveypie.com/survey/374571d9-6f7d-4103-bbb9-9a1f162b8fed	374571d9-6f7d-4103-bbb9-9a1f162b8fed	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202601290400"}}	[202601290600]	[202603112359]	{{4,3,2,1,30},{4,2,1,7,1}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2206	15	2205	http://www.surveypie.com/survey/8a74447b-f4b3-43f0-940d-a388807d2059	8a74447b-f4b3-43f0-940d-a388807d2059	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202601290400"}}	[202601290600]	[202603112359]	{{4,3,2,1,30},{4,2,1,7,1}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2207	15	2205	http://www.surveypie.com/survey/dfafa250-9c71-433d-b1c7-b056242fc158	dfafa250-9c71-433d-b1c7-b056242fc158	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202601290400"}}	[202601290600]	[202603112359]	{{4,3,2,1,30},{4,2,1,7,1}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2208	15	2205	http://www.surveypie.com/survey/244f0be8-0a5a-4e3d-a091-e4813c3ca5a1	244f0be8-0a5a-4e3d-a091-e4813c3ca5a1	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{2,11423},{28,"202601290400"}}	[202601290600]	[202603112359]	{{4,3,2,1,30},{4,2,1,7,1}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1039	10	1039	https://www.diaochapai.com/survey/b0405727-393a-4a52-9e9d-696af702d649	b0405727-393a-4a52-9e9d-696af702d649	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202603050900]	[202603112359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2209	10	2209	http://www.surveypie.com/survey/695b5660-a14f-43d0-b152-767aec6ac1cb	695b5660-a14f-43d0-b152-767aec6ac1cb	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202603050900]	[202603112359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2210	10	2209	http://www.surveypie.com/survey/c93b7915-2f68-4f0c-a442-d559774a77ce	c93b7915-2f68-4f0c-a442-d559774a77ce	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202603050900]	[202603112359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2211	10	2209	http://www.surveypie.com/survey/d581a365-5022-4284-986f-0a066064bbc1	d581a365-5022-4284-986f-0a066064bbc1	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202603050900]	[202603112359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2212	10	2209	http://www.surveypie.com/survey/f5a29ac6-d687-4d11-902e-4fb02f34b616	f5a29ac6-d687-4d11-902e-4fb02f34b616	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202603050900]	[202603112359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
