唯一Id	优先级（值越小优先级越高；1,2,3,4）	字符串索引	说话人	Wwise事件名	声音时间(手动导出)	临时时间	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
		16PF.4	巴伦支仪器士兵	Play_Vo_prg016_girl016_03	2.549313		狼……狼的叫声？！		
									
Fragment_story.20007		Fragment_story.20007	平民青年	Play_Mo_npc999_gasp01_071	4.16034		（喘息声）		
									
Play_Vo_record001		Play_Vo_record001.1		Play_Vo_record001	69.54891				
Play_Vo_record004		Play_Vo_record004.1		Play_Vo_record004	17.12571				
Play_Vo_record003		Play_Vo_record003.1		Play_Vo_record003	40.00002				
Play_Vo_record002		Play_Vo_record002.1		Play_Vo_record002	40.85814				
									
									
DLC1MACT1.1		DLC1MACT1.1.1	辰星	Play_Vo_dlc1act1_girl014_1	3.989433		泰古通达在零区竟然设有这样的地方。		
		DLC1MACT1.1.2	仓尧	Play_Vo_dlc1act1_npc024_1	2.40678		这都是为了满足客户的需求。		
		DLC1MACT1.1.3	仓尧	Play_Vo_dlc1act1_npc024_2	3.464036		总有一些贵客对隐私性和安全性非常在意。		
		DLC1MACT1.1.4	仓尧	Play_Vo_dlc1act1_npc024_3	2.372698		比如，你那位上级。		
		DLC1MACT1.1.5	辰星	Play_Vo_dlc1act1_girl014_2	4.726054		青鸟……不，是仓尧？		
		DLC1MACT1.1.6	仓尧	Play_Vo_dlc1act1_npc024_4	2.560249		看来通讯正常。		
		DLC1MACT1.1.7	仓尧	Play_Vo_dlc1act1_npc024_6	3.206032		鄙人现在就通过“青鸟”把门禁权限传给你。		
									
DLC1MACT1.2		DLC1MACT1.2.1	辰星	Play_Vo_dlc1act1_girl014_3	2.939592		没错，这就是我要负责的“货物”。		
		DLC1MACT1.2.2	辰星	Play_Vo_dlc1act1_girl014_4	2.875941		你们这里应该有更安全的运输路线吧？		
		DLC1MACT1.2.3	玄铠	Play_Vo_dlc1act1_npc031_1	3.213038		当然。我们有专用运输路线。		
		DLC1MACT1.2.4	玄铠	Play_Vo_dlc1act1_npc031_2	2.878458		能避开来参加庆典的人群。		
									
DLC1MACT1.3		DLC1MACT1.3.1	赭毫	Play_Vo_dlc1act1_npc030_3	3.581293		抱歉了，这几台的损失我们自己承担。		
		DLC1MACT1.3.2	辰星	Play_Vo_dlc1act1_girl014_7	2.244626		没事。先解决眼前的！		
		DLC1MACT1.3.3	赭毫	Play_Vo_dlc1act1_npc030_4	3.067007		麻烦你们了，我继续尝试恢复控制权！		
									
DLC1MACT1.4		DLC1MACT1.4.1	辰星	Play_Vo_dlc1act1_girl014_8	1.098095		怎么回事！		
		DLC1MACT1.4.2	赭毫	Play_Vo_dlc1act1_npc030_5	2.953016		可能是误触了警报，我关一下。		
		DLC1MACT1.4.3	赭毫	Play_Vo_dlc1act1_npc030_6	6		糟了。它们被远程入侵了！控制权失效，我暂时没办法恢复连接！		
		DLC1MACT1.4.4	玄铠	Play_Vo_dlc1act1_npc031_4	5.381792		这些机器就是不好使！小姑娘，你想个法子！		
		DLC1MACT1.4.5	辰星	Play_Vo_dlc1act1_girl014_9	1.217143		……我？		
									
DLC1MACT2.1		DLC1MACT2.1.1	仓尧	Play_Vo_dlc1act2_npc024_1	1.388639		情况我了解了。		
		DLC1MACT2.1.2	仓尧	Play_Vo_dlc1act2_npc024_2	2.390272		被入侵的机器人部分正在重启。		
		DLC1MACT2.1.3	仓尧	Play_Vo_dlc1act2_npc024_3	3.885011		除了此处，其它地方也监测到了机器人的异常。		
		DLC1MACT2.1.4	仓尧	Play_Vo_dlc1act2_npc024_4	1.77322		暂不清楚入侵来源。		
		DLC1MACT2.1.5	辰星	Play_Vo_dlc1act2_girl014_1	3.707574		我想先在周围看看，也许会找到些线索。		
		DLC1MACT2.1.6	仓尧	Play_Vo_dlc1act2_npc024_5	3.2		理应如此，还请谨慎行事。		
									
DLC1MACT2.2		DLC1MACT2.2.1	玄铠	Play_Vo_dlc1act2_npc031_1	3.8		这些趟子手，眼睛糊了么！		
		DLC1MACT2.2.2	辰星	Play_Vo_dlc1act2_girl014_4	6.083855		趟子手？你们还在用旧时镖局的称呼……不别扭吗？		
		DLC1MACT2.2.3	玄铠	Play_Vo_dlc1act2_npc031_2	6.080453		上头那些人喜欢，说是什么继承前身啊，保护传统的意思。		
		DLC1MACT2.2.4	赭毫	Play_Vo_dlc1act2_npc030_2	5.057937		有点不对劲。这些人穿着趟子手的衣服，但我一个都不认识。		
									
DLC1MACT2.3		DLC1MACT2.3.1	辰星	Play_Vo_dlc1act2_girl014_5	2.188163		它们看起来在巡逻？		
		DLC1MACT2.3.2	赭毫	Play_Vo_dlc1act2_npc030_3	5.4		应该是底层逻辑还没被入侵……不过我们很有可能被识别成入侵者。		
		DLC1MACT2.3.3	赭毫	Play_Vo_dlc1act2_npc030_4	5.622427		可以的话，绕着走吧？打碎也没没问题，就是维修有点……		
		DLC1MACT2.3.4	玄铠	Play_Vo_dlc1act2_npc031_3	2.932154		走了走了，快点！别墨迹！		
									
DLC1MACT2.4		DLC1MACT2.4.1	赭毫	Play_Vo_dlc1act2_npc030_5	3.873039		这边！大门也被入侵了吗……		
		DLC1MACT2.4.2	赭毫	Play_Vo_dlc1act2_npc030_6	4.304127		等不了小鸟远程恢复权限了。给我一点时间，我现在手动解。		
		DLC1MACT2.4.3	辰星	Play_Vo_dlc1act2_girl014_6	3.208163		嗯，不慌，优先求稳。		
		DLC1MACT2.4.4	玄铠	Play_Vo_dlc1act2_npc031_4	2.28898		别聊咯，有人来了！		
									
DLC1MACT3.1		DLC1MACT3.1.1	辰星	Play_Vo_dlc1act3_girl014_1	2.031247		这就是你说的“捷径”？		
		DLC1MACT3.1.2	赭毫	Play_Vo_dlc1act3_npc030_1	2.830907		欢迎搭乘泰古通达无人搬运车。		
		DLC1MACT3.1.3	玄铠	Play_Vo_dlc1act3_npc031_1	3.631814		站稳了，这玩意不是为载人设计的。		
		DLC1MACT3.1.4	玄铠	Play_Vo_dlc1act3_npc031_2	2.87195		要是颠着了，就忍一忍。		
									
DLC1MACT3.2		DLC1MACT3.2.1	辰星	Play_Vo_dlc1act3_girl014_2	2.272381		无人搬运车的确很方便。		
		DLC1MACT3.2.2	仓尧	Play_Vo_dlc1act3_npc024_1	4.23254		你们怎么这么熟练，规定可是一直不准载人的啊。		
		DLC1MACT3.2.3	赭毫	Play_Vo_dlc1act3_npc030_2	4.902222		以防万一，你看，“万一”这不就来了么。		
									
DLC1MACT3.3		DLC1MACT3.3.1	玄铠	Play_Vo_dlc1act3_npc031_3	6.777868		哼，平常关照了些狼心狗肺的家伙，收点钱就冲我们举枪！		
		DLC1MACT3.3.2	辰星	Play_Vo_dlc1act3_girl014_3	6.493764		不。那些主动攻击我们的人，和之前扣下的居民有着截然不同的气场。		
									
DLC1MACT3.4		DLC1MACT3.4.1	玄铠	Play_Vo_dlc1act3_npc031_4	3.375964		啧。说曹操，曹操到。		
		DLC1MACT3.4.2	赭毫	Play_Vo_dlc1act3_npc030_3	3.756531		这东西也被他们拿到控制权了啊，哎。		
									
DLC1MACT4.1		DLC1MACT4.1.1	仓尧	Play_Vo_dlc1act4_npc024_1	2.344286		这两位是妮塔和肴，对吧？		
		DLC1MACT4.1.2	妮塔	Play_Vo_dlc1act4_girl003_1	3.730658		哇？这什么鸟，居然会说话！		
		DLC1MACT4.1.3	辰星	Play_Vo_dlc1act4_girl014_1	6.285669		这是之前那位主管的通讯装置。你们怎么到这边了？分析员呢？		
		DLC1MACT4.1.4	肴	Play_Vo_dlc1act4_girl010_1	5.977687		我俩按着分析员的吩咐往这边逛一圈，结果就被泰古通达的机器人给袭击了！		
		DLC1MACT4.1.5	妮塔	Play_Vo_dlc1act4_girl003_2	4.580635		这一开始可没说啊，那什么主管，记得报销补偿，补偿。		
		DLC1MACT4.1.6	仓尧	Play_Vo_dlc1act4_npc024_2	4.163061		抱歉抱歉，招待不周是我们的问题。		
		DLC1MACT4.1.7	仓尧	Play_Vo_dlc1act4_npc024_3	4.550817		把不明物资箱的坐标发过去了，麻烦三位前去看看。		
									
DLC1MACT4.2		DLC1MACT4.2.1	妮塔	Play_Vo_dlc1act4_girl003_3	2.251157		看坐标，就是这个了。		
		DLC1MACT4.2.2	赭毫	Play_Vo_dlc1act4_npc030_1	4.089683		他们还真是“敬业”，什么地方都塞。		
		DLC1MACT4.2.3	妮塔	Play_Vo_dlc1act4_girl003_4	4.568027		你这箱子里的东西危险吗，要不我一拳砸碎算了？		
		DLC1MACT4.2.4	玄铠	Play_Vo_dlc1act4_npc031_1	4.967574		这姑娘性格豪爽，老夫我喜欢！		
									
DLC1MACT4.3		DLC1MACT4.3.1	肴	Play_Vo_dlc1act4_girl010_2	2.842562		运输机，运输机要逃跑了！		
		DLC1MACT4.3.2	妮塔	Play_Vo_dlc1act4_girl003_5	3.83932		终于不用坐那个晕人的船了……		
		DLC1MACT4.3.3	赭毫	Play_Vo_dlc1act4_npc030_2	2.074195		这边，这边也可以走。		
									
DLC1MACT5.1		DLC1MACT5.1.1	辰星	Play_Vo_dlc1act5_girl014_1	2.303741		我刚刚就有点好奇。		
		DLC1MACT5.1.2	辰星	Play_Vo_dlc1act5_girl014_2	5.985057		这里经营着一些店面，看起来并非是生存刚需，怎么做到的？		
		DLC1MACT5.1.3	肴	Play_Vo_dlc1act5_girl010_1	5.882721		这些哪个不是刚需，你数出来，我看明明都是嘛。		
		DLC1MACT5.1.4	辰星	Play_Vo_dlc1act5_girl014_3	6.856462		火锅店？养生会所？还有那个，我刚刚看到的一堆人坐着喝茶的地方。		
		DLC1MACT5.1.5	辰星	Play_Vo_dlc1act5_girl014_4	3.4		泰古通达的物资丰富到这种地步吗？		
		DLC1MACT5.1.6	仓尧	Play_Vo_dlc1act5_npc024_1	3.3		还是鄙人来解释吧。		
		DLC1MACT5.1.7	仓尧	Play_Vo_dlc1act5_npc024_2	5.788458		零区内大多数人生活在天楼，有人需要享乐，有人需要工作。		
		DLC1MACT5.1.8	仓尧	Play_Vo_dlc1act5_npc024_3	7.659138		世界树需要这里维持一定的秩序，而我们……呵呵，各取所需嘛。		
									
DLC1MACT5.2		DLC1MACT5.2.1	镖师	Play_Vo_dlc1act5_zhenyuangong_1	3.314717		兄弟们，就是这些家伙冒充我们！		
		DLC1MACT5.2.2	镖师	Play_Vo_dlc1act5_zhenyuangong_2	4.729569		敢小瞧我们？抄家伙上，别让他们跑了！		
		DLC1MACT5.2.3	玄铠	Play_Vo_dlc1act5_npc031_1	3.622222		小姑娘，你可瞄准好了，别伤到自家人。		
		DLC1MACT5.2.4	辰星	Play_Vo_dlc1act5_girl014_5	4.430794		大可放心。		
									
DLC1MACT6.1		DLC1MACT6.1.1	辰星	Play_Vo_dlc1act6_girl014_1	2.338594		合同能临时增加几条吗？		
		DLC1MACT6.1.2	玄铠	Play_Vo_dlc1act6_npc031_1	5.101905		不用，在自家地盘上出事，老夫哪能坐视不管。		
		DLC1MACT6.1.3	辰星	Play_Vo_dlc1act6_girl014_2	4.551043		优先救助和保护民众。其它的，我来收拾。		
									
DLC1MACT6.2		DLC1MACT6.2.1	辰星	Play_Vo_dlc1act6_girl014_3	3.401633		降临团的人？他们在这里干什么？		
		DLC1MACT6.2.2	赭毫	Play_Vo_dlc1act6_npc030_1	4.146349		明灯新仪入场规则之一，人人皆客。		
		DLC1MACT6.2.3	赭毫	Play_Vo_dlc1act6_npc030_2	3.503152		等一下，那边的机器人也失控了，你小心点！		
									
DLC1MACT6.3		DLC1MACT6.3.1	降临团女性	Play_Vo_dlc1act6_jianglin_1	4.677574		感谢……愿泰坦保佑你。		
		DLC1MACT6.3.2	玄铠	Play_Vo_dlc1act6_npc031_2	5.014921		都这个时候了还满嘴那玩意儿！别管她了，我们还有事要做。		
		DLC1MACT6.3.3	降临团女性	Play_Vo_dlc1act6_jianglin_2	8.769932		对不起对不起，我的同胞也在被那些机器人攻击，救救我，不，救救他们！		
		DLC1MACT6.3.4	辰星	Play_Vo_dlc1act6_girl014_4	2.8		……走吧。		
									
DLC1MACT6.4		DLC1MACT6.4.1	女性会员	Play_Vo_dlc1act6_jianglin_3	5.12873		啊，啊！亲爱的同胞们，太好了。		
		DLC1MACT6.4.2	女性会员	Play_Vo_dlc1act6_jianglin_4	3.417778		谢谢，谢谢你们！		
		DLC1MACT6.4.3	辰星	Play_Vo_dlc1act6_girl014_5	3.640952		嗯，这里很危险，你们快走吧。		
									
DLC1MACT7.1		DLC1MACT7.1.1	郊狼棒子哥	Play_Vo_dlc1act7_jiaolang_1	8.830476		谢谢了，谢谢！那些机器疯了一样地突然就扑上来了。		
		DLC1MACT7.1.2	郊狼棒子哥	Play_Vo_dlc1act7_jiaolang_2	4.758072		我的兄弟们也被这些玩意儿困住了啊，要不你们……？		
		DLC1MACT7.1.3	玄铠	Play_Vo_dlc1act7_npc031_1	2.902426		老夫都听到声音了，那边是吧！		
									
DLC1MACT7.2		DLC1MACT7.2.1	郊狼棒子哥	Play_Vo_dlc1act7_jiaolang_3	6.933197		呵，世界树的，干得不错……别想我说谢谢！		
		DLC1MACT7.2.2	辰星	Play_Vo_dlc1act7_girl014_1	2.689569		不谢，举手之劳。		
		DLC1MACT7.2.3	赭毫	Play_Vo_dlc1act7_npc030_1	3.148027		哇，你们的脸色好臭。		
		DLC1MACT7.2.4	玄铠	Play_Vo_dlc1act7_npc031_2	7.167052		哈哈！老夫倒是能理解，不过，人命关天，还是先放下以前的恩怨吧。		
									
DLC1MACT7.3		DLC1MACT7.3.1	辰星	Play_Vo_dlc1act7_girl014_2	2.499773		异化人！		
		DLC1MACT7.3.2	辰星	Play_Vo_dlc1act7_girl014_3	4.800454		居然混进来了异化人……背后的人到底想干什么！		
									
DLC1MACT8.1		DLC1MACT8.1.1	辰星	Play_Vo_dlc1act8_girl014_1	4.859977		今天我算是把不寻常的路都走了一遍……		
		DLC1MACT8.1.2	赭毫	Play_Vo_dlc1act8_npc030_1	3.699388		稳着点，稳着点！		
		DLC1MACT8.1.3	玄铠	Play_Vo_dlc1act8_npc031_1	4.852381		哈哈哈，两个小姑娘，还得多练练！		
									
DLC1MACT8.2		DLC1MACT8.2.1	辰星	Play_Vo_dlc1act8_girl014_2	2.953651		这里的人都撤离了吗？很好。		
		DLC1MACT8.2.2	玄铠	Play_Vo_dlc1act8_npc031_2	5.606961		老夫还说结束了过来喝杯茶，结果摊子都空了啊……		
		DLC1MACT8.2.3	赭毫	Play_Vo_dlc1act8_npc030_2	1.535397		别走神！		
									
DLC1MACT8.3		DLC1MACT8.3.1	玄铠	Play_Vo_dlc1act8_npc031_3	1.8		这边也有那些怪物！		
		DLC1MACT8.3.2	辰星	Play_Vo_dlc1act8_girl014_3	1.500386		你们保护好群众。		
		DLC1MACT8.3.3	辰星	Play_Vo_dlc1act8_girl014_4	1.922358		这些异化人交给我来处理！		
									
DLC1MACT9.1		DLC1MACT9.1.1	辰星	Play_Vo_dlc1act9_girl014_1	2.081565		异化人越来越多了。		
		DLC1MACT9.1.2	辰星	Play_Vo_dlc1act9_girl014_2	1.611202		这不是什么好兆头。		
									
DLC1MACT9.2		DLC1MACT9.2.1	镖头？	Play_Vo_dlc1act9_jiayuangong_1	3.545964		就那个女的。买家要求不管死活，拦住她！		
		DLC1MACT9.2.2	镖师？	Play_Vo_dlc1act9_jiayuangong_2	0.855578		好！		
		DLC1MACT9.2.3	辰星	Play_Vo_dlc1act9_girl014_3	3.375601		拦住我？那就试试看吧。		
									
DLC1MACT10.1		DLC1MACT10.1.1	辰星	Play_Vo_dlc1act10_girl014_1	3.273832		这是……泰坦！？		
		DLC1MACT10.1.2	辰星	Play_Vo_dlc1act10_girl014_2	1.579932		怎么会……		
		DLC1MACT10.1.3	辰星	Play_Vo_dlc1act10_girl014_3	1.917846		赭毫，玄铠！		
		DLC1MACT10.1.4	辰星	Play_Vo_dlc1act10_girl014_4	2.648594		守住入口，别让其他人靠近这里！		
									
DLC1MACT11.1		DLC1MACT11.1.1	辰星云篆	Play_Vo_dlc1act11_girl014_1	3.754853		现在，你逃不掉了。		
									
CH.11.01.01		CH.11.01.01.01	陶	Play_Vo_ch11act1_npc003_1	6		你们的任务目标很清楚，进入这片区域，找到“第五研究所”。		
		CH.11.01.01.02	陶	Play_Vo_ch11act1_npc003_2	2.880544		我会指派一些后勤人员提供支援。		
		CH.11.01.01.03	陶	Play_Vo_ch11act1_npc003_3	3.211859		有任何突发情况，随时向我报告。		
		CH.11.01.01.04	里芙&晴&芙提雅	Play_Vo_ch11act1_harmony_1	0.629433		收到。		
									
CH.11.01.02		CH.11.01.02.01	芙提雅	Play_Vo_ch11act1_girl004_1	6.00068		欸？晴小前辈！你穿的是新型战术套装吗？！它叫什么名字！		
		CH.11.01.02.02	晴	Play_Vo_ch11act1_girl006_1	3.390975		它的名字，叫“藏锋”。		
		CH.11.01.02.03	芙提雅	Play_Vo_ch11act1_girl004_2	4.445352		感觉设计思路和我的“缄默”完全不同！		
		CH.11.01.02.04	芙提雅	Play_Vo_ch11act1_girl004_2_1	5.911565		好像是偏向近战类型的呢！威力怎么样？好不好用？		
		CH.11.01.02.05	里芙	Play_Vo_ch11act1_girl002_1	3.606667		看来，很快就能通过实战来验证了。		
									
CH.11.02.01		CH.11.02.01.01	芙提雅	Play_Vo_ch11act2_girl004_1	4.646168		这里也有一堵墙！不过比隔离墙矮多了。		
		CH.11.02.01.02	晴	Play_Vo_ch11act2_girl006_1	2.509365		墙内的环境好像有些特殊。		
		CH.11.02.01.03	芙提雅	Play_Vo_ch11act2_girl004_2	6.258549		好奇怪！隔离墙防的是泰坦污染，这堵墙防的是什么呢？		
									
CH.11.02.02		CH.11.02.02.01	芙提雅	Play_Vo_ch11act2_girl004_3	6.468639		有雾霾！空气质量堪忧！我要打开呼吸过滤系统了！		
		CH.11.02.02.02	晴	Play_Vo_ch11act2_girl006_2	3.423356		这里面，很安静……		
		CH.11.02.02.03	晴	Play_Vo_ch11act2_girl006_3	4.858957		但我有一种……正在被人观察的感觉。		
		CH.11.02.02.04	芙提雅	Play_Vo_ch11act2_girl004_4	3.726191		嘶……别说这么吓人的话！		
									
CH.11.02.03		CH.11.02.03.01	芙提雅	Play_Vo_ch11act2_girl004_5	2.795011		危险危险！有炮台！		
		CH.11.02.03.02	晴	Play_Vo_ch11act2_girl006_4	3.429365		好像没被激活，暂时不用管它们。		
									
CH.11.03.01		CH.11.03.01.01	芙提雅	Play_Vo_ch11act3_girl004_1	3.05288		喂！你不要过来啊！		
		CH.11.03.01.02	里芙	Play_Vo_ch11act3_girl002_1	1.550612		小太阳，退后！		
		CH.11.03.01.03	里芙	Play_Vo_ch11act3_girl002_2	2.287438		没有察觉到对方有明确的敌意……		
		CH.11.03.01.04	晴	Play_Vo_ch11act3_girl006_1	3.227302		但她确实正在攻击我们。		
									
CH.11.03.02		CH.11.03.02.01	芙提雅	Play_Vo_ch11act3_girl004_2	5.137982		星！期！三！你确定这叫“没有敌意”？！		
									
CH.11.03.03		CH.11.03.03.01	晴	Play_Vo_ch11act3_girl006_2	2.938322		你是谁？为什么要攻击我们？		
		CH.11.03.03.02	晴	Play_Vo_ch11act3_girl006_3	4.471519		这时候反而不说话了……没法正常沟通吗？		
		CH.11.03.03.03	芙提雅	Play_Vo_ch11act3_girl004_3	5.309886		你为什么会觉得！她是能够正常沟通的类型！		
									
CH.11.04.01		CH.11.04.01.01	里芙	Play_Vo_ch11act4_girl002_1	1.34932		攻击不起作用。		
		CH.11.04.01.02	芙提雅	Play_Vo_ch11act4_girl004_1	7.695737		咳……咳咳……咳咳咳！我感觉……不太舒服。		
		CH.11.04.01.03	晴	Play_Vo_ch11act4_girl006_1	2.456712		不太对劲，我们先离开这里。		
									
CH.11.04.02		CH.11.04.02.01	晴	Play_Vo_ch11act4_girl006_2	0.936712		快关门！		
		CH.11.04.02.02	芙提雅	Play_Vo_ch11act4_girl004_2	4.940612		呼……出来以后我感觉好多了。		
									
CH.11.04.03		CH.11.04.03.01	晴	Play_Vo_ch11act4_girl006_3	2.328707		星期三，小太阳，看那里。		
									
CH.11.04.04		CH.11.04.04.01	晴	Play_Vo_ch11act4_girl006_4	4.211383		小心！刚才那两个炮台好像正在被激活。		
		CH.11.04.04.02	里芙	Play_Vo_ch11act4_girl002_2	4.346803		它们只对从里面出来的人有反应，有意思。		
									
CH.11.04.05		CH.11.04.05.01	芙提雅	Play_Vo_ch11act4_girl004_3	4.227551		啊！！！这个人到底是谁！快把我的眼睛捂住！		
		CH.11.04.05.02	里芙	Play_Vo_ch11act4_girl002_3	3.076621		冷静点，他只是在观察我们。		
		CH.11.04.05.03	晴	Play_Vo_ch11act4_girl006_5	3.870045		这样反而更令人不安。		
									
CH.11.04.06		CH.11.04.06.01	芙提雅	Play_Vo_ch11act4_girl004_4	4.103379		这些“怪家伙”！不是都被关在墙里面了吗？！		
		CH.11.04.06.02	晴	Play_Vo_ch11act4_girl006_6	3.319002		看来并不是全部。		
		CH.11.04.06.03	里芙	Play_Vo_ch11act4_girl002_4	4.15		这一个的状态，好像跟“它”墙内的同类不太一样。		
									
CH.11.04.07		CH.11.04.07.01	里芙	Play_Vo_ch11act4_girl002_5	3.00551		这种消失方式……很熟悉。		
									
CH.11.04.08		CH.11.04.08.01	晴	Play_Vo_ch11act4_girl006_7	6.686032		这个消失方式……难道这些郊狼也是幽灵……		
									
CH.11.04.09		CH.11.04.09.01	晴	Play_Vo_ch11act4_girl006_8	6.63805		刚刚收到联络，营地受到攻击，我们尽快解决问题，返回支援。		
		CH.11.04.09.02	芙提雅	Play_Vo_ch11act4_girl004_5	5.972041		有没有一种可能，就是……我们才是被解决的那个！		
									
CH.11.05.01		CH.11.05.01.01	干员麦克	Play_Vo_ch11act5_Michael_1	2.979433		是分析员长官！太好了！		
