类型（1角色卡 2武器 3后勤 4怪物 5时装 6剧情 7探索 8配件 9BGM 10CG 11教程界面)	Id(计算task，不能重复)	//注释	国服解锁时间	海外解锁时间	解锁条件（道具GDPL/怪物模板ID）	图素（resource）	图标	和谐图paintingID 目前支持的有角色和时装	扩展参数1	扩展参数2	扩展参数3	扩展参数4	扩展参数5	扩展参数6	扩展参数7	扩展参数8	和谐标签
9	9063	失衡信号·其二				3700008			riki.bgm_DLC8	BGM|Fight|Activity|DLC08,DLC|Fight02,Battle|On	riki.BGM_DLC8_name6		1,29				
9	9065	智械的诱饵·其二				3700008			riki.bgm_DLC8	BGM|Fight|Activity|DLC08,DLC|Fight03,Battle|On	riki.BGM_DLC8_name8		1,31				
9	9066	逆转推演				3700008			riki.bgm_DLC8	BGM|Fight|Activity|DLC08,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC8_name9		2,10				
9	9067	未定式演绎				3700009			riki.bgm_DLC9	BGM|Story|Cheerful06	riki.BGM_DLC9_name1		1,26				
9	9068	解救计划				3700009			riki.bgm_DLC9	BGM|Story|Grand02	riki.BGM_DLC9_name2		1,31				
9	9069	跃跃心动·其一				3700009			riki.bgm_DLC9	BGM|UI|DLC09_Rich_Stage01	riki.BGM_DLC9_name3		1,55				
9	9070	跃跃心动·其二				3700009			riki.bgm_DLC9	BGM|UI|DLC09_Rich_Stage02	riki.BGM_DLC9_name4		1,55				
9	9071	危步云端				3700009			riki.bgm_DLC9	BGM|UI|DLC09_Theme	riki.BGM_DLC9_name5		2,46				
9	9073	永恒之约			{{3,7,2,3,2},{3,7,8,3,2}}	3700009			riki.bgm_DLC9	BGM|UI|DLC09_Oath	riki.BGM_DLC9_name7		2,33				
9	9074	纾心秘语				3700009			riki.bgm_DLC9	BGM|UI|DLC09_Dorm	riki.BGM_DLC9_name8		2,04				
9	9075	粘稠梦魇·其一			{{2,11315}}	3700009			riki.bgm_DLC9	BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|On	riki.BGM_DLC9_name9		1,57				
9	9077	伪神造物·其一			{{2,11311}}	3700009			riki.bgm_DLC9	BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|On	riki.BGM_DLC9_name11		2,03				
9	9079	空都小憩·其一			{{2,11313}}	3700009			riki.bgm_DLC9	BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|On	riki.BGM_DLC9_name13		2,00				
9	9081	神之暗面				3700009			riki.bgm_DLC9	BGM|Fight|Activity|DLC09,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC9_name16		3,28				
9	9082	新生			{{2,11322}}	3700009			riki.bgm_DLC9	BGM|Fight|Activity|DLC09,DLC|BOSS02,Stage|Stage01	riki.BGM_DLC9_name15		1,52				
9	9083	新生·诉语			{{2,11322}}	3700009			riki.bgm_DLC9	BGM|Story|Lyric10	riki.BGM_DLC9_name17		1,58				
9	9103	约定待续				3700010			riki.bgm_DLC10	BGM|Story|Lyric11	riki.BGM_DLC10_name1		2,25				
9	9104	夜幕开场				3700010			riki.bgm_DLC10	BGM|Story|Tense09	riki.BGM_DLC10_name2		0,58				
9	9105	搏命戏剧			{{2,11331}}	3700010			riki.bgm_DLC10	BGM|Story|DLC10_Fight01	riki.BGM_DLC10_name3		1,53				
9	9106	离岛逃亡			{{2,11333}}	3700010			riki.bgm_DLC10	BGM|Story|DLC10_Fight02	riki.BGM_DLC10_name4		1,58				
9	9107	极夜幽影			{{2,11338}}	3700010			riki.bgm_DLC10	BGM|Story|DLC10_BOSS	riki.BGM_DLC10_name5		2,9				
9	9108	暗恋的提线演出				3700010			riki.bgm_DLC10	BGM|Story|DLC10_Theme02	riki.BGM_DLC10_name6		2,50				
9	9109	最棒的妄想舞台				3700010			riki.bgm_DLC10	BGM|Story|DLC10_Theme01	riki.BGM_DLC10_name7		1,53				
9	9110	鸣火号引				3700010			riki.bgm_DLC10	BGM|Story|DLC10_Fight03	riki.BGM_DLC10_name8		1,58				
9	9111	碰碰对撞				3700011			riki.bgm_DLC11	BGM|Story|DLC11_Fight01	riki.BGM_DLC11_name1		1,24				
9	9112	蹦蹦发射				3700011			riki.bgm_DLC11	BGM|Story|DLC11_Fight02	riki.BGM_DLC11_name2		1,22				
9	9113	跑跑疾冲				3700011			riki.bgm_DLC11	BGM|Story|DLC11_Fight03	riki.BGM_DLC11_name3		1,20				
9	9114	决斗吧，尘白恶魔号！				3700011			riki.bgm_DLC11	BGM|Story|DLC11_BOSS	riki.BGM_DLC11_name4		2,25				
9	9115	夜荧之海				3700011			riki.bgm_DLC11	BGM|Story|Lyric12	riki.BGM_DLC11_name5		2,59				
9	9116	心犀叠印				3700011			riki.bgm_DLC11	BGM|Story|Lyric13	riki.BGM_DLC11_name6		2,2				
9	9117	斑斓乐园				3700011			riki.bgm_DLC11	BGM|Story|DLC11_Theme	riki.BGM_DLC11_name7		1,59				
9	9118	轻触慢挑			{{3,7,15,2,2},{3,7,5,3,2}}	3700011			riki.bgm_DLC11	BGM|UI|BGM_HDCJ_YZ	riki.BGM_DLC11_name8		2,13				
9	9119	狙击与烈阳			{{2,11401}}	3700012			riki.bgm_DLC12	BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01	riki.BGM_DLC12_name1		2,24				
9	9120	幽谷涉险			{{2,11403}}	3700012			riki.bgm_DLC12	BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01	riki.BGM_DLC12_name2		2,06				
9	9121	崩如散沙			{{2,11406}}	3700012			riki.bgm_DLC12	BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01	riki.BGM_DLC12_name3		2,00				
9	9122	悬命火拼				3700012			riki.bgm_DLC12	BGM|Fight|Activity|DLC12,DLC|Fight04,Stage|Stage01	riki.BGM_DLC12_name4		2,51				
9	9123	扭曲信仰			{{2,11409}}	3700012			riki.bgm_DLC12	BGM|Story|DLC12_BOSS	riki.BGM_DLC12_name5		2,56				
9	9124	心跳日记			{{2,51451}}	3700012			riki.bgm_DLC12	BGM|Story|Cheerful07	riki.BGM_DLC12_name6		1,51				
9	9125	光斑轻跃			{{2,51452}}	3700012			riki.bgm_DLC12	BGM|Story|Cheerful08	riki.BGM_DLC12_name7		1,44				
9	9126	炽沙远鸣				3700012			riki.bgm_DLC12	BGM|Story|DLC12_Theme	riki.BGM_DLC12_name8		2,17				
9	9127	循环往复的抉择			{{2,11410}}	3700021			riki.bgm_DLC24	BGM|Fight|Activity|DLC13,DLC|Fight01,Stage|Stage01	riki.BGM_DLC24_name1		2,12				
9	9128	诡迷遗迹			{{2,11412}}	3700021			riki.bgm_DLC24	BGM|Fight|Activity|DLC13,DLC|Fight02,Stage|Stage01	riki.BGM_DLC24_name2		2,30				
9	9129	旋流暗涌			{{2,11415}}	3700021			riki.bgm_DLC24	BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01	riki.BGM_DLC24_name3		2,12				
9	9130	幽窟猎影			{{2,11417}}	3700021			riki.bgm_DLC24	BGM|Story|DLC13_BOSS	riki.BGM_DLC24_name4		2,56				
9	9131	未卜凶吉				3700021			riki.bgm_DLC24	BGM|Story|Lonely08	riki.BGM_DLC24_name5		2,7				
9	9132	梦忆往昔				3700021			riki.bgm_DLC24	BGM|Story|Lyric14	riki.BGM_DLC24_name6		1,0				
9	9133	与你共沐的“星”光				3700021			riki.bgm_DLC24	BGM|Story|DLC13_Theme	riki.BGM_DLC24_name7		1,53				
9	9134	深宅潜行			{{2,11421}}	3700023			riki.bgm_DLC25	BGM|Story|DLC14_Fight01	riki.BGM_DLC25_name1		2,09				
9	9135	邪暗巢穴			{{2,11423}}	3700023			riki.bgm_DLC25	BGM|Story|DLC14_Fight02	riki.BGM_DLC25_name2		2,56				
9	9136	拔祸除秽			{{2,11426}}	3700023			riki.bgm_DLC25	BGM|Story|DLC14_Fight03	riki.BGM_DLC25_name3		2,06				
9	9137	悟无常怒慈现			{{2,11429}}	3700023			riki.bgm_DLC25	BGM|Story|DLC14_Boss	riki.BGM_DLC25_name4		3,58				
9	9138	情丝绊心弦				3700023			riki.bgm_DLC25	BGM|Story|Lyric15	riki.BGM_DLC25_name5		2,02				
9	9139	幽庭深韵				3700023			riki.bgm_DLC25	BGM|Story|Quirky02	riki.BGM_DLC25_name6		2,24				
9	9140	两仪幻妙境				3700023			riki.bgm_DLC25	BGM|Story|Lonely09	riki.BGM_DLC25_name7		1,53				
9	9141	秘入古宅				3700023			riki.bgm_DLC25	BGM|Story|Tense10	riki.BGM_DLC25_name8		2,12				
9	9142	春愿和鸣				3700023			riki.bgm_DLC25	BGM|Story|DLC14_Theme	riki.BGM_DLC25_name9		2,46				
9	9143	星辉海岛之夜				3700023			riki.bgm_DLC25	BGM|Story|DLC14_Night	riki.BGM_DLC25_name10		2,00				
9	9144	暖池燕侣				3700023			riki.bgm_DLC25	BGM|Story|DLC14_Hotspring	riki.BGM_DLC25_name11		2,02				
9	9145	并蒂良缘			{{3,7,10,3,2},{3,7,14,3,2}}	3700023			riki.bgm_DLC25	BGM|Story|DLC14_Oath	riki.BGM_DLC25_name12		2,04				
9	9146	模因入侵				3700025			riki.bgm_DLC26	BGM|Story|DLC15_Fight01	riki.BGM_DLC26_name1		2,08				
9	9147	黄沙飞影				3700025			riki.bgm_DLC26	BGM|Story|DLC15_Fight02	riki.BGM_DLC26_name2		2,30				
9	9148	荒城余音				3700025			riki.bgm_DLC26	BGM|Story|DLC15_Fight03	riki.BGM_DLC26_name3		2,38				
9	9149	徒花之舞				3700025			riki.bgm_DLC26	BGM|Story|DLC15_Boss	riki.BGM_DLC26_name4		2,24				
9	9150	沉于雾中				3700025			riki.bgm_DLC26	BGM|Story|Tense11	riki.BGM_DLC26_name5		2,00				
9	9151	弦月摇篮				3700025			riki.bgm_DLC26	BGM|Story|Relaxed03	riki.BGM_DLC26_name6		1,50				
9	9152	破碎愿景				3700025			riki.bgm_DLC26	BGM|Story|Relaxed04	riki.BGM_DLC26_name7		2,50				
9	9153	黑白分明				3700025			riki.bgm_DLC26	BGM|Story|Lyric16	riki.BGM_DLC26_name8		1,59				
9	9154	绮梦绘本				3700025			riki.bgm_DLC26	BGM|Story|DLC15_Theme	riki.BGM_DLC26_name9		1,48				
9	9155	海平面之下			{{2,11501}}	3700027			riki.bgm_DLC27	BGM|Story|DLC16_Fight01	riki.BGM_DLC27_name1		2,08				
9	9156	浪涌械漩			{{2,11502}}	3700027			riki.bgm_DLC27	BGM|Story|DLC16_Fight02	riki.BGM_DLC27_name2		2,00				
9	9157	乱码思绪重启				3700027			riki.bgm_DLC27	BGM|Story|DLC16_Fight03	riki.BGM_DLC27_name3		2,00				
9	9158	锈之泪			{{2,11508}}	3700027			riki.bgm_DLC27	BGM|Story|DLC16_Boss	riki.BGM_DLC27_name4		2,38				
9	9159	消逝的曙光				3700027			riki.bgm_DLC27	BGM|Story|Lonely10	riki.BGM_DLC27_name5		2,03				
9	9160	她的愿望				3700027			riki.bgm_DLC27	BGM|Story|Grand03	riki.BGM_DLC27_name6		2,30				
9	9161	潮涌终焉的罗针				3700027			riki.bgm_DLC27	BGM|Story|Tense12	riki.BGM_DLC27_name7		2,21				
9	9162	令人怀念的阳光				3700027			riki.bgm_DLC27	BGM|Story|Lyric17	riki.BGM_DLC27_name8		2,40				
9	9163	秘林徜徉			{{3,7,3,2,2}}	3700027			riki.bgm_DLC27	BGM|Story|DLC16_Oath	riki.BGM_DLC27_name9		2,07				
9	9164	定格这一刻				3700027			riki.bgm_DLC27	BGM|Story|DLC16_Photo	riki.BGM_DLC27_name10		1,59				
9	9165	丛林叙事诗				3700027			riki.bgm_DLC27	BGM|Story|DLC16_Rich	riki.BGM_DLC27_name11		1,51				
9	9166	无人曾至的地方				3700027			riki.bgm_DLC27	BGM|Story|DLC16_Theme	riki.BGM_DLC27_name12		1,55				
9	9177	逻辑思考				3700029			riki.bgm_DLC28	BGM|Story|Tense13	riki.BGM_DLC28_name1		1,50				
9	9178	真相浮现				3700029			riki.bgm_DLC28	BGM|Story|Tense14	riki.BGM_DLC28_name2		1,58				
9	9179	最终证言			{{2,11518}}	3700029			riki.bgm_DLC28	BGM|Story|DLC28_Boss	riki.BGM_DLC28_name3		2,02				
9	9180	步步探查			{{2,11511}}	3700029			riki.bgm_DLC28	BGM|Story|DLC28_Fight01	riki.BGM_DLC28_name4		2,28				
9	9181	重新拼合的线索			{{2,11512}}	3700029			riki.bgm_DLC28	BGM|Story|DLC28_Fight02	riki.BGM_DLC28_name5		2,24				
9	9182	峰回路转				3700029			riki.bgm_DLC28	BGM|Story|DLC28_Fight03	riki.BGM_DLC28_name6		2,07				
9	9183	凝视裂隙				3700029			riki.bgm_DLC28	BGM|Story|DLC28_Theme	riki.BGM_DLC28_name7		2,04				
9	9184	金苹果的渴求				3700031			riki.bgm_DLC30	BGM|Story|Tense15	riki.BGM_DLC30_name1		1,39				
9	9185	金苹果的决意				3700031			riki.bgm_DLC30	BGM|Story|Tense16	riki.BGM_DLC30_name2		1,35				
9	9186	文明尽头				3700031			riki.bgm_DLC30	BGM|Story|Grand04	riki.BGM_DLC30_name3		1,53				
9	9187	最终防线			{{2,11539}}	3700031			riki.bgm_DLC30	BGM|Story|DLC30_BOSS	riki.BGM_DLC30_name4		2,08				
9	9188	庆典幻想			{{2,11531}}	3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight01	riki.BGM_DLC30_name5		1,34				
9	9189	穷追不舍			{{2,11533}}	3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight02	riki.BGM_DLC30_name6		1,35				
9	9190	异象空间			{{2,11536}}	3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight03	riki.BGM_DLC30_name7		1,41				
9	9191	策略验证				3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight04	riki.BGM_DLC30_name8		1,35				
9	9192	菜园大作战				3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight05	riki.BGM_DLC30_name9		1,23				
9	9193	爆爆总动员				3700031			riki.bgm_DLC30	BGM|Story|DLC30_Fight06	riki.BGM_DLC30_name10		1,41				
9	9194	活力蔬菜，成长伙伴！				3700031			riki.bgm_DLC30	BGM|Story|DLC30_BBCY_UI	riki.BGM_DLC30_name11		1,22				
9	9195	悠然时光				3700031			riki.bgm_DLC30	BGM|Story|DLC30_XJG	riki.BGM_DLC30_name12		1,58				
9	9196	爱语恋歌			{{3,7,15,3,2},{3,7,17,2,2}}	3700031			riki.bgm_DLC30	BGM|Story|DLC30_HD	riki.BGM_DLC30_name13		1,59				
9	9197	梦想蓝图				3700031			riki.bgm_DLC30	BGM|Story|DLC30_MNJY	riki.BGM_DLC30_name14		1,38				
9	9198	希望的晨曦				3700031			riki.bgm_DLC30	BGM|Story|DLC30_Theme	riki.BGM_DLC30_name15		1,28				
9	9199	盛开在阳光下的水之影				3700033			riki.bgm_DLC31	BGM|Story|Lyric18	riki.BGM_DLC31_name1		2,05				
9	9200	月光下的她				3700033			riki.bgm_DLC31	BGM|Story|Lyric19	riki.BGM_DLC31_name2		2,48				
9	9201	花朵与荒岛				3700033			riki.bgm_DLC31	BGM|Story|DLC31_Theme	riki.BGM_DLC31_name3		2,12				
9	9202	义无反顾的决定			{{2,11548}}	3700033			riki.bgm_DLC31	BGM|Story|DLC31_BOSS	riki.BGM_DLC31_name4		2,16				
9	9203	孤屿寻声			{{2,11541}}	3700033			riki.bgm_DLC31	BGM|Story|DLC31_Fight01	riki.BGM_DLC31_name5		2,12				
9	9204	秘密揭晓			{{2,11543}}	3700033			riki.bgm_DLC31	BGM|Story|DLC31_Fight02	riki.BGM_DLC31_name6		2,02				
9	9205	冲破束缚			{{2,11545}}	3700033			riki.bgm_DLC31	BGM|Story|DLC31_Fight03	riki.BGM_DLC31_name7		2,06				
9	9206	注意绕行				3700033			riki.bgm_DLC31	BGM|Story|DLC31_Fight04	riki.BGM_DLC31_name8		2,06				
9	9207	绚夏气泡				3700035			riki.bgm_DLC32	BGM|Story|DLC32_Theme	riki.BGM_DLC32_name1		1,42				
9	9208	幸存者指南				3700035			riki.bgm_DLC32	BGM|Story|DLC32_Fight06	riki.BGM_DLC32_name2		1,44				
9	9209	绘梦规划师				3700035			riki.bgm_DLC32	BGM|Story|DLC32_Rich	riki.BGM_DLC32_name3		1,48				
9	9210	水色情愫			{{3,7,8,4,2},{3,7,13,3,2}}	3700035			riki.bgm_DLC32	BGM|Story|DLC32_HD	riki.BGM_DLC32_name4		1,56				
9	9211	涟漪漫想				3700035			riki.bgm_DLC32	BGM|Story|DLC32_Dorm	riki.BGM_DLC32_name5		1,45				
9	9212	比烟花更璀璨				3700035			riki.bgm_DLC32	BGM|Story|Lyric20	riki.BGM_DLC32_name8		1,53				
9	9213	会轮到谁呢				3700035			riki.bgm_DLC32	BGM|Story|Quirky03	riki.BGM_DLC32_name9		2,03				
9	9214	暗处滋生			{{2,11605}}	3700035			riki.bgm_DLC32	BGM|Story|DLC32_Fight01	riki.BGM_DLC32_name10		1,56				
9	9215	幸运点数			{{2,11601}}	3700035			riki.bgm_DLC32	BGM|Story|DLC32_Fight02	riki.BGM_DLC32_name11		2,06				
9	9216	剧本之外			{{2,11607}}	3700035			riki.bgm_DLC32	BGM|Story|DLC32_Fight03	riki.BGM_DLC32_name12		2,03				
9	9217	终结畸变			{{2,11609}}	3700035			riki.bgm_DLC32	BGM|Story|DLC32_Boss01	riki.BGM_DLC32_name13		2,17				
9	9228	叩响门扉				3700037			riki.bgm_DLC33	BGM|Story|DLC33_Theme	riki.BGM_DLC33_name1		1,51				
9	9229	光迹				3700037			riki.bgm_DLC33	BGM|Story|DLC33_UI	riki.BGM_DLC33_name2		2,00				
9	9230	星之键				3700037			riki.bgm_DLC33	BGM|Story|Lyric21	riki.BGM_DLC33_name3		2,16				
9	9231	光之旅				3700037			riki.bgm_DLC33	BGM|Story|Lyric22	riki.BGM_DLC33_name4		2,01				
9	9232	迷乱			{{2,11701}}	3700037			riki.bgm_DLC33	BGM|Story|DLC33_Fight01	riki.BGM_DLC33_name5		2,06				
9	9233	残存			{{2,11708}}	3700037			riki.bgm_DLC33	BGM|Story|DLC33_Fight02	riki.BGM_DLC33_name6		2,05				
9	9234	天启			{{2,11707}}	3700037			riki.bgm_DLC33	BGM|Story|DLC33_Fight03	riki.BGM_DLC33_name7		2,01				
9	9235	北风的前奏				3700039			riki.bgm_DLC34	BGM|Story|DLC34_Theme	riki.BGM_DLC34_name1		1,53				
9	9236	黄昏终响				3700039			riki.bgm_DLC34	BGM|Story|Lyric23	riki.BGM_DLC34_name2		2,14				
9	9237	终焉归寂·其一				3700039			riki.bgm_DLC34	BGM|Story|Lyric24	riki.BGM_DLC34_name3		1,57				
9	9238	终焉归寂·其二				3700039			riki.bgm_DLC34	BGM|Story|Lyric25	riki.BGM_DLC34_name4		1,59				
9	9239	泥土里的宝藏				3700039			riki.bgm_DLC34	BGM|Story|DLC34_Fight03	riki.BGM_DLC34_name5		1,49				
9	9240	蔬菜大发现				3700039			riki.bgm_DLC34	BGM|Story|DLC34_Fight04	riki.BGM_DLC34_name6		1,56				
9	9241	冬日接力战				3700039			riki.bgm_DLC34	BGM|Story|DLC34_UI	riki.BGM_DLC34_name7		2,03				
9	9243	蜜色私语				3700039			riki.bgm_DLC34	BGM|Story|DLC34_PBPB	riki.BGM_DLC34_name9		2,08				
9	9244	战胜“星祈雪人号”！				3700039			riki.bgm_DLC34	BGM|Story|DLC34_BOSS02	riki.BGM_DLC34_name10		2,09				
9	9245	萧瑟尽染			{{2,11711}}	3700039			riki.bgm_DLC34	BGM|Story|DLC34_Fight01	riki.BGM_DLC34_name11		2,03				
9	9246	乱叶竞途			{{2,11714}}	3700039			riki.bgm_DLC34	BGM|Story|DLC34_Fight02	riki.BGM_DLC34_name12		2,01				
9	9247	黄昏终响·决战			{{2,11718}}	3700039			riki.bgm_DLC34	BGM|Story|DLC34_BOSS01	riki.BGM_DLC34_name13		2,15				
9	9248	往昔的弦音，未来的共奏				3700041			riki.bgm_DLC35	BGM|Story|DLC35_Theme	riki.BGM_DLC35_name1		2,05				
9	9249	与你交织的命运线			{{3,7,1,3,2},{3,7,5,4,2}}	3700041			riki.bgm_DLC35	BGM|Story|DLC35_HD	riki.BGM_DLC35_name2		2,05				
9	9250	游乐电玩				3700041			riki.bgm_DLC35	BGM|Story|DLC35_Dorm	riki.BGM_DLC35_name3		1,40				
9	9251	肃清之时				3700041			riki.bgm_DLC35	BGM|Story|DLC35_UI02	riki.BGM_DLC35_name4		2,23				
9	9252	情迷此刻				3700041			riki.bgm_DLC35	BGM|Story|Relaxed05	riki.BGM_DLC35_name5		2,11				
9	9253	崇福街小曲·复古记忆				3700041			riki.bgm_DLC35	BGM|Story|Lyric27	riki.BGM_DLC35_name6		2,19				
9	9254	崇福街小曲				3700041			riki.bgm_DLC35	BGM|Story|Lyric26	riki.BGM_DLC35_name7		2,19				
9	9255	玉影凭栏				3700041			riki.bgm_DLC35	BGM|Story|Lyric28	riki.BGM_DLC35_name8		2,13				
9	9256	前因今故			{{2,11729}}	3700041			riki.bgm_DLC35	BGM|Story|DLC35_BOSS01	riki.BGM_DLC35_name9		2,14				
9	9257	多诺卡，养成！				3700041			riki.bgm_DLC35	BGM|Story|DLC35_UI01	riki.BGM_DLC35_name10		2,10				
9	9258	多诺卡，出击！				3700041			riki.bgm_DLC35	BGM|Story|DLC35_Fight03	riki.BGM_DLC35_name11		2,02				
9	9259	大玩家斗哈姆				3700041			riki.bgm_DLC35	BGM|Story|DLC35_Fight04	riki.BGM_DLC35_name12		1,58				
9	9260	合围行进				3700041			riki.bgm_DLC35	BGM|Story|DLC35_Fight05	riki.BGM_DLC35_name13		1,05				
9	9261	巷战追逃			{{2,11721}}	3700041			riki.bgm_DLC35	BGM|Story|DLC35_Fight01	riki.BGM_DLC35_name14		2,07				
9	9262	逆风振翅			{{2,11723}}	3700041			riki.bgm_DLC35	BGM|Story|DLC35_Fight02	riki.BGM_DLC35_name15		2,07				
9	9263	胭脂雪，醉狐眠				3700043			riki.bgm_DLC36	BGM|Story|Relaxed06	riki.BGM_DLC36_name1		2,11				
9	9264	淬骨为刃				3700043			riki.bgm_DLC36	BGM|Story|Tense17	riki.BGM_DLC36_name2		2,15				
9	9265	初生的新芽				3700043			riki.bgm_DLC36	BGM|Story|DLC36_Theme	riki.BGM_DLC36_name3		2,57				
9	9266	超算进击协奏			{{2,11771}}	3700043			riki.bgm_DLC36	BGM|Story|DLC36_Fight01	riki.BGM_DLC36_name4		1,59				
9	9267	沉渊特快			{{2,11775}}	3700043			riki.bgm_DLC36	BGM|Story|DLC36_Fight02	riki.BGM_DLC36_name5		1,57				
9	9268	变身，捉迷藏高手！				3700043			riki.bgm_DLC36	BGM|Story|DLC36_Fight03	riki.BGM_DLC36_name6		3,04				
9	9269	赤炎·天狐破阵乐			{{2,11778}}	3700043			riki.bgm_DLC36	BGM|Story|DLC36_BOSS	riki.BGM_DLC36_name7		2,16				
10	10032	茉莉安·雨燕							riki.CG_characterPlot	3501056		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name32			1	
10	10033	里芙·狂猎							riki.CG_characterPlot	3501057		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name33			2	
10	10034	芙提雅·缄默							riki.CG_characterPlot	3501058		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name34			3	
10	10035	肴·冬至							riki.CG_characterPlot	3501059		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name35			4	
10	10036	安卡希雅·辉夜							riki.CG_characterPlot	3501060		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name36			5	
10	10037	芬妮·咎冠							riki.CG_characterPlot	3501061		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name37			6	
10	10038	辰星·云篆							riki.CG_characterPlot	3501062		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name38			7	
10	10039	晴·藏锋							riki.CG_characterPlot	3501063		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name39			8	
10	10040	猫汐尔·溯影							riki.CG_characterPlot	3501064		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name40			9	
10	10043	凯茜娅·蓝闪							riki.CG_characterPlot	3501067		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name43			10	
10	10045	恩雅·羽蜕							riki.CG_characterPlot	3501069		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name45	1		11	
10	10046	琴诺·悖谬							riki.CG_characterPlot	3501070		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name46	1		12	
10	10047	瑟瑞斯·瞬刻							riki.CG_characterPlot	3501071		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name47	1		13	
10	10102	里芙·无限之视			{{2,41673}}				riki.CG_characterPlot	3501094		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC9_name8			14	
10	10103	芬妮·辉耀			{{2,41666}}				riki.CG_characterPlot	3501095		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC9_name9			15	
10	10109	薇蒂雅·龙舌兰			{{2,41679}}				riki.CG_characterPlot	3501107			riki.CG_DLC10_name6			16	
10	11109	凯茜娅·朝翼			{{2,41690}}				riki.CG_characterPlot	3501125		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC11_name9			17	
10	11110	茉莉安·幽潮			{{2,41684}}				riki.CG_characterPlot	3501126		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC11_name10			18	
10	12107	芙提雅·2.3芙提雅			{{2,41694}}				riki.CG_characterPlot	3501136		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC12_name7			19	
10	24104	卜卜·小天师			{{2,41699}}				riki.CG_characterPlot	3501163		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC24_name4			20	
10	25109	辰星·琼弦			{{2,41710}}				riki.CG_characterPlot	1501217		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC25_name8			21	
10	25110	肴·夜天光	[202502061000]	[202502061000]	{{2,41705}}				riki.CG_characterPlot	1501218		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC25_name9			22	
10	26004	恩雅·澜风			{{2,41715}}				riki.CG_characterPlot	3501184			riki.CG_DLC26_name4			23	
10	10145	奈莉德·冥河代理人			{{2,41723}}				riki.CG_characterPlot	3501229			riki.CG_DLC27_name29			24	
10	10146	妮塔·悸响			{{2,41719}}				riki.CG_characterPlot	3501231			riki.CG_DLC27_name30			25	
10	10152	薇蒂雅·天鹅座			{{2,41727}}				riki.CG_characterPlot	3501238			riki.CG_DLC28_name5			26	
10	10163	凯茜娅-狂诗			{{2,41739}}				riki.CG_characterPlot	3501257			riki.CG_DLC30_name10			27	
10	10164	苔丝-绮幻	{202507241000}	{202507241000}	{{2,41734}}				riki.CG_characterPlot	3501259			riki.CG_DLC30_name11			28	
10	10172	克罗瑞娜·绯月			{{2,41744}}				riki.CG_characterPlot	3501269			riki.CG_DLC31_name8			29	
10	10701	芬妮【澄意】			{{2,41749}}				riki.CG_characterPlot	3501307			riki.CG_DLC32_name21			30	
10	10702	瑟瑞丝【悠游】			{{2,41753}}				riki.CG_characterPlot	3501308			riki.CG_DLC32_name22			31	
10	10703	米娅·星彩			{{2,41759}}				riki.CG_characterPlot	3501348			riki.CG_DLC33_name16			32	
10	10704	晴·霆光	{202511271000}	{202511271000}	{{2,41763}}				riki.CG_characterPlot	3501349			riki.CG_DLC33_name17			33	
10	10705	卜卜·灵鉴			{{2,41767}}				riki.CG_characterPlot	3501363			riki.CG_DLC34_name11			34	
