 	角色ID	Wwise事件	描述	气泡文本key	多个Wwise事件时随机概率	是否播放状态:0-自己播,队友不播;1-自己播,队友也播
main763	121302	Play_Vo_girl013b_02_main763	可以和我一起滑吗？哈哈太好了。我准备好……哇啊——啊哈哈哈……	speak.121302_main763	1	0
main764	121302	Play_Vo_girl013b_02_main764	分析员……坐我后面嘛。哈哈谢谢分析员。可以开始……哇啊——啊哈哈哈……	speak.121302_main764	1	0
main765	121302	Play_Vo_girl013b_02_main765	我再试一下吧，呜……啊……嗯，我好像找到诀窍了。	speak.121302_main765	1	0
main766	121302	Play_Vo_girl013b_02_main766	还是想再玩一下，嗯……这样……唔……哈哈，还是挺好玩的。	speak.121302_main766	1	0
main767	121302	Play_Vo_girl013b_02_main767	啊！？分析员也有这么调皮的一面呀。	speak.121302_main767	1	0
main768	121302	Play_Vo_girl013b_02_main768	唔哇！？哈哈哈你是故意的吧哈哈哈。	speak.121302_main768	1	0
main769	121302	Play_Vo_girl013b_02_main769	诶！？刚刚差点就掉下去了。	speak.121302_main769	1	0
main770	121302	Play_Vo_girl013b_02_main770	哇啊 ！好险，吓我一跳呵呵。	speak.121302_main770	1	0
main771	121302	Play_Vo_girl013b_02_main771	啦啦~嗯？哈哈。	speak.121302_main771	1	0
main773	121302	Play_Vo_girl013b_02_main773	啊唔！嗯~好冰啊！要尝尝看吗？	speak.121302_main773	1	0
main774	121302	Play_Vo_girl013b_02_main774	啊唔！嗯~好好吃！分析员要吃吗？	speak.121302_main774	1	0
main775	121302	Play_Vo_girl013b_02_main775	我想……再离分析员近一些，可以吗？（接一个轻轻的笑）	speak.121302_main775	1	0
main776	121302	Play_Vo_girl013b_02_main776	分析员的旁边有空位哦，是留给我的吗？	speak.121302_main776	1	0
main777	121302	Play_Vo_girl013b_02_main777	啾！	speak.121302_main777	1	0
main778	121302	Play_Vo_girl013b_02_main778	啾！	speak.121302_main778	1	0
main779	121302	Play_Vo_girl013b_02_main779	嗯……该做什么动作好呢？（思考）		1	0
main780	121302	Play_Vo_girl013b_02_main780	分析员，想拍什么姿势呢？（害羞地询问）		1	0
main781	121302	Play_Vo_girl013b_02_main781	现在这个角度可以吗？（害羞地询问）		1	0
main782	121302	Play_Vo_girl013b_02_main782	要不要也试试其他角度呢？（温柔友善地提建议）		1	0
main783	121302	Play_Vo_girl013b_02_main783	我准备好了。（开心期待）		1	0
main784	121302	Play_Vo_girl013b_02_main784	可以拍了哦。（开心期待）		1	0
main785	121302	Play_Vo_girl013b_02_main785	分析员也准备好了吧？（期待地询问）		1	0
main787	121302	Play_Vo_girl013b_02_main787	不好意思我……可、可以吗……嗯……	speak.121302_main787	1	0
main788	121302	Play_Vo_girl013b_02_main788	我、情不自禁就……分、分析员？你……嗯……	speak.121302_main788	1	0
						
茉莉安_霄鹰_纯白恋羽						
main700	130502	Play_Vo_girl005c_02_main700	呵呵。亲爱的？是我让你等太久了吗？毕竟是重要的恒约仪式，我就多花了些时间。只要你喜欢，我不在乎花多长时间呵呵。	speak.130502_main700	1	0
main701_01	130502	Play_Vo_girl005c_02_main701_01	亲爱的，过来这边坐吧。口渴吗？要不要喝点什么？我来喂你吧……啊！？这个……呵呵？	speak.130502_main701_01	1	0
main701_02	130502	Play_Vo_girl005c_02_main701_02	轮到我了，请喝。哈哈。刚刚是故意的吧？不过，我很喜欢。	speak.130502_main701_02	1	0
main702_01	130502	Play_Vo_girl005c_02_main702_01	今天站了好久，这里都疼起来了。亲爱的，可不可以帮帮我？嗯？亲爱的，你这是……？	speak.130502_main702_01	1	0
main702_02	130502	Play_Vo_girl005c_02_main702_02	唔啊！一下就不痛了！好神奇的感觉。亲爱的真是什么都会呢。	speak.130502_main702_02	1	0
main703_01	130502	Play_Vo_girl005c_02_main703_01	嗯？唔！亲爱的，你想做什么呢？唔！我想要你在我身上留下只属于你的标记。嗯？呵呵。	speak.130502_main703_01	1	0
main703_02	130502	Play_Vo_girl005c_02_main703_02	让我看看是什么标记。可以帮我一下吗？这是……！？我喜欢这个标记，这对我意义非凡。	speak.130502_main703_02	1	0
main720	130502	Play_Vo_girl005c_02_main720	嗯？亲爱的，你……？唔……有点舍不得呢。哈哈哈好痒。啊，等等！我喜欢……请继续。	speak.130502_main720	1	0
main731	130502	Play_Vo_girl005c_02_main731	呵呵		1	0
main732	130502	Play_Vo_girl005c_02_main732	唔…		1	0
main733	130502	Play_Vo_girl005c_02_main733	啊？		1	0
main734	130502	Play_Vo_girl005c_02_main734	呼……		1	0
main735	130502	Play_Vo_girl005c_02_main735	嗯？		1	0
main736	130502	Play_Vo_girl005c_02_main736	呵呵呵		1	0
main737	130502	Play_Vo_girl005c_02_main737	呼……呼……		1	0
main738	130502	Play_Vo_girl005c_02_main738	嗯~		1	0
main739	130502	Play_Vo_girl005c_02_main739	啊？！		1	0
main740	130502	Play_Vo_girl005c_02_main740	唔……哈哈		1	0
main741	130502	Play_Vo_girl005c_02_main741	唔~		1	0
main742	130502	Play_Vo_girl005c_02_main742	呵呵		1	0
main743	130502	Play_Vo_girl005c_02_main743	诶？		1	0
main744	130502	Play_Vo_girl005c_02_main744	诶！？		1	0
main745	130502	Play_Vo_girl005c_02_main745	哈哈		1	0
main746	130502	Play_Vo_girl005c_02_main746	嗯……		1	0
main747	130502	Play_Vo_girl005c_02_main747	唔！变紧……了。		1	0
main761	130502	Play_Vo_girl005c_02_main761	哼~嗯……？这可是你的杰作呀，亲爱的。	speak.130502_main761	1	0
main762	130502	Play_Vo_girl005c_02_main762	呵呵，嗯……在这里。亲爱的，下次帮我系紧点吧。	speak.130502_main762	1	0
main763	130502	Play_Vo_girl005c_02_main763	哈哈哈……唔啊！呼——嗯，别担心，我没事，刚刚就是有点吓到了。	speak.130502_main763	1	0
main764	130502	Play_Vo_girl005c_02_main764	这样还挺……啊！呵呵……我就知道，亲爱的一定会接住我的。	speak.130502_main764	1	0
main765	130502	Play_Vo_girl005c_02_main765	呜！呼……亲爱的手掌的温度。我们继续吧。	speak.130502_main765	1	0
main766	130502	Play_Vo_girl005c_02_main766	啊？是亲爱的刚才的触碰让我……情难自禁呵呵。	speak.130502_main766	1	0
main767	130502	Play_Vo_girl005c_02_main767	不……刚刚那种程度的抚摸，还不够。呵呵。	speak.130502_main767	1	0
main768	130502	Play_Vo_girl005c_02_main768	亲爱的，比以前更多地注视、触碰我吧。呵呵。	speak.130502_main768	1	0
main769	130502	Play_Vo_girl005c_02_main769	啊！一时没撑住。嗯——没事，不疼。	speak.130502_main769	1	0
main770	130502	Play_Vo_girl005c_02_main770	唔！手有点酸了。嗯——是我看你入迷了。	speak.130502_main770	1	0
main771	130502	Play_Vo_girl005c_02_main771	哈……哈……亲爱的，这里也想要。……很舒服。	speak.130502_main771	1	0
main772	130502	Play_Vo_girl005c_02_main772	哈……哈……其他地方也想被照顾，……就是这里。	speak.130502_main772	1	0
main773	130502	Play_Vo_girl005c_02_main773	呼……呼……刚刚的，好舒服啊。唔！疼……诶？呵呵，嘿~可是你给我松绑的哦。	speak.130502_main773	1	0
main774	130502	Play_Vo_girl005c_02_main774	今天亲爱的也很有兴致啊。唔！你要……？诶？呵呵，那我就不客气了。	speak.130502_main774	1	0
main775	130502	Play_Vo_girl005c_02_main775	嘿！呵呵。亲爱的，怎么离我这么远呢？再靠近些吧。好吗？呵呵。	speak.130502_main775	1	0
main776	130502	Play_Vo_girl005c_02_main776	嘿！呵呵。我已经做好准备了，别再让我等了……可以快点吗？	speak.130502_main776	1	0
main780	130502	Play_Vo_girl005c_02_main780	再等一会儿，就要……	speak.130502_main780	1	0
main781	130502	Play_Vo_girl005c_02_main781	嗯？比预想的更早呢。	speak.130502_main781	1	0
main782	130502	Play_Vo_girl005c_02_main782	亲爱的会不会觉得这里不够有格调呢？	speak.130502_main782	1	0
main783	130502	Play_Vo_girl005c_02_main783	那就好，我一心只想着找个宁静的地方和你独处，回过神来才发现这里作为恒约的场地有点朴素了。	speak.130502_main783	1	0
main784	130502	Play_Vo_girl005c_02_main784	我知道你从来不是追求物质的人，只是忍不住去想……我交付予您的是否与您相称。	speak.130502_main784	1	0
main785	130502	Play_Vo_girl005c_02_main785	不过现在我不担心了，因为您的肯定给了我信心哦~	speak.130502_main785	1	0
main786	130502	Play_Vo_girl005c_02_main786	……唔？似乎该开始了呢。	speak.130502_main786	1	0
main787	130502	Play_Vo_girl005c_02_main787	终于可以迎来这心心念念的时刻了，不为家族或使命，也不为交换什么，只为我们彼此的心意。	speak.130502_main787	1	0
main788	130502	Play_Vo_girl005c_02_main788	谢谢你愿意接纳我的一切。	speak.130502_main788	1	0
main711	130502	Play_Vo_girl005c_02_main711	不知道亲爱的有没有听说过，罗森兰的恒约仪式是需要以一支舞开始的。看来你知道。	speak.130502_main711	1	0
main712	130502	Play_Vo_girl005c_02_main712	不是以安德烈奥蒂家女儿的身份，也不是以海姆达尔部队队员的身份……我只是你的茉莉安。	speak.130502_main712	1	0
main713	130502	Play_Vo_girl005c_02_main713	我已经被你套牢了。以后也请更多地疼爱我吧！	speak.130502_main713	1	0
						
						
						
						
安卡希雅_时之重奏_缘音回响						
main700	120102	Play_Vo_girl001b_02_main700			1	0
main701_01	120102	Play_Vo_girl001b_02_main701_01	唔啊？又出bug了。好像有点磕到了……挺真实的痛感。哦？就知道亲爱的会心疼我。哼哼，交给你了。	speak.120102_main701_01	1	0
main701_02	120102	Play_Vo_girl001b_02_main701_02	呼~感觉好多了。哦？刚刚把这个踢歪了，我来回正一下。那我们继续吧。	speak.120102_main701_02	1	0
main702_01	120102	Play_Vo_girl001b_02_main702_01	唔！抖动幅度居然这么大，看来需要优化……啊！哦对了，这个烟雾是……呵呵	speak.120102_main702_01	1	0
main702_01	220102	Play_Vo_girl001b_lv2_02_main702_01			1	0
main702_02	220102	Play_Vo_girl001b_lv2_02_main702_02			1	0
main702_02	120102	Play_Vo_girl001b_02_main702_02	抓到了吧？恭喜！再来一次吧？	speak.120102_main702_02	1	0
main704	220102	Play_Vo_girl001b_lv2_02_main702_03			1	0
main704	120102	Play_Vo_girl001b_02_main702_03	是bug影响你发挥了。没关系，启动管理权限！嘿嘿。亲爱的再试试吧。	speak.120102_main702_03	1	0
main703_01	120102	Play_Vo_girl001b_02_main703_01	对了，给亲爱的一个小提示，其实这个还有个隐藏玩法嘿嘿，只要……啊！？	speak.120102_main703_01	1	0
main703_01	220102	Play_Vo_girl001b_lv2_02_main703_01			1	0
main703_02	120102	Play_Vo_girl001b_02_main703_02	唔！原来亲爱的早就发现这个玩法了，哈——不愧是我最爱的专属玩家。	speak.120102_main703_02	1	0
main720	120102	Play_Vo_girl001b_02_main720	唔，嗯？这里好像是还没开发完的恋爱游戏的界面。嗯……呼……等、等等……唔嗯~啊……我才不累……还想……更多……感觉怎么样？已经解锁这么多CG了，不愧是亲爱的！		1	0
main720	220102	Play_Vo_girl001b_lv2_02_main720			1	0
main731	120102	Play_Vo_girl001b_02_main731	嘿嘿~		1	0
main732	120102	Play_Vo_girl001b_02_main732	哼~		1	0
main733	120102	Play_Vo_girl001b_02_main733	嗯……？		1	0
main734	120102	Play_Vo_girl001b_02_main734	嘶……？		1	0
main735	120102	Play_Vo_girl001b_02_main735	啊！？		1	0
main736	120102	Play_Vo_girl001b_02_main736	哦？？？		1	0
main737	220102	Play_Vo_girl001b_lv2_02_main737	嗯？		1	0
main738	220102	Play_Vo_girl001b_lv2_02_main738	哦？		1	0
main739	220102	Play_Vo_girl001b_lv2_02_main739	诶？		1	0
main740	220102	Play_Vo_girl001b_lv2_02_main740	嘿？		1	0
main741	120102	Play_Vo_girl001b_02_main741	哈？		1	0
main742	120102	Play_Vo_girl001b_02_main742	啊？		1	0
main743	120102	Play_Vo_girl001b_02_main743	嘶！		1	0
main744	120102	Play_Vo_girl001b_02_main744	诶！		1	0
main745	120102	Play_Vo_girl001b_02_main745	呼……		1	0
main746	120102	Play_Vo_girl001b_02_main746	嗯~~~		1	0
main747	120102	Play_Vo_girl001b_02_main747	亲爱的，露一手吧~	speak.120102_main747	1	0
main748	120102	Play_Vo_girl001b_02_main748	注意！靠左。	speak.120102_main748	1	0
main749	120102	Play_Vo_girl001b_02_main749	冲一把！	speak.120102_main749	1	0
main750	120102	Play_Vo_girl001b_02_main750	往右一点！	speak.120102_main750	1	0
main751	120102	Play_Vo_girl001b_02_main751	亲爱的小心！快刹车！	speak.120102_main751	1	0
main752	120102	Play_Vo_girl001b_02_main752	集中精神。	speak.120102_main752	1	0
main753	120102	Play_Vo_girl001b_02_main753	亲爱的，在走神吗？	speak.120102_main753	1	0
main754	120102	Play_Vo_girl001b_02_main754	亲爱的，注意我的提示。	speak.120102_main754	1	0
main755	120102	Play_Vo_girl001b_02_main755	展现我们的配合之力吧！	speak.120102_main755	1	0
main756	120102	Play_Vo_girl001b_02_main756	喂~亲爱的，你应该不舍得我等你太久吧？	speak.120102_main756	1	0
main757	120102	Play_Vo_girl001b_02_main757	亲爱的，快来搭把手，没你我可赢不了。	speak.120102_main757	1	0
main761	120102	Play_Vo_girl001b_02_main761	嗯……？我也当一次灰姑娘吧。那就给你看个可爱的吧！诶嘿~	speak.120102_main761	1	0
main762	120102	Play_Vo_girl001b_02_main762	啊……？对了，亲爱的来帮我一下吧。以前流行过这种笨蛋美女设定哦~诶嘿~	speak.120102_main762	1	0
main763	120102	Play_Vo_girl001b_02_main763	嗯？奇怪，去哪了？不会又是BUG吧？跑哪去了。诶？原来在这里啊？嗯？还给我啦~	speak.120102_main763	1	0
main764	120102	Play_Vo_girl001b_02_main764	诶？怎么不见了？让我想想，最可能跑去哪里……哦！居然在亲爱的手里？嗯？嘿！哼哼~	speak.120102_main764	1	0
main765	120102	Play_Vo_girl001b_02_main765	唔哦？怎么回事？亲爱的，快帮忙稳住这个……啊！？嘿！咳咳，事发突然……哦？恢复了？哈哈。	speak.120102_main765	1	0
main766	120102	Play_Vo_girl001b_02_main766	啊！？发生什么事了？突然就不听使唤了。啊！？停下！！差……差点就撞上了。诶？没事了？哈哈。	speak.120102_main766	1	0
main767	220102	Play_Vo_girl001b_lv2_02_main767	嗯——嗯？什么？我知道了。亲爱的，你呀……	speak.120102_lv2_main767	1	0
main768	220102	Play_Vo_girl001b_lv2_02_main768	嗯——怎么了吗？哦~亲爱的想要……呵呵~歇会儿再继续。	speak.120102_lv2_main768	1	0
main769	220102	Play_Vo_girl001b_lv2_02_main769	熟悉的味道。哼哼~发现薯片。哼哼。我发明的最新吃法。	speak.120102_lv2_main769	1	0
main770	220102	Play_Vo_girl001b_lv2_02_main770	这个气味是……嘿嘿~果然有薯片！来~变更好吃了吧~	speak.120102_lv2_main770	1	0
main771	120102	Play_Vo_girl001b_02_main771	我先试试手感。唔！？等等！诶！？哼。哼哼，想不到吧？	speak.120102_main771	1	0
main772	120102	Play_Vo_girl001b_02_main772	还是竞速类经典。唔！？我的……？我的限定口味！哼。我还有呢嘿嘿。	speak.120102_main772	1	0
main773	120102	Play_Vo_girl001b_02_main773	超现实模式的震动感太强了，我这里都有点疼了。哇啊！？偷袭犯规哦。	speak.120102_main773	1	0
main774	120102	Play_Vo_girl001b_02_main774	一直保持这个姿势还是有点累，这里都僵硬了。哇啊！？专心一点啊哈哈。	speak.120102_main774	1	0
main775	120102	Play_Vo_girl001b_02_main775	嗯！刺激。来吧，这是最新的双人模式，亲爱的不来就没意思了。准备好了吗？	speak.120102_main775	1	0
main776	120102	Play_Vo_girl001b_02_main776	嗯！还不错。亲爱的快来试试吧！数据都调试好了。抓紧我，要开始了。	speak.120102_main776	1	0
main777	120102	Play_Vo_girl001b_lv2_02_main777	歪了点。	speak.120102_main777	1	0
main778	120102	Play_Vo_girl001b_lv2_02_main778	哈哈。	speak.120102_main778	1	0
main779	120102	Play_Vo_girl001b_lv2_02_main779	哎呀还差点。	speak.120102_main779	1	0
main780	120102	Play_Vo_girl001b_02_main780	咳咳，传说中的救世之人，被众神祝福的人类，终于完成所有的试炼了。	speak.120102_main780	1	0
main781	120102	Play_Vo_girl001b_02_main781	小到控制重力平衡，大到在太空击败来自外星的敌人，经过了重重困难，终于要迎来属于你的happy ending了。	speak.120102_main781	1	0
main782	120102	Play_Vo_girl001b_02_main782	别说这么见外的话啊，我以前做的游戏，亲爱的可都是第一个玩家。	speak.120102_main782	1	0
main783	120102	Play_Vo_girl001b_02_main783	哦呀？你的游戏品位还是一如既往地好，不过今天不能继续玩了，接下来还有更重要的环节。	speak.120102_main783	1	0
main784	120102	Play_Vo_girl001b_02_main784	那么……接下来就是奖励环节了。	speak.120102_main784	1	0
