索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
	1	按键设置已打开													0	Fight	PanelAlternate/0/BtnChange								{"guideui.DLC32settings",1}				guideui.DLC32settingshandle	{"Txttipstab"}	{-100,-80}			1	0		3																				
																																																									
52		新序章按键设置开启	NonForce	2		10121									0																											10100										10124					
	1	按键设置已打开													0	Fight	PanelAlternate/0/BtnChange								{"guideui.DLC32settingspc",3}			{"Txttipstab"}	guideui.DLC32settingshandle	{"Txttipstab"}	{0,0}			1	0		3																				
																																																									
																																																									
																																																									
11001		共鸣引导	Force	0									{"CheckLevelIsPass",{50174}};{"CheckItemCount",{5,21,1,4,1}};{"CreateTimeStart",{202509250400}}																																								Gacha				
	1	点击共鸣页面													0.7	Main	BtnGacha		PanelRight0			2					guideui.32licheng_37		guideui.32licheng_37		{600,500}	卡罗琳	card.NPC001		1				Click									{"CheckLimitedRoleGet",{1,2,3,1}}									
	2	点击单次共鸣														Gacha	BtnOne					2					guideui.32licheng_38		guideui.32licheng_38		{600,500}	卡罗琳	card.NPC001		1				Click								{"SelectGacha",{1}}										
																																																									
11002		供应站引导	Force	0				1					{"ReturnFalse"}																																												
	1	点击确认											{4,"CreateTimeEnd",{202509250400}}		2	GachaTap	Result/BtnConfirm					2													1				Click																		
	2	点击供应站													1	Gacha	BtnLike					2					guideui.32licheng_39		guideui.32licheng_39		{600,500}	卡罗琳	card.NPC001		1				Click																		
	3	点击礼包													1	Mall	listTab/3/BtnSelect					2					guideui.32licheng_40		guideui.32licheng_40		{600,500}	卡罗琳	card.NPC001		1				Click																		
																																																									
11003		2.5进程1引导	Force	0				1					{"CheckLevelIsPass",{50174}};{"CreateTimeStart",{202509250400}}																													51471											dlc25story				
	1	点击主界面出击按钮													0.7	Main	LevelBtn					2					guideui.32licheng_29		guideui.32licheng_29		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	2	选择主线故事													0.7	Dungeons	BtnLevel					2					guideui.32licheng_30		guideui.32licheng_30		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	3	点击朔州下													0.7	Chapter	ListTask/1/BtnSelect					2									{1200,680}	卡罗琳	card.NPC001		1				Click																		
	4	选择夙圆心行														chapter	Switcher/1/NormalBtn1					2									{1200,680}	卡罗琳	card.NPC001		1				Click																		
	5	选择2.5进程1											{6,"IsVeteran"}		1	dlc25story	Level/panel1/1/Button					2					guideui.32licheng_33		guideui.32licheng_33		{700,670}	卡罗琳	card.NPC001		1				Click								{"DLcStoryScrollIntoView",{"dlc25story",51471}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
																																																									
																																																									
																																																									
																																																									
11004		2.5第一关上阵引导	Force	0				1					{"CheckLevelIsPass",{51471}};{"CreateTimeStart",{202509250400}};{"CreateTimeEnd",{202512180400}}																													11421															1
	1	选择2.5第1关													1	dlc25story	Level/panel2/1/Button					2					guideui.32licheng_42		guideui.32licheng_42		{1200,680}	卡罗琳	card.NPC001		1				Click								{"DLcStoryScrollIntoView",{"dlc25story",11421}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
	2	点击出击														dlc25story	Level/LevelInfo/FightBtn					2					guideui.32licheng_43		guideui.32licheng_43		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	3	点击添加队员														Formation	F0					2					guideui.32licheng_44		guideui.32licheng_44		{700,670}	里芙	card.girl021		1				Click									{"SetCanEditFormation",{1}}									
	4	点击里芙														Role	Special_SelectCard/{1,2,1,1}					2					guideui.32licheng_45		guideui.32licheng_45		{700,670}	里芙	card.girl021		1				Click								{"ScrollCardIntoView",{1,2,1,1}}										
	5	点击上阵														Role	Formation/BtnFormation					2					guideui.32licheng_46		guideui.32licheng_46		{700,670}	里芙	card.girl021		1				Click																		
	6	点击添加队员														Formation	F2					2					guideui.32licheng_47		guideui.32licheng_47		{700,670}	安卡希雅	card.girl011		1				Click									{"SetCanEditFormation",{1}}									
	7	点击安卡希雅														Role	Special_SelectCard/{1,1,1,1}					2					guideui.32licheng_48		guideui.32licheng_48		{700,670}	安卡希雅	card.girl011		1				Click								{"ScrollCardIntoView",{1,1,1,1}}										
	8	点击上阵														Role	Formation/BtnFormation					2					guideui.32licheng_49		guideui.32licheng_49		{700,670}	安卡希雅	card.girl011		1				Click																		
	9	点击出击														Formation	FightBtn					2					guideui.32licheng_50		guideui.32licheng_50		{1200,680}	里芙	card.girl021		1				Click																		
																																																									
11201		2.5第一关上阵引导3.4	Force	0				1					{"CheckLevelIsPass",{51471}};{"CreateTimeStart",{202512180400}}																													11421															1
	1	选择2.5第1关													1	dlc25story	Level/panel2/1/Button					2					guideui.32licheng_42		guideui.32licheng_42		{1200,680}	卡罗琳	card.NPC001		1				Click								{"DLcStoryScrollIntoView",{"dlc25story",11421}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
	2	点击出击														dlc25story	Level/LevelInfo/FightBtn					2					guideui.32licheng_43		guideui.32licheng_43		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	3	点击添加队员														Formation	F0					2					guideui.32licheng_44		guideui.32licheng_44		{700,670}	里芙	card.girl021		1				Click									{"SetCanEditFormation",{1}}									
	4	点击无限之视														Role	Special_SelectCard/{1,2,3,1}					2					guideui.32licheng_45		guideui.32licheng_45		{700,670}	里芙	card.girl021		1				Click								{"ScrollCardIntoView",{1,2,3,1}}										
	5	点击上阵														Role	Formation/BtnFormation					2					guideui.32licheng_46		guideui.32licheng_46		{700,670}	里芙	card.girl021		1				Click																		
	6	点击添加队员														Formation	F2					2					guideui.32licheng_47		guideui.32licheng_47		{700,670}	安卡希雅	card.girl011		1				Click									{"SetCanEditFormation",{1}}									
	7	点击安卡希雅														Role	Special_SelectCard/{1,1,1,1}					2					guideui.32licheng_48		guideui.32licheng_48		{700,670}	安卡希雅	card.girl011		1				Click								{"ScrollCardIntoView",{1,1,1,1}}										
	8	点击上阵														Role	Formation/BtnFormation					2					guideui.32licheng_49		guideui.32licheng_49		{700,670}	安卡希雅	card.girl011		1				Click																		
	9	点击出击														Formation	FightBtn					2					guideui.32licheng_50		guideui.32licheng_50		{1200,680}	里芙	card.girl021		1				Click																		
																																																									
11005		结算界面退出	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202509250400}}																													11422															1
	1	点击退出													4	Settlement	ExitBtn					2													1				Click																		
																																																									
11070		返回主界面引导	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202509250400}}																																								Main				1
	1	返回主界面													1.5	dlc25story	Title/ReturnMainBtn					2					guideui.32licheng_6		guideui.32licheng_6		{600,200}	卡罗琳	card.NPC001		1				Click																		
																																																									
11006		共鸣后里芙升级教学	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeEnd",{202512180400}}																													10104															1
	1	点击主界面角色按钮													0.7	Main	BtnRole		PanelRight0			2					guideui.32licheng_1		guideui.32licheng_1		{600,500}	里芙	card.girl021		1				Click																		
	2	点击里芙														Role	Special_SelectCard/{1,2,1,1}					2					guideui.32licheng_2		guideui.32licheng_2		{600,500}	里芙	card.girl021		1				Click								{"ScrollCardIntoView",{1,2,1,1}}										
	3	点击培养														Role	Growth/RoleBtn					2					guideui.32licheng_3		guideui.32licheng_3		{1000,500}	里芙	card.girl021		1				Click																		
	4	点击一键升级														RoleUpLv	Switcher/0/BtnOneKey					2					guideui.32licheng_4		guideui.32licheng_4		{600,500}	里芙	card.girl021		1				Click																		
	5	点击升级														RoleUpLv	Switcher/0/RoleDoBtn					2					guideui.32licheng_5		guideui.32licheng_5		{1000,500}	里芙	card.girl021		1				Click																		
																																																									
11202		共鸣后无限之视升级教学3.4	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202512180400}}																													10104															1
	1	点击主界面角色按钮													0.7	Main	BtnRole		PanelRight0			2					guideui.32licheng_1		guideui.32licheng_1		{600,500}	里芙	card.girl021		1				Click																		
	2	点击无限之视														Role	Special_SelectCard/{1,2,3,1}					2					guideui.32licheng_2		guideui.32licheng_2		{600,500}	里芙	card.girl021		1				Click								{"ScrollCardIntoView",{1,2,3,1}}										
	3	点击培养														Role	Growth/RoleBtn					2					guideui.32licheng_3		guideui.32licheng_3		{1000,500}	里芙	card.girl021		1				Click																		
	4	点击一键升级														RoleUpLv	Switcher/0/BtnOneKey					2					guideui.32licheng_4		guideui.32licheng_4		{600,500}	里芙	card.girl021		1				Click																		
	5	点击升级														RoleUpLv	Switcher/0/RoleDoBtn					2					guideui.32licheng_5		guideui.32licheng_5		{1000,500}	里芙	card.girl021		1				Click																		
																																																									
11007		返回主界面引导	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202509250400}}																													11422											Main				1
	1	返回主界面														RoleUpLv	Title/ReturnMainBtn					2													1				Click																		
																																																									
																																																									
11008		2.5第2关引导	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202509250400}}																													11422															1
	1	点击主界面快速出击按钮													0.7	Main	QuickBtn		PanelRight0			2													1				Click																		
	2	选择2.5第2关													1	dlc25story	Level/panel3/1/Button					2													1				Click								{"DLcStoryScrollIntoView",{"dlc25story",11422}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
	3	点击出击														dlc25story	Level/LevelInfo/FightBtn					2													1				Click																		
	4	点击出击														Formation	FightBtn					2													1				Click																		
																																																									
11009		下一关	Force	0				1					{"CheckLevelIsPass",{11422}};{"CreateTimeStart",{202509250400}}																													11423											dlc25story				1
	1	点击下一关													4	Settlement	NextBtn					2					guideui.32licheng_10		guideui.32licheng_10		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
11010		返回主界面引导	Force	0				1					{"CheckLevelIsPass",{11422}};{"CreateTimeStart",{202509250400}}																																								Main				1
	1	返回主界面													1.5	dlc25story	Title/ReturnMainBtn					2													1				Click																		
																																																									
11011		指挥历程引导	Force	0				1					{"CheckLevelIsPass",{11422}};{"CreateTimeStart",{202509250400}}																																												
	1	点击新手活动按钮													0.7	Main	BtnNewTask		PanelLeft0			2					guideui.32licheng_7		guideui.32licheng_7		{460,580}	卡罗琳	card.NPC001		1				Click																		
	2	点击指挥历程														NewTask	Special_GetActivityListBtn/22					2					guideui.32licheng_8		guideui.32licheng_8		{460,580}	卡罗琳	card.NPC001		1				Click																		
	3	点击领取											{4,"IsVeteran"}			NewTask	Switcher/2/ListTask/1/BtnGet					2					guideui.32licheng_9		guideui.32licheng_9		{460,580}	卡罗琳	card.NPC001		1				Click																		
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
11014		下一关	Force	0				1					{"CheckLevelIsPass",{11423}};{"CreateTimeStart",{202509250400}}																													11424											dlc25story				1
