	中文简体	1=临时文案  0和不填都=正式文案	//备注
TxtArmAtt2	武器属性	0	
		0	
TxtRoleBreakUp	激发天启	0	
TxtRoleBreakUp2	激发	0	
		0	
TxtSkillUp	通导	0	
TxtNeed	需求	0	
TxtSkillNotActive	该神经节点未通导	0	
		0	
TxtAllEmpty	暂无材料	0	
TxtPassiveSkill	被动技能	0	
		0	
TxtDefaultSkin	默认	0	
TxtShopSkin	供应站礼包	0	
TxtChangeSkinFailed	更换皮肤失败	0	
fashiongift	赠送	0	
		0	
TxtDefaultScene	默认	0	
TxtShopScene	供应站礼包	0	
TxtChangeSceneFailed	更换场景失败	0	
Scenegift	赠送	0	
		0	
TxtFree	免费	0	
Kick_MinorExpired	根据《国家新闻出版署关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》相关规定，本日向您提供的游戏服务时间已结束，请点击确定关闭游戏，谢谢您的理解与支持。	1000	
Kick_GM	来自游戏管理员的操作：强制下线	0	
TxtChange	更换	0	
UpdataLv_Ok	升级成功	0	
TxtClickScreen	点击屏幕继续	0	
TxtNew	新	0	
		0	
TxtGachaAllLeftTime	今日抽奖总剩余次数:%s	0	
TxtGachaLeftTime	剩余次数		
WarningTitle	购买提醒	0	
WarningTips	根据国家相关法规要求，对已纳入防沉迷的游戏账号进行登录限制。如继续购买该商品，在商品有效期内无法获得全部赠送的奖励，请问您是否继续进行购买操作？	0	
		0	
gachaopen	通关关卡1-4后解锁	0	
activityopen	通关关卡1-4后解锁	0	
toweropen	通关关卡5-3后解锁	0	
bossopen	通关关卡4-6后解锁	0	
weaponopen	通关关卡1-5后解锁	0	
supportopen	通关关卡4-12后解锁	0	
spineopen	通关关卡3-3后解锁	0	
acopen	通关关卡1-5后解锁	0	
pieceopen	通关关卡3-1后解锁	0	
roleopen	通关关卡1-2后解锁	0	
bagopen	通关关卡1-4后解锁	0	
settingopen	通关第一章进程1后解锁	0	
emailopen	通关关卡1-4后解锁	0	
resourseopen	通关关卡2-2后解锁	0	
Photographopen	通关关卡1-1后解锁	0	
Friendopen	通关第一章进程6后解锁	0	
Onlineopen	通关关卡3-9后解锁	0	
sevenopen	通关关卡1-7后解锁	0	
rolebreak	通关关卡1-4后解锁	0	
challengeopen	通关关卡4-6后解锁	0	
shopopen	通关关卡1-4后解锁	0	
mallopen	通关关卡1-4后解锁	0	
noticeopen	通关关卡1-3后解锁	0	
rolebreaklvopen	通关关卡1-4后解锁	0	
DefendOpen	通关关卡11-5后解锁	0	
HardOpen	通关第二章档案1后解锁	0	
rateopen	通关关卡3-3后解锁	0	
rikiopen	通关关卡4-12后解锁	0	
DormOpen	通关第一章进程6后解锁	0	2.7新手引导
DLCopen	通关关卡5-12后解锁		
		0	
TxtScanCode	扫码登录	0	
TxtScanCodeIntro	请使用《尘白禁区》手游扫码授权登录	0	
TxtScanOverdue	二维码过期	0	
TxtScanFail	操作失败	0	
TxtScanSuccess	操作成功	0	
TxtScanRefresh	刷新二维码	0	
TxtScanDes	请将二维码放入框内，即可扫描二维码	0	
TxtGameName	尘白禁区	0	
TxtCancellation	确认登出账号	0	
		0	
TxtInfoObtain	获取途径	0	
TxtBack	返回	0	
		0	
TxtNoticeEvent	活动公告	0	
TxtNoticeSystem	系统公告	0	
TxtNoticeSMonth	%d月	0	
TxtNoticeSDay	%d日	0	
TxtSystemOpen	新系统解锁	0	
		0	
TxtPoints	点数	0	
		0	
TxtOnlineLevel1	尘晶地宫	0	
TxtOnlineLevel2	盒屋群落	0	
TxtOnlineLevel3	失重斗场	0	
TxtOnlineLevel4	牢笼街道	0	
TxtOnlineLevel5	雾中迷城	0	
TxtOnlineFightDetail	战区信息	0	
TxtOnlineBuff	高适配队员	0	
		0	
TxtOnlinePoint	精神协作值	0	
TxtOnlineMulti	多重链接	0	
TxtOnlineRefresh	距离下次重构：	0	
TxtOnlineLock	构筑中	0	
TxtOnlineEvent1	巨垒之下	0	
TxtOnlineEvent2	咫尺尖兵	0	
TxtOnlineEvent3	勇者游戏	0	
TxtOnlineEvent4	区域镇压	0	
TxtOnlineEvent5	需要各天启者相互配合，逐个夺回被敌方目标占领的区域，并战胜敌方首领。	0	
TxtOnlineEvent6	伤害测试	0	
TxtOnlineEvent7	时间测试	0	
TxtOnlineEvent8	4章11关	0	
TxtOnlineEvent9	4章12关	0	
TxtOnlineEvent10	功能开发中，本次测试暂不开放！	0	
TxtOnlineEvent11	暂未获得增益	0	
TxtOnlineEvent12	复活次数不足	0	
TxtOnlineEvent13	已获得	0	
TxtOnlineEvent14	永续联战	0	
TxtOnlineEvent15	为了检测天启者精神协作值的持久稳定性，超元链接新增了永续联战模式，此模式下天启者们将会面对无止境来自不同方向的对手，极具挑战性！	0	
TxtOnlineEvent16	装配威力巨大的智械，攻占并守卫据点吧！	0	
TxtOnlineEnd1	造成伤害：	0	
TxtOnlineEnd2	伤害占比：	0	
TxtOnlineEnd3	通关时间：	0	
TxtOnlineEnd4	%d分%d秒	0	
TxtOnlineEnd5	物资收集分数：	0	
TxtOnlineReviveAuto	意识重构	0	
TxtOnlineReviveMech	意识皿	0	
TxtOnlineReviveHelp	协助重构	0	
TxtOnlineTag	链接	0	
TxtOnlineInvite	邀请	0	
TxtOnlineInvited	已邀请	0	
TxtOnlineListFriend	好友	0	
TxtOnlineRecent	近期链接	0	
TxtOnlineRecommend	推荐玩家	0	
TxtOnlineInfo	关卡信息	0	
TxtOnlineExit	请离队伍	0	
TxtOnlinePrepare	未准备	0	
TxtOnlineCompleted	准备完毕	0	
TxtOnlineCancel	取消准备	0	
TxtOnlineMatch	匹配开启	0	
TxtOnlineEnergy	消耗感知/次数	0	
TxtOnlineQuick	一键邀请	0	
TxtOnlineMatch2	匹配中	0	
TxtOnlineFight	开始作战	0	
TxtOnlineSingleFight	是否不匹配队友，直接开启单人作战？	0	
TxtOnlineChange	编队中	0	
TxtOnlineFightFlag	战斗中	0	
TxtOnlineEnd	结算中	0	
TxtOnlineTip	队友已准备完毕，队长处于未准备状态，<span color="#f7be37">%s</>秒后将自动断开	0	
TxtOnlineExitTip	有队友离开了，\n需要重新开始匹配吗？	0	
TxtOnlinePrepare2	等待队友准备	0	
		0	
TxtFriendblock1	加入黑名单	0	
TxtFriendblock2	解除黑名单	0	
TxtFriendadd	添加好友	0	
TxtFriendDel	删除好友	0	
TxtFriendNotes	设置好友备注		
TxtFriendtab1	我的好友	0	
TxtFriendtab2	好友申请	0	
TxtFriendtab3	发现好友	0	
TxtFriendtab4	黑名单	0	
TxtFriendtab5	在线	0	
TxtFriendtab6	我的好友	0	
TxtFriendtab7	我的识别码：	0	
TxtFriendtab8	请输入识别码	0	
TxtFriendtab9	刷新列表	0	
TxtFriendtab10	搜索	0	
TxtFriendtab11	一键收赠	0	
TxtFriendtab12	全部解除	0	
TxtFriendtab13	%d小时前	0	
TxtFriendtab14	%d天前	0	
TxtFriendtab15	%d月前	0	
TxtFriendtab16	全部忽略	0	
TxtFriendtab17	全部同意	0	
TxtFriendtab18	请输入识别码	0	
TxtFriendtab19	刚刚	0	
TxtFriendtab20	失去连接	0	
TxtFriendNone1	你的朋友很少	0	
TxtFriendNone2	还没有好友申请	0	
TxtFriendNone3	还没发现可以添加的好友	0	
TxtFriendNone4	暂时没有黑名单	0	
		0	
TxtNewTaskProgress	雪之形汇集	0	
TxtOnlineNumbers	积分	0	
TxtOnlineNumbers2	积分奖励：	0	
TxtMonthCardBuy	立即购买	0	
TxtMonthCardBuy2	已激活	0	
TxtMonth	员工惠利	0	
TxtMonthTips	每日签到	0	
TxtNewTask	至北初星	0	
TxtNowBuy	*当前可购买	0	
TxtReviving	正在重构	0	
TxtQuick	您有新的奖励可领取	0	
TxtQuick2	当前无可领取的奖励	0	
TxtMainReturn	回归	0	
TxtNewTask_New	启航	0	3.4新手活动整合
TxtNewTaskTips	完成系列任务，领橙色品质武器！	0	3.4新手活动整合
		0	
Txtcharactershow	角色数据	0	
Txtaccount	识别码	0	
Txtaccountcopy	识别码复制成功	0	
Txtaccountcopy2	[复制]	0	
Txtcharactershow2	角色展示	0	
Txtcharactershow3	收集进度	0	
Txtaccountsig	分析员还未更新过签名~	0	
Txtaccounttip	修改昵称	0	
Txtaccountbadge	徽章收集	0	
Txtaccountother	其他收集	0	
TxtKeyMove1	向前移动	0	
TxtKeyMove2	向后移动	0	
TxtKeyMove3	向左移动	0	
TxtKeyMove4	向右移动	0	
TxtKeyFire	开火	0	
TxtKeyAim	瞄准	0	
TxtKeyRun	冲刺	0	
TxtKeyUse	场景交互/进入掩体	0	
TxtKeySwitch1	切换1号位队友	0	
TxtKeySwitch2	切换2号位队友	0	
TxtKeySwitch3	切换3号位队友	0	
TxtKeyReload	换弹	0	
TxtKeySkill1	常规技	0	
TxtKeySkill2	爆发技	0	
TxtKeySkill3	支援技	0	
TxtKeySkill4	伤害	0	
TxtKeySkill5	控制	0	
TxtKeySkill6	强化	0	
TxtKeySkill7	易伤	0	
TxtKeySkill8	突进	0	
TxtKeySkill9	减伤	0	
TxtKeySkill10	弱化	0	
TxtKeySkill11	阻断	0	
TxtKeySkill12	治疗	0	
TxtKeySkill13	护盾	0	
TxtKeySkill14	特殊	0	
TxtKeySkill15	能量	0	
TxtKeySkill16	弹药	0	
TxtKeySkill17	加速	0	
TxtKeySkill18	减速	0	
TxtKeySkill19	解控	0	
TxtKeySkill20	霸体	0	
TxtKeyQTE1	1号位队友支援技	0	
TxtKeyQTE2	2号位队友支援技	0	
TxtKeyMiss	闪避/翻越	0	
TxtKeyPause	暂停游戏/回退	0	
TxtKeySteer	战斗指引	0	
TxtKeyMouse	呼出鼠标	0	
TxtKeyHide	隐藏全部UI	0	
TxtKeyWarn1	按键%s已从【%s】中解除绑定	0	
TxtKeyWarn2	请输入按键；按“ESC”键取消操作	0	
TxtKeyWarn3	此按键不能设置为操作按键	0	
TxtKeyWarn4	请输入手柄按键；按手柄“左菜单键”取消操作	0	
TxtKeyWarn5	此按键无法设置为组合键	0	
TxtKeyWarn6	请输入按键	0	
TxtKeyWarn7	【%s】已和【%s】的快捷键对调		
TxtKeyWarn8	此按键无法设置为长按	0	
TxtKeyWarn9	该设置与当前长按按键设置冲突	0	
TxtKeyLeft	左%d	0	
TxtKeyRigth	右%d	0	
TxtKeyBackSkill	支援技	0	
TxtKeyBackSkill1	1号位队员支援技	0	
TxtKeyBackSkill2	2号位队员支援技	0	
TxtKeyBackSkill3	3号位队员支援技	0	
TxtBackSuperSkill	左Alt+切换角色	0	
TxtKeyBackSuperSkill	快捷爆发	0	
TxtKeyBackSuperSkill1	1号位队员快捷爆发	0	
TxtKeyBackSuperSkill2	2号位队员快捷爆发	0	
TxtKeyBackSuperSkill3	3号位队员快捷爆发	0	
TxtKeyJump	跳跃	0	
TxtWaterParkSkillE	捉迷藏技能1	0	3.5海姆按键设置
TxtWaterParkSkillQ	捉迷藏技能2	0	3.5海姆按键设置
TxtWaterParkTurnLeft	变身物件向左	0	3.5海姆按键设置
TxtWaterParkTurnRight	变身物件向右	0	3.5海姆按键设置
TxtWaterParkPrevious	观察上一位选手	0	3.5海姆按键设置
TxtWaterParkNext	观察下一位选手	0	3.5海姆按键设置
TxtWPZBugSkill	优化吧技能1	0	3.5海姆按键设置
TxtWPZBugSkill2	优化吧技能2	0	3.5海姆按键设置
TxtWPZBugSkill3	优化吧技能3	0	3.5海姆按键设置
TxtWPSelect1	选择栏按键1	0	3.5海姆按键设置
TxtWPSelect2	选择栏按键2	0	3.5海姆按键设置
TxtWPSelect3	选择栏按键3	0	3.5海姆按键设置
TxtWPInteract	确认选择	0	3.5海姆按键设置
TxtWPOpenBag	打开背包	0	3.5海姆按键设置
TxtWPGamepadSwitchNextTag	切换背包上一页	0	3.5海姆按键设置
TxtWPGamepadSwitchPreTag	切换背包下一页	0	3.5海姆按键设置
TxtWPSwitchWeapon	替换武器	0	3.5海姆按键设置
			
			
			
			
TxtBreakDetail	天启延伸	0	
TxtRoleModify	不可更改	0	
TxtRoleSkillQTE	QTE类型	0	
TxtPauseSkillTitle	辅助技能	0	
		0	
TxtFightOnline1	倒计时：	0	
TxtFightOnline2	造成伤害：	0	
TxtFightOnline3	伤害占比：	0	
TxtFightOnline4	通关时间：	0	
TxtFightOnline5	继续	0	
TxtFightOnline6	%d分%d秒	0	
		0	
TxtConnectWait	连接中...	0	
TxtConnectWarn	无法连接	0	
TxtConnectWarnOver	已无法进入游戏	0	
TxtConnectWarnTips	是否重新连接游戏？	0	
		0	
TxtFightOnlineBuff	增益	0	
		0	
TxTGachaShow.Tip	额外获得：	0	
TxTOriginalState	原厂设定	0	
		0	
fight_tips	战斗中跑马灯提示	0	
TxtOperationSet.Key	键位配置	0	
		0	
LeftMouseButton	鼠标左键	0	
RightMouseButton	鼠标右键	0	
ThumbMouseButton	鼠标侧键1	0	
ThumbMouseButton2	鼠标侧键2	0	
ThumbMouseButton3	鼠标侧键3	0	
ThumbMouseButton4	鼠标侧键4	0	
TxtEnterInvaildPid	请输入数字识别码	0	
		0	
gyroscope_scale	陀螺仪灵敏度	0	
		0	
TxtTimeWeek	周	0	
TxtTimeDay	天	0	
TxtTimeDay2	天	0	
TxtTimeHour	时	0	
TxtTimeMin	分	0	
TxtTimeSec	秒	0	
TxtTimeFormat1	%2d:%2d	0	
TxtTimeFormat2	%2d:%2d:%2d	0	
TxtTips01	请阅读全文后再点击同意	0	
		0	
TxtRoleLevelInfo	作战简报	0	
		0	
UnlockConditions	解锁条件	0	
Addmate	增加队友以解锁该商品	0	
TxtChoose	选择	0	
		0	
TxtCanGet	可领取	0	
TxtInvite	邀请%d条	0	
TxtGameOver	游戏已结束	0	
TxtOneHour	大于一小时	0	
		0	
TxtRoleSkillDes	技能详情	0	
TxtRoleSkillDes2	神经技能	0	
TxtRoleSkillType	连携类型	0	
TxtRoleSkillEmpty	暂无神经技能分支	0	
TxtRoleSkillEmpty2	无技能	0	
TypeQTE1	追击	0	
TypeQTE2	掩护	0	
TypeQTE3	协同	0	
TypeQTE4	交叉	0	
TypeQTE5	处决	0	
UnType	未配置留空	0	
		0	
TxtTeamSkill	小队技能	0	
TxtAffix	特长	0	
TxtTeamId	小队身份	0	
TxtInformation	资料	0	
TxtSecondary	次属性	0	
		0	
TxtSetSkills	暂无激活的小队技能，需配备同一小队两名及以上后勤人员方可激活	0	
TxtNoAttributes	暂无装配属性，需至少配备一名后勤人员方可激活	0	
TxtProvide	配备	0	
TxtTransfer	调离	0	
		0	
TxtUnlockCompleted	解锁完成	0	
		0	
SupportDetail	后勤详情	0	
WeaponDetail	武器详情	0	
		0	
ItemLock	物品已锁定，不可出售	0	
ItemBoxRandomTip	可能从以下道具中随机获得一种	0	
support_enhance	强化后勤不能分解	0	
weapon_sell_noenhance	未强化武器不能分解		
TxtCustomizeSize	尺寸	0	
TxtCustomizeAlpha	透明度	0	
TxtCustomizeClose	退出	0	
TxtCustomizeReset	重置	0	
TxtCustomizeSave	保存	0	
TxtCustomize	自定义布局	0	
TxtCustomizeIntro	修改布局	0	
TxtGainItem	获得道具	0	
NumberDepletion	次数耗尽	0	
TxtCustomizeTask	任务描述	0	
TxtHandleReset	重置默认键位	0	
		0	
MainWelfare	共鸣	0	
MainRole	角色	0	
MainChapter	章节	0	
MainInfrastructure	基建	0	
MainTask	任务	0	
MainBag	背包	0	
MainHome	主页	0	
MainShop	商店	0	
MainMall	供应站	0	
MainOnline	在线	0	
MainSetting	设置	0	
MainEmail	邮箱	0	
MainActivity	活动	0	
MainFriend	好友	0	
MainDorm	基地	0	
MainLock	暂未开启	0	
MainPreview	预告	0	
		0	
TxtPopupTips	提示	0	
TxtEnergyRecover	<bluepurple>%s</>后恢复 <bluepurple>%s</>点感知	0	
		0	
TxtPieceExchange	提取物分解	0	
TxtPieceExchangeTip	队员完全天启后，多余的思念体提取物才可进行分解	0	
TxtPieceExchangeTitle1	提取物稀有度	0	
TxtPieceExchangeTitle2	分解可获得	0	
TxtPieceExchangeBtn	分解	0	
TxtFashionTip1	下架剩余时间	0	
TxtFashionTip2	折扣剩余时间	0	
TxtFashionTip3	装备中	0	
TxtFashionTip4	穿戴	0	
TxtFashionTip5	已穿戴	0	
TxtFashionTip6	获得新时装	0	
TxtFashionTip7	确认切换	0	
TxtFashionTip8	当前部件已切换，是否保存后退出？	0	
TxtFashionTip9	部件切换保存成功	0	
TxtFashionTip10	当前部件未有修改	0	
TxtFashionTip11_0	所有部件	0	
TxtFashionTip11_1	部件1	0	
TxtFashionTip11_2	部件2	0	
TxtFashionTip11_3	部件3	0	
TxtFashionTip12	预售折扣%s折	1000	
TxtFashionTip13	该预售礼盒将于{1}年{2}月{3}日可开启	0	
			
TxtFashionTag1	时装	0	
TxtFashionTag2	精美时装	0	
TxtFashionTag3	拥有新的语音	0	
TxtFashionTag4	拥有新的封面角色展示动作，及完成关卡演出动作	0	
TxtFashionTag5	拥有全新的主动技能特效	0	
TxtFashionTag6	拥有专属互动情景	0	
TxtFashionTag7	拥有全新可切换部件	0	
TxtFashionTag8	拥有AR功能	0	DLC3.2AR
TxtFashionTag9	拥有专属相伴场景	0	DLC3.4相伴系统
TxtFashionSuit	可装备角色：	0	
			
TxtSceneTag1	场景	0	
TxtSceneTag2	精美场景	0	
TxtSceneTag3	拥有专属互动情景	0	
TxtSceneTag4	拥有新的语音	0	
			
			
TxtSceneRandom	随机封面互动设置	0	
TxtNoSceneRandom	暂未拥有互动封面	0	
TxtNoSceneCharacter	暂未拥有角色	0	
			
			
Weapon Assault	突击步枪	0	
Weapon Submachine	冲锋枪	0	
Weapon Sniper	狙击枪	0	
Weapon Pistol	手枪	0	
Weapon Shotgun	霰弹枪	0	
Weapon Crossbow	弩	0	
Weapon_Double_Submachine	双枪·冲锋枪	0	
Weapon_Bow	弓	0	
			
TxtSevendaystips1	限时摧毁木箱，获取更高积分	0	
TxtSevendaystips2	利用常规技，以最短的时间到达终点	0	
TxtSevendaystips3	限时击败敌人，获取更高积分	0	
TxtSevendaystips4	限时击败敌人，获取更高积分	0	
TxtSevendaystips5	在有限的弹药情况下，击败敌人更多敌人	0	
TxtSevendaystips6	阻止敌方队列袭来，并击败敌方目标		
TxtSevendaystips7	躲避障碍，快速前往终点		
TxtSevendaystips8	快速找出相同的敌方目标并将其击败		
TxtSevendaystips9	快速找出布雷盒并将其破坏		
TxtSevendaystips10	尽可能多地打碎积分箱		
TxtSevendaystips11	控制浮空平台破坏更多障碍物		
TxtSevendaystips12	驾驶扭扭车快速前往终点	0	
TxtSevendaystips13	尽可能多地打中气球	0	
TxtSevendaystips14	用限定子弹射击浮空平台使其移动	0	
TxtSevendaystips15	利用传送门抵达终点	0	
TxtSevendaystips16	尽可能多地将敌方推出场外	0	
TxtSevendaystips17	尽可能多地击中靶子	0	
TxtSevendaystips18	限定时间内尽快抵达终点	0	
TxtSevendaystips19	没有相连的箱子，已进行刷新	0	
TxtSevendaystips20	在限定时间内尽可能多地打破气球	0	
TxtSevendaystips21	在限定时间内尽可能多地击碎箱子	0	
			
			
			
TxtTutorialBoss01	“精神拟境”模拟实战环境，使用敌人影像模拟压力源，通过作战的方式来测评天启者的人格稳定值。	0	
TxtTutorialBoss02	各个精神拟境的开放时间不同，且都分为八种拟境深度，难度递增，所获人格稳定值递增，奖励也随之增加。每次拟境测评结束后，所有数据将进行清零，队员占用和奖励均会重置。	0	
TxtTutorialBoss03	每位队员和其携带武器、后勤均无法同时进行多个拟境的测评。精神拟境默认最佳测评记录的阵容为当前拟境独占，且只记录这一队阵容。	0	
TxtTutorialBoss04	每个精神拟境都有自选条件，条件越苛刻，最后测评所得人格稳定值越多。每个拟境仅记录最佳测评记录（最高人格稳定值）。	0	
TxtTutorialBoss05	每个精神拟境的最高人格稳定值相加的总值达到一定数值可以解锁对应的奖励。	0	
TxtTutorialBoss06	“精神拟境”模拟实战环境，使用敌人影像模拟压力源，通过作战的方式来测评天启者的人格稳定值。各个精神拟境的开放时间不同，各有5种难度，完成当前难度测评后才可解锁下一难度。		
TxtTutorialBoss07	参与前4个难度的精神拟境测评需要消耗测评次数，最高难度不消耗测评次数；测评次数每日刷新。每周可通过消耗测评次数快速完成测评，快速测评的稳定值等同于上一次测评记录。		
TxtTutorialBoss08	不同难度的测评有相应的等级和加分词条，顺利完成每个测评都能获得对应的基础人格稳定值；其中最高难度的测评还会根据完成测评的剩余时间加算额外的稳定值。		
TxtTutorialBoss09	完成不同难度的测评会获得相应奖励；精神拟境系统会根据所获最终稳定值统计全服排行，不同的排行区间均可领取对应奖励；奖励将于每周结算后发放。		
TxtTutorialFight01	敌兵【灯泡】的背包受到一定攻击后会爆炸，对其造成大量伤害。	0	
TxtTutorialFight02	位于【基座】附近的敌方会处于【无敌】状态，需要优先将其破坏，才能对敌方目标造成伤害。	0	
TxtTutorialFight03	击破【二型验证机甲】腿部外壳可使其暴露腿部主关节。	0	
TxtTutorialFight04	特化目标都携带特化技能,身上常常带有奇异光点,请注意辨认。	0	
TxtTutorialFight05	拾取各种补给品可以回复生命、耐力，和补充爆发能量。	0	
TxtTutorialFight06	该技能会持续对周围目标造成动能类型伤害，最好的应对办法就是保持距离。	0	
TxtTutorialFight07	破坏腿部主关节，能造成更高伤害，且使其失去行动能力一段时间。	0	
TxtTutorialFight08	失去行动能力期间，【二型验证机甲】会弹出背部散热器，直接攻击该弱点可造成巨量伤害。	0	
TxtTutorialFight09	玩家须保护蓝色区域不被敌人占领。	0	
TxtTutorialFight10	当有敌人占领保护区域时，会有警示提示，且注意盾牌的进度条，一旦填充满任务便会失败。	0	
TxtTutorialFight11	部分敌人附有防护壳。攻击击破防护壳后会暴露敌人弱点，攻击弱点能够造成更多伤害。	0	
TxtTutorialFight12	部分敌人拥有可破坏部位。攻击造成部位破坏后，敌人会丧失部分能力。	0	
TxtTutorialFight13	不同类型的敌方目标，以及同个敌方目标身上各个可破坏部位，有着不同的外甲类型，造成普通射击的跳弹概率也不一样。\n武器的种类也影响着跳弹概率，跳弹概率由高到低分别是冲锋枪、双枪·冲锋枪、突击步枪、弩、格林机枪、手枪、霰弹枪、狙击枪、飞剑、弓。	0	
